N	2gram	Bakhtin_KF	StatiiOP
130	и все	9	6
131	и я	6	6
132	с его	2	6
133	независимо от	3	6
134	его как	5	6
135	мы не	3	6
136	и здесь	7	6
137	что я	5	6
138	в жизни	2	6
139	этом смысле	3	6
140	но я	2	6
141	что за	2	6
142	говорить о	2	6
143	и за	2	6
144	не о	2	5
145	его в	5	5
146	для себя	7	5
147	оба эти	2	5
148	это и	3	5
149	и потому	2	5
150	что не	3	5
151	отношении к	2	5
152	один из	2	5
153	можно ли	2	5
154	при этом	4	5
155	думать что	2	5
156	должна быть	4	5
157	не потому	2	5
158	или иного	3	5
159	того или	3	5
160	всех этих	3	5
161	не как	4	5
162	не по	4	5
163	нет и	3	5
164	уже не	7	5
165	оно не	2	5
166	если не	2	5
167	конечно не	7	5
168	и только	7	5
169	от его	5	4
170	нисколько не	4	4
171	и эти	2	4
172	не знает	5	4
173	но как	5	4
174	только с	3	4
175	в процессе	2	4
176	я имею	3	4
177	ничего общего	2	4
178	это есть	2	4
179	этого слова	2	4
180	на язык	3	4
181	для этого	2	4
182	нет в	4	4
183	я уже	2	4
184	бы и	3	4
185	выхода в	2	4
186	и тот	3	4
187	все они	2	4
188	и их	6	4
189	могло бы	4	4
190	или иным	2	4
191	но для	3	4
192	ни у	2	4
193	а по	2	4
194	места в	4	4
195	здесь нет	3	4
196	в смысле	6	4
197	в основе	5	4
198	быть не	2	4
199	и именно	2	4
200	конечно в	2	3
201	или иной	2	3
202	от него	3	3
203	котором он	3	3
204	от того	3	3
205	как к	2	3
206	тогда когда	3	3
207	и других	2	3
208	быть в	4	3
209	которой я	2	3
210	она не	2	3
211	это уже	2	3
212	и как	2	3
213	из нее	2	3
214	совсем не	2	3
215	здесь не	3	3
216	не будет	2	3
217	но эта	6	3
218	себя и	5	3
219	и ее	2	3
220	бы то	2	3
221	в сознании	2	3
222	от этого	2	3
223	бы не	3	3
224	если я	2	3
225	что значит	2	3
226	во всей	4	3
227	вытекает из	2	3
228	не должен	3	3
229	со всеми	2	3
230	не значит	6	3
231	для которого	3	3
232	я и	5	3
233	слова в	2	3
234	в свою	3	3
235	он и	2	3
236	это можно	2	3
237	может не	2	3
238	то или	2	3
239	или иное	2	3
240	то ни	2	3
241	как его	4	3
242	не дает	3	3
243	на основе	7	3
244	не должно	3	2
245	тем самым	4	2
246	нигде не	3	2
247	я могу	5	2
248	его к	2	2
249	всем его	3	2
250	а это	2	2
251	стал бы	2	2
252	едва ли	2	2
253	но есть	2	2
254	я должен	7	2
255	ведь это	2	2
256	были бы	2	2
257	от себя	10	2
258	в момент	3	2
259	тем как	3	2
260	и ни	3	2
261	по своему	3	2
262	даны в	2	2
263	и совершенно	3	2
264	и этот	3	2
265	для этой	3	2
266	и она	2	2
267	на первом	2	2
268	где я	4	2
269	во мне	3	2
270	чего не	2	2
271	жизнь и	2	2
272	которой он	2	2
273	меня не	4	2
274	и этим	3	2
275	и когда	2	2
276	той или	3	2
277	и может	3	2
278	тот же	3	2
279	бы быть	5	2
280	к историческому	2	2
281	только по	2	2
282	в контексте	5	2
283	бы он	2	2
284	его с	2	2
285	и эта	2	2
286	с ее	2	2
287	знает и	2	2
288	дело с	2	2
289	жизни в	5	2
290	ни было	4	2
291	где он	3	2
292	отказаться от	2	2
293	чем не	4	2
294	было и	2	2
295	дело когда	2	2
296	что есть	2	2
297	но нет	2	2
298	что только	2	2
299	всей его	2	2
300	он может	2	2
301	входит в	4	2
302	имеем в	2	2
303	стороны в	3	2
304	на нем	2	2
305	соответствии с	2	2
306	не могу	3	2
307	но этот	2	2
308	именно на	2	2
309	жизни но	3	2
310	меня в	3	2
311	быть и	3	2
