N	2gram	Propp_Isto	Myslijsy
379	к тем	2	4
380	она может	2	3
381	и ее	3	3
382	он видит	3	3
383	именно так	3	3
384	что здесь	8	3
385	должно было	2	3
386	случае мы	4	3
387	это только	2	3
388	они имеют	2	3
389	же мы	2	3
390	и др	4	3
391	мы знаем	11	3
392	здесь мы	6	3
393	также что	2	3
394	что этот	4	3
395	а если	3	3
396	для них	3	3
397	в связь	2	3
398	между человеком	2	3
399	этой стороны	2	3
400	себе и	2	3
401	у меня	5	3
402	что за	3	3
403	выражается в	2	3
404	что эта	2	3
405	не совсем	5	3
406	как будто	2	3
407	именно на	2	3
408	в себя	3	3
409	ясно что	2	3
410	в одной	4	3
411	но для	2	3
412	даже не	2	3
413	видеть в	3	3
414	после этого	2	3
415	ничем не	2	3
416	как это	5	3
417	частный случай	4	3
418	происходит в	4	3
419	дело с	2	3
420	к этой	2	3
421	а то	2	3
422	а мы	3	3
423	с одним	2	3
424	большинстве случаев	3	3
425	здесь не	6	3
426	что представление	2	3
427	это в	2	3
428	мы увидим	6	3
429	должен был	5	3
430	и животным	2	3
431	человека с	2	3
432	в самых	3	3
433	ее в	3	3
434	или наоборот	2	3
435	можем предположить	5	3
436	в большинстве	2	3
437	их и	4	3
438	животного и	2	3
439	в человеческом	2	3
440	он сам	2	3
441	бы что	2	3
442	однако не	2	3
443	он все	5	2
444	здесь может	2	2
445	из трех	3	2
446	что дело	2	2
447	не будем	6	2
448	во все	4	2
449	к более	2	2
450	роль в	2	2
451	уже на	3	2
452	и эти	5	2
453	уже с	3	2
454	действительно есть	2	2
455	начинается с	3	2
456	следующим образом	3	2
457	которая в	2	2
458	же не	2	2
459	исходя из	2	2
460	переходит в	4	2
461	по которой	2	2
462	то чего	2	2
463	эти формы	2	2
464	принадлежит к	4	2
465	свою долю	2	2
466	приходит в	3	2
467	быть и	3	2
468	власть над	12	2
469	тех же	2	2
470	видели выше	4	2
471	таких случаях	2	2
472	указать на	4	2
473	если я	3	2
474	целый ряд	3	2
475	во второй	2	2
476	должны были	4	2
477	как у	2	2
478	мы еще	3	2
479	тому же	4	2
480	предположение что	3	2
481	говорит не	2	2
482	когда он	2	2
483	имеем в	6	2
484	если он	2	2
485	со своей	2	2
486	эта связь	4	2
487	почему в	3	2
488	как нет	2	2
489	более позднее	2	2
490	к своей	4	2
491	точно таким	2	2
492	связь и	2	2
493	который был	2	2
494	могло быть	3	2
495	не видит	2	2
496	в глаза	2	2
497	нам право	2	2
498	является в	2	2
499	пришел к	2	2
500	превращаются в	2	2
501	а на	5	2
502	это и	4	2
503	и за	3	2
504	здесь можно	10	2
505	его от	3	2
506	о нем	2	2
507	чем состоит	2	2
508	их с	2	2
509	но конечно	2	2
510	связано с	4	2
511	только с	2	2
512	все члены	2	2
513	вследствие чего	2	2
514	этим объясняется	4	2
515	на звук	2	2
516	и было	2	2
517	и там	6	2
518	некоторых случаях	6	2
519	бы она	2	2
520	и говорит	10	2
521	этой связи	2	2
522	же как	8	2
523	о его	2	2
524	из его	2	2
525	я не	3	2
526	не годится	4	2
527	под этим	2	2
528	они могут	2	2
529	всех этих	3	2
530	себя в	2	2
531	эти представления	3	2
532	дело не	3	2
533	с ее	2	2
534	но этот	3	2
535	не сразу	2	2
536	случаи когда	7	2
537	близки к	2	2
538	тут же	4	2
539	где он	2	2
540	его и	6	2
541	такая форма	2	2
542	знаем что	9	2
543	к чему	2	2
544	самых разнообразных	2	2
545	других случаях	2	2
546	этих двух	2	2
547	этих случаях	14	2
