N	2gram	Potebnia_M	TeoriaLi
179	значительной степени	2	2
180	а напротив	2	2
181	слова не	2	2
182	для меня	5	2
183	так же	6	2
184	если в	2	2
185	но как	2	2
186	с чем	3	2
187	таких случаях	2	2
188	тем более	9	2
189	одно слово	6	2
190	не всегда	5	2
191	человека и	8	2
192	ни был	3	2
193	при всей	2	2
194	что она	4	2
195	за пределы	2	2
196	это было	3	2
197	в глаза	2	2
198	об этом	4	2
199	но на	2	2
200	и даже	3	2
201	на свою	2	2
202	и здесь	3	2
203	сама по	3	2
204	на деле	8	2
205	таком случае	2	2
206	я и	3	2
207	это и	2	2
208	превращается в	3	2
209	времени и	2	2
210	от своего	2	2
211	ни было	2	2
212	искусство есть	3	2
213	у нас	2	2
214	к своему	3	2
215	только на	4	2
216	никем не	2	2
217	у него	3	2
218	самом деле	5	2
219	и состоит	2	2
220	на вопрос	2	2
221	в чем	6	2
222	вместе с	22	2
223	в одно	8	2
224	не могло	3	2
225	в какой	3	2
226	на котором	4	2
227	одной из	3	2
228	для понимания	5	2
229	вытекает из	2	2
230	к нему	7	2
231	к нам	2	2
232	и это	6	2
233	ее в	2	2
234	тому что	6	2
235	о том	7	2
236	зрения и	2	2
237	что такое	2	2
238	могли бы	3	2
239	если мы	2	2
240	образом и	3	2
241	оно не	7	2
242	известного рода	2	2
243	и на	5	2
244	к чему	2	2
245	один из	7	2
246	его я	3	2
247	собственно говоря	2	2
248	произведении искусства	4	2
249	в них	9	2
250	в поэзии	4	2
251	по себе	26	2
252	несмотря на	2	2
253	на мир	2	2
254	в той	2	2
255	мы в	3	2
256	что и	16	2
257	к другому	3	2
258	с ними	6	2
259	быть названо	2	2
260	и наоборот	5	2
261	себя и	4	2
262	заключается в	2	2
263	все это	4	2
264	только о	2	2
265	что они	2	2
266	в первом	5	2
267	в большинстве	2	2
268	я как	5	2
269	жизни то	2	2
270	при чтении	2	2
271	из виду	4	2
272	обращается к	2	2
273	бы то	2	2
274	который в	2	2
275	при котором	2	2
276	не принадлежит	2	2
277	большей части	2	2
278	тем же	6	2
279	в системе	2	2
