N	2gram	Tiupa_Hudo	Tvorches
202	же не	3	4
203	же как	4	4
204	с ними	3	4
205	о его	2	4
206	который в	2	4
207	в основе	3	4
208	говорит о	4	4
209	и когда	4	4
210	нет ничего	4	4
211	так сказать	3	4
212	по преимуществу	6	4
213	дело в	2	4
214	особенно в	3	4
215	себя в	11	4
216	у нее	10	4
217	на свете	2	4
218	наш взгляд	6	4
219	превращается в	6	4
220	тем что	6	4
221	в xix	2	4
222	на земле	2	4
223	него в	2	4
224	с этой	3	4
225	времени и	2	4
226	такой же	3	4
227	его и	2	4
228	не означает	2	4
229	и более	2	4
230	с собой	2	4
231	личности и	3	4
232	еще в	4	4
233	этой книги	2	4
234	это прежде	3	4
235	личности в	9	4
236	на наш	6	4
237	к жизни	6	4
238	с точки	5	4
239	говорить о	4	4
240	на стороне	2	4
241	в финале	5	4
242	той же	3	4
243	но он	3	4
244	до сих	3	4
245	в ходе	4	3
246	ее и	2	3
247	во времени	2	3
248	на самом	2	3
249	от него	3	3
250	к себе	8	3
251	в другом	3	3
252	отношение к	3	3
253	как к	4	3
254	едва ли	6	3
255	для себя	9	3
256	давно уже	3	3
257	друг друга	5	3
258	и тем	2	3
259	со стороны	6	3
260	в любви	2	3
261	мы знаем	4	3
262	не по	2	3
263	любви к	2	3
264	о котором	2	3
265	как уже	3	3
266	в него	2	3
267	мы узнаем	5	3
268	к тому	11	3
269	в ней	6	3
270	на себя	3	3
271	этой связи	5	3
272	писателя в	2	3
273	там где	2	3
274	в первом	2	3
275	эти слова	3	3
276	можно сказать	9	3
277	как мы	5	3
278	да и	5	3
279	сказать что	3	3
280	если в	4	3
281	то в	6	3
282	авторской позиции	2	3
283	из этих	3	3
284	в начале	3	3
285	это в	4	3
286	и тогда	2	3
287	не все	2	3
288	к ней	2	3
289	с ее	7	3
290	прибегает к	3	3
291	ни на	2	3
292	мысль о	2	3
293	только что	4	3
294	во второй	7	3
295	я и	7	3
296	лишь в	5	3
297	только для	4	3
298	как по	2	3
299	для того	3	3
300	не с	2	3
301	живет в	2	3
302	к людям	2	3
303	в жизни	9	3
304	нет и	2	3
305	с другим	2	3
306	автора и	4	3
307	в себя	3	3
308	человеческих отношений	7	3
309	жизни не	2	3
310	и к	6	3
311	а по	2	3
312	ее по	2	3
313	его героев	3	3
314	на этом	5	3
315	он и	2	3
316	в настоящем	2	3
317	по себе	3	3
318	как она	3	3
319	несмотря на	7	3
320	жизни и	10	3
321	но когда	2	3
322	перед ним	2	3
323	сводится к	7	3
324	и что	3	3
325	характера и	2	3
326	или в	3	3
327	и только	2	3
328	т с	5	3
329	в одном	3	3
330	сострадания и	2	3
331	по причине	2	2
332	он все	2	2
333	как было	2	2
334	данном случае	3	2
335	в первую	2	2
336	о человеке	2	2
337	но мы	2	2
338	характера в	4	2
339	но как	3	2
340	о чем	9	2
341	еще раз	2	2
342	жизни он	2	2
343	вслед за	3	2
344	и поэтому	2	2
345	с тургенева	3	2
346	нам о	2	2
347	в силу	2	2
348	по своей	5	2
349	д с	2	2
350	сразу же	2	2
351	не во	3	2
352	никого не	3	2
353	отметим что	2	2
354	б м	2	2
355	а как	2	2
356	начинается с	2	2
357	не зная	2	2
358	теперь же	4	2
359	из нас	5	2
360	о нем	4	2
361	действующих лиц	3	2
362	может и	3	2
363	тому что	8	2
364	она не	6	2
365	ли в	2	2
366	на том	3	2
367	не могу	3	2
368	он в	2	2
369	характера а	2	2
370	тоже не	2	2
371	была бы	3	2
372	жизнь в	3	2
373	и м	2	2
374	что можно	2	2
375	н толстого	4	2
376	приходит в	2	2
377	личности не	3	2
378	героя как	2	2
379	характер в	2	2
380	в художественном	6	2
381	отдельного человека	2	2
382	что же	4	2
383	нуждается в	2	2
384	авторского сознания	2	2
385	когда же	3	2
386	с такой	3	2
387	духовной жизни	2	2
388	того чтобы	6	2
389	когда в	4	2
390	по выражению	3	2
391	это время	2	2
392	было бы	8	2
393	представляют собой	2	2
394	же в	3	2
395	связи с	4	2
396	одновременно и	5	2
397	первую очередь	2	2
398	в сущности	2	2
399	в связи	3	2
400	в качестве	13	2
401	заключает в	2	2
402	сам он	3	2
403	в двух	2	2
404	рядом с	5	2
405	в действительности	5	2
406	жизни с	3	2
407	в литературном	2	2
408	содержит в	2	2
409	по поводу	3	2
410	мышления и	3	2
411	узнаем что	2	2
412	но при	3	2
413	в данном	3	2
414	с другими	2	2
415	же это	2	2
416	героя от	3	2
417	человек с	2	2
418	во всех	2	2
419	о своем	2	2
420	уже говорилось	3	2
421	высшей степени	2	2
422	с самим	2	2
423	не нужно	3	2
424	тем не	7	2
425	в е	2	2
426	страх перед	2	2
427	л н	6	2
428	и потом	2	2
429	но ведь	2	2
430	в речи	2	2
431	как о	3	2
432	на смену	2	2
433	в результате	2	2
434	и о	8	2
435	ни к	2	2
436	в тот	3	2
437	наконец в	2	2
438	жизнь и	2	2
439	н а	2	2
440	в глазах	11	2
441	с одной	4	2
442	говорили о	2	2
443	не имеет	2	2
444	отказ от	2	2
445	этом он	2	2
446	ни в	5	2
447	столь же	6	2
448	их в	2	2
449	а между	4	2
450	человек в	3	2
451	героев в	3	2
452	все что	4	2
453	я в	2	2
454	представляется нам	3	2
455	до уровня	2	2
456	своего я	6	2
457	в сфере	2	2
458	ключ к	2	2
459	путь к	2	2
460	со своим	5	2
461	всякий раз	4	2
462	человека его	2	2
463	внимание на	3	2
464	которой он	2	2
465	и уже	3	2
466	пока еще	3	2
467	или даже	2	2
468	своей собственной	2	2
469	каждого человека	3	2
470	как на	2	2
471	же и	3	2
472	как его	3	2
473	этот момент	3	2
474	о которой	3	2
475	как раз	7	2
476	мы уже	7	2
477	нам представляется	3	2
478	ибо в	2	2
479	ясно что	2	2
