N	2gram	Vygotskiy_	Komedia
306	сравнению с	3	4
307	аналогии с	2	4
308	что же	4	4
309	же как	8	4
310	что с	5	4
311	не на	2	4
312	к числу	3	4
313	из самых	2	4
314	например в	5	4
315	в основе	13	4
316	в состоянии	4	4
317	одна из	5	4
318	из этого	5	4
319	одно из	2	4
320	то и	2	4
321	стороны и	3	4
322	был бы	6	4
323	него в	2	4
324	и их	4	4
325	у нас	4	4
326	времени и	2	4
327	и другие	5	4
328	такой же	9	4
329	нас в	2	4
330	именно потому	3	4
331	том чтобы	9	4
332	далеко не	7	4
333	должна была	3	4
334	каждой из	3	4
335	их в	4	4
336	что мы	9	4
337	в той	2	4
338	что эта	4	4
339	большей частью	3	4
340	этой области	4	4
341	из которой	2	4
342	в себя	3	4
343	чем же	2	4
344	если мы	21	3
345	и потому	2	3
346	не могут	6	3
347	указывает на	6	3
348	действия и	4	3
349	от него	2	3
350	в одной	3	3
351	вплоть до	3	3
352	приходит к	5	3
353	с той	2	3
354	как к	2	3
355	для себя	2	3
356	и таким	4	3
357	должен быть	2	3
358	его творчество	2	3
359	что именно	4	3
360	на все	6	3
361	а как	2	3
362	казалось бы	4	3
363	том же	4	3
364	только на	7	3
365	такое же	3	3
366	представления о	2	3
367	а с	2	3
368	мы в	3	3
369	для понимания	2	3
370	она не	6	3
371	к этой	2	3
372	он говорит	4	3
373	он в	2	3
374	его и	4	3
375	состоит в	5	3
376	людей и	2	3
377	только при	4	3
378	с новой	2	3
379	по этому	3	3
380	с ними	2	3
381	и когда	5	3
382	о ней	4	3
383	интерес к	2	3
384	только как	3	3
385	мы видели	2	3
386	человека не	3	3
387	если она	2	3
388	ли это	3	3
389	его с	3	3
390	ее на	2	3
391	это в	4	3
392	исходя из	4	3
393	конечном счете	6	3
394	и уже	2	3
395	мы находим	2	3
396	стало быть	3	3
397	совершенно не	7	3
398	и из	7	3
399	жизнь и	3	3
400	и более	3	3
401	более или	3	3
402	в самой	2	3
403	какой мере	3	3
404	если это	2	3
405	будто бы	2	3
406	ни у	2	3
407	по себе	21	3
408	относится к	4	3
409	в таком	5	3
410	и есть	5	3
411	как на	6	3
412	не найдем	2	3
413	во всем	5	3
414	не к	2	3
415	один и	2	3
416	этих двух	4	3
417	образом и	4	2
418	в каком	3	2
419	она должна	2	2
420	к одному	5	2
421	тем самым	2	2
422	те же	9	2
423	каким образом	3	2
424	очевидно что	7	2
425	таким путем	6	2
426	как можно	3	2
427	показывают что	2	2
428	означает что	2	2
429	и следовательно	4	2
430	в согласии	3	2
431	случае в	3	2
432	одному и	2	2
433	человека и	3	2
434	чем к	2	2
435	не как	3	2
436	в конечном	6	2
437	что здесь	2	2
438	которых мы	4	2
439	остановиться на	2	2
440	никак не	7	2
441	к более	2	2
442	слов в	2	2
443	теми же	2	2
444	всех остальных	3	2
445	не могли	4	2
446	к выводу	2	2
447	это только	4	2
448	от себя	4	2
449	именно к	2	2
450	в новой	2	2
451	у них	2	2
452	и при	3	2
453	нас не	2	2
454	мере в	2	2
455	что даже	3	2
456	и очень	2	2
457	того что	15	2
458	со всеми	5	2
459	философии и	2	2
460	о нем	2	2
461	только потому	2	2
462	что все	10	2
463	в общем	2	2
464	гораздо более	2	2
465	стиха и	2	2
466	или его	3	2
467	была бы	2	2
468	зависимости от	7	2
469	указывают на	2	2
470	ту же	6	2
471	в стихе	9	2
472	что тот	3	2
473	лучше всего	2	2
474	этой точки	7	2
475	и те	5	2
476	полагают что	4	2
477	в известном	2	2
478	же что	2	2
479	в основу	3	2
480	точно так	6	2
481	живет в	2	2
482	совсем не	3	2
483	содержания и	3	2
484	в полном	3	2
485	мы видим	8	2
486	в зависимости	6	2
487	на самые	2	2
488	и до	2	2
489	все эти	7	2
490	и дальше	3	2
491	себя и	3	2
492	почти всегда	3	2
493	и может	3	2
494	под влиянием	4	2
495	должна быть	3	2
496	что эти	3	2
497	для анализа	2	2
498	бы и	5	2
499	чем это	2	2
500	имеет в	3	2
501	лиц и	3	2
502	то в	2	2
503	как например	2	2
504	с другими	2	2
505	намек на	2	2
506	при таком	5	2
507	но это	3	2
508	в собственном	4	2
509	и так	7	2
510	только с	2	2
511	этих слов	2	2
512	то чтобы	4	2
513	все больше	2	2
514	с ее	3	2
515	как не	2	2
516	себе не	4	2
517	зрения на	2	2
518	представлений в	2	2
519	с двумя	2	2
520	которой мы	2	2
521	не означает	2	2
522	отношении к	3	2
523	как только	3	2
524	формы и	11	2
525	на эти	2	2
526	почти все	3	2
527	что только	3	2
528	в жизни	5	2
529	чтобы понять	4	2
530	его жизни	3	2
531	из отдельных	2	2
532	иначе как	3	2
533	в самых	3	2
534	отношений и	2	2
535	этот вопрос	2	2
536	его к	2	2
537	подобно тому	7	2
538	что речь	2	2
539	принадлежат к	4	2
540	от всех	3	2
541	не будет	4	2
542	точек зрения	3	2
543	на нем	2	2
544	в смысле	3	2
545	поскольку он	2	2
546	внимание что	2	2
547	найти в	2	2
548	вещей и	2	2
549	я думаю	2	2
550	указывает что	4	2
551	этом смысле	3	2
552	как она	4	2
553	тому как	10	2
554	не знаем	2	2
555	в объяснении	2	2
556	начинает с	3	2
557	которой он	2	2
558	к жизни	2	2
559	даже для	2	2
560	сводится к	3	2
561	говорит о	4	2
562	бы ни	2	2
563	на примере	5	2
564	есть для	2	2
565	основе своей	2	2
566	и только	5	2
567	же и	2	2
568	если же	3	2
569	и всякий	2	2
570	без всякого	2	2
571	согласии с	5	2
