N	2gram	Tiupa_Teor	Myshleni
316	еще и	2	6
317	между которыми	3	6
318	как к	5	6
319	из которого	3	6
320	единое целое	2	6
321	дело в	2	6
322	и о	5	6
323	что может	2	6
324	всей своей	2	6
325	к чему	2	6
326	имеем дело	2	6
327	из тех	2	5
328	и состоит	2	5
329	всей его	2	5
330	от всех	2	5
331	в контексте	3	5
332	у одного	2	5
333	себя в	7	5
334	в противоположность	3	5
335	ведет к	2	5
336	это отношение	3	5
337	говоря о	3	5
338	роли в	5	5
339	человека к	3	5
340	никто не	3	5
341	оказывается в	3	5
342	на две	3	5
343	может служить	2	5
344	значительной степени	2	5
345	дело не	2	5
346	человека с	3	5
347	не просто	2	5
348	в форме	4	5
349	и вот	3	4
350	к более	2	4
351	однако в	7	4
352	из виду	2	4
353	к области	3	4
354	строго говоря	2	4
355	вступает в	2	4
356	совершенно иной	2	4
357	способность к	2	4
358	в одно	2	4
359	бы то	2	4
360	ни было	2	4
361	может оказаться	2	4
362	а именно	3	4
363	себя и	2	4
364	того или	6	4
365	языка на	2	4
366	превращается в	2	4
367	в роли	3	4
368	деятельности в	5	4
369	в следующей	2	4
370	имеет дело	2	4
371	как будто	2	4
372	направленной на	3	4
373	была бы	3	4
374	известной степени	3	4
375	здесь не	2	4
376	о его	2	4
377	и одновременно	5	4
378	одно слово	2	4
379	языка в	4	4
380	это делает	2	3
381	а и	5	3
382	не входит	2	3
383	с чем	2	3
384	к своему	2	3
385	могут служить	2	3
386	ту или	2	3
387	к нам	2	3
388	тех или	3	3
389	до известной	2	3
390	вопрос что	2	3
391	соответствии с	2	3
392	говорит и	3	3
393	тогда как	18	3
394	он оказывается	2	3
395	но напротив	2	3
396	на фоне	2	3
397	в порядке	3	3
398	мы легко	2	3
399	он и	2	3
400	двоякого рода	2	3
401	в соответствии	3	3
402	в структуре	2	3
403	может и	2	3
404	а для	2	3
405	зрения и	2	3
406	самим собой	4	3
407	к нашему	2	3
408	что отличает	2	3
409	внутренней и	2	3
410	далеко не	4	3
411	или иных	3	3
412	имеем в	3	3
413	сводится к	12	3
414	знания о	2	3
415	при котором	2	3
416	для меня	2	3
417	в глаза	2	3
418	что каждый	2	3
419	своей внутренней	2	3
420	и наоборот	2	3
421	или иного	6	3
422	могла бы	2	3
423	говорит в	2	3
424	для понимания	2	3
425	то ни	2	3
426	при наличии	2	3
427	сути дела	3	3
428	или иначе	6	3
429	в единое	3	3
430	в большинстве	2	3
431	же время	8	3
432	только о	2	3
433	мира и	4	3
434	и внешней	3	3
435	в воображении	4	2
436	опыта к	2	2
437	своей жизни	2	2
438	все прочие	3	2
439	без исключения	4	2
440	о своем	2	2
441	силу своей	4	2
442	ни к	3	2
443	жить и	2	2
444	есть как	2	2
445	к числу	2	2
446	анна каренина	3	2
447	в присутствии	2	2
448	в художественной	3	2
449	окружающей его	2	2
450	значении этого	4	2
451	по сути	5	2
452	не всегда	2	2
453	на свою	2	2
454	в состав	6	2
455	не предполагает	5	2
456	нашего внутреннего	2	2
457	особого рода	7	2
458	каждая из	2	2
459	вследствие этого	2	2
460	не следует	4	2
461	в мире	26	2
462	автора и	2	2
463	при всем	2	2
464	во времени	4	2
465	художественное произведение	3	2
466	тот или	3	2
467	в иной	3	2
468	могло быть	2	2
469	не будет	3	2
470	тем или	2	2
471	делает его	2	2
472	во внешнем	2	2
473	что сама	2	2
474	или иную	2	2
475	личности и	4	2
476	в сторону	3	2
477	на второй	2	2
478	это может	2	2
479	как совокупность	3	2
480	в принципе	7	2
481	мыслится как	5	2
482	процесс превращения	2	2
483	тем в	2	2
484	на себя	2	2
485	с языком	3	2
486	потребности и	2	2
487	но она	2	2
488	внешнего мира	2	2
489	рода и	2	2
490	личности в	4	2
491	никем не	2	2
492	знаков в	2	2
493	в акте	3	2
494	или иным	4	2
495	жизни а	2	2
496	и возможность	2	2
497	данный момент	2	2
498	могут оказаться	2	2
