N	2gram	Vinokur_Ku	formyVre
250	в другом	2	4
251	которых мы	2	4
252	не был	2	4
253	и при	3	4
254	что он	7	4
255	и о	3	4
256	как у	2	4
257	в одно	2	4
258	о которых	2	4
259	бы на	4	4
260	к вопросу	4	4
261	вопросу о	4	4
262	мы наблюдаем	2	4
263	и было	3	4
264	большую роль	2	4
265	в чем	2	4
266	что не	10	4
267	другой стороны	12	4
268	на его	3	4
269	у достоевского	2	4
270	для них	2	4
271	языка и	16	4
272	своей собственной	3	4
273	в данном	8	4
274	тем более	2	4
275	только что	2	4
276	в последнем	2	4
277	и вот	4	4
278	у нас	19	4
279	все равно	4	4
280	себе и	3	4
281	лишь как	3	4
282	же и	4	4
283	и более	3	4
284	связан с	2	4
285	этом случае	4	4
286	в своих	2	4
287	с большой	2	4
288	несмотря на	6	4
289	всяком случае	8	4
290	к жизни	2	4
291	это и	6	4
292	а следовательно	2	4
293	в нашем	8	4
294	и становится	3	4
295	часто и	2	4
296	чем в	3	4
297	еще и	7	3
298	все более	2	3
299	вопрос о	11	3
300	отношений в	3	3
301	в соответствии	6	3
302	как можно	2	3
303	которые в	2	3
304	его к	5	3
305	том как	3	3
306	в тех	4	3
307	а на	3	3
308	узком смысле	2	3
309	и эти	3	3
310	всякого рода	2	3
311	точку зрения	2	3
312	как это	6	3
313	почти всегда	3	3
314	по сравнению	3	3
315	тому что	3	3
316	к настоящему	2	3
317	но оно	2	3
318	жизнь в	2	3
319	в более	2	3
320	что на	2	3
321	но это	4	3
322	в прямом	2	3
323	не столько	2	3
324	же как	3	3
325	в зависимости	7	3
326	сюда же	3	3
327	на этом	4	3
328	под влиянием	3	3
329	здесь только	2	3
330	очень часто	2	3
331	нет в	2	3
332	бы в	8	3
333	и еще	4	3
334	бы и	6	3
335	дело в	2	3
336	только к	2	3
337	это было	2	3
338	по мере	3	3
339	борьбы с	2	3
340	в таких	7	3
341	и здесь	8	3
342	целый ряд	8	3
343	зависимости от	9	3
344	мы увидим	3	3
345	в первый	2	3
346	совершенно не	4	3
347	как на	4	3
348	но только	5	3
349	сами по	2	3
350	можно говорить	4	3
351	можно сказать	6	3
352	на почве	2	3
353	если мы	5	3
354	в свою	4	3
355	литературе и	2	3
356	в день	2	3
357	выражение в	4	3
358	если не	4	3
359	главным образом	3	3
360	что мы	6	3
361	внимание на	5	3
362	находится в	2	3
363	мы в	3	3
364	и есть	3	3
365	в плоскости	2	3
366	в слове	3	3
367	однако не	9	3
368	без всякого	2	3
369	не мог	2	3
370	тем же	2	3
371	мы также	2	2
372	данном случае	2	2
373	в каком	6	2
374	в область	2	2
375	что их	2	2
376	или даже	2	2
377	идет о	3	2
378	действия и	2	2
379	на себя	3	2
380	если в	2	2
381	в духе	3	2
382	в каждом	3	2
383	свою очередь	4	2
384	смысла и	2	2
385	между прочим	4	2
386	язык в	7	2
387	должен быть	8	2
388	разумеется не	5	2
389	каждом из	2	2
390	которой и	2	2
391	как история	2	2
392	самом деле	17	2
393	слова но	3	2
394	п в	3	2
395	что даже	2	2
396	в искусстве	2	2
397	образом в	3	2
398	может иметь	3	2
399	в буквальном	2	2
400	как я	2	2
401	в стороне	2	2
402	а только	10	2
403	выход из	2	2
404	была бы	5	2
405	ряду с	2	2
406	во втором	2	2
407	в русском	14	2
408	в узком	3	2
409	внутренняя форма	2	2
410	но как	2	2
411	и против	2	2
412	мы скажем	2	2
413	такие же	2	2
414	переходит в	2	2
415	говорить и	2	2
416	и пр	23	2
417	на более	3	2
418	и дело	2	2
419	было в	2	2
420	этого рода	6	2
421	до того	2	2
422	из одного	3	2
423	этого слова	8	2
424	должны быть	4	2
425	как то	2	2
426	с их	3	2
427	мы видели	3	2
428	когда мы	3	2
429	то и	4	2
430	и тогда	4	2
431	но дело	2	2
432	указать на	5	2
433	о котором	4	2
434	самом широком	2	2
435	отличается от	2	2
436	речи в	7	2
437	лишает их	2	2
438	сколько угодно	2	2
439	себя самого	2	2
440	и может	3	2
441	иной раз	2	2
442	язык для	2	2
443	как они	2	2
444	в собственно	2	2
445	для нас	6	2
446	между собою	3	2
447	смысл и	5	2
448	к своему	2	2
449	но если	2	2
450	должна быть	6	2
451	и должно	2	2
452	этот не	2	2
453	но уже	6	2
454	что у	3	2
455	как с	2	2
456	значения в	2	2
457	этот вопрос	7	2
458	но для	4	2
459	п все	2	2
460	соответствии с	5	2
461	мы говорим	4	2
462	как таковой	2	2
463	где нет	2	2
464	тогда когда	7	2
465	здесь совершенно	2	2
466	языка к	2	2
467	во многом	2	2
468	форм в	2	2
469	я не	5	2
470	разумеется что	2	2
471	нашего анализа	2	2
472	говорить о	5	2
473	как только	2	2
474	в языке	16	2
475	только о	3	2
476	тому же	2	2
477	новый тип	2	2
478	целом и	2	2
479	представление о	3	2
480	и сами	2	2
481	ясно что	7	2
