N	2gram	Vinokur_Vv	Formalny
312	подобно тому	2	4
313	и история	4	4
314	каждой из	6	4
315	слова как	2	4
316	что такое	12	4
317	зависит от	3	4
318	или иначе	4	4
319	этот вопрос	7	4
320	исторической действительности	2	4
321	мы говорим	3	4
322	об искусстве	4	4
323	материалом и	2	4
324	и историю	2	4
325	направление в	3	4
326	историк литературы	3	3
327	каждый из	2	3
328	или иной	3	3
329	для нее	2	3
330	в каком	3	3
331	что уже	3	3
332	есть только	2	3
333	с чисто	3	3
334	это понятие	2	3
335	этой работы	3	3
336	это только	4	3
337	и при	2	3
338	так что	5	3
339	том смысле	2	3
340	проблемы и	2	3
341	из истории	2	3
342	но как	2	3
343	материал для	3	3
344	в в	3	3
345	так или	4	3
346	она была	2	3
347	в чисто	4	3
348	состоит в	2	3
349	ни одна	2	3
350	в различных	5	3
351	широком смысле	8	3
352	этого термина	3	3
353	же касается	2	3
354	и совершенно	2	3
355	смысле слова	7	3
356	нуждается в	3	3
357	и заключается	4	3
358	к своему	2	3
359	в качестве	8	3
360	е в	4	3
361	как совокупность	2	3
362	вряд ли	3	3
363	можно только	2	3
364	время не	2	3
365	лежит в	2	3
366	тем более	2	3
367	дело в	5	3
368	дело с	9	3
369	во второй	3	3
370	но уже	2	3
371	во всем	2	3
372	исследования и	3	3
373	находятся в	2	3
374	язык в	3	3
375	в чем	4	3
376	в известной	3	3
377	в форме	2	3
378	от характера	4	3
379	и из	2	3
380	не с	3	3
381	на нее	3	3
382	том чтобы	6	3
383	вообще не	3	3
384	на то	2	3
385	если это	2	3
386	уже знаем	2	3
387	строгом смысле	3	3
388	в которых	6	3
389	целое и	2	3
390	в одном	4	3
391	а именно	6	3
392	но что	3	3
393	приходим к	5	3
394	и обратно	4	3
395	внимание на	5	3
396	с их	5	3
397	не просто	5	3
398	же самое	3	3
399	в работе	3	3
400	и именно	13	3
401	что собственно	3	3
402	возникает вопрос	2	2
403	и историческими	2	2
404	с системой	2	2
405	в каждой	2	2
406	из того	2	2
407	той мере	6	2
408	и сама	2	2
409	о чем	4	2
410	по тем	2	2
411	в тех	2	2
412	по истории	2	2
413	ними и	2	2
414	или нет	2	2
415	в другом	3	2
416	языка или	2	2
417	материал который	2	2
418	науку о	2	2
419	с историей	3	2
420	есть не	5	2
421	то она	2	2
422	вообще в	2	2
423	не могли	2	2
424	sui generis	3	2
425	что если	2	2
426	в виде	4	2
427	при помощи	3	2
428	этой науки	3	2
429	одной и	2	2
430	этого понятия	5	2
431	а с	2	2
432	своей целью	2	2
433	на языке	2	2
434	только с	4	2
435	мере в	6	2
436	это уже	2	2
437	или ином	2	2
438	в более	4	2
439	а если	2	2
440	с наукой	2	2
441	или вообще	5	2
442	и без	2	2
443	и каковы	2	2
444	мы имеем	4	2
445	не говоря	2	2
446	этой точки	2	2
447	не совпадает	2	2
448	однако в	3	2
449	по этому	3	2
450	том или	2	2
451	языка но	2	2
452	есть еще	3	2
453	в создании	2	2
454	в силу	3	2
455	с теми	2	2
456	тем или	2	2
457	и теми	3	2
458	заключается в	4	2
459	говоря уже	2	2
460	этом случае	6	2
461	из его	2	2
462	его прямой	2	2
463	в практическом	2	2
464	особого рода	4	2
465	одно и	2	2
466	языке и	4	2
467	в строгом	3	2
468	же это	2	2
469	это в	2	2
470	в собственном	3	2
471	можно было	8	2
472	что она	3	2
473	себя в	2	2
474	дело не	5	2
475	это понимание	2	2
476	в этот	2	2
477	той или	3	2
478	таким путем	2	2
479	и развития	2	2
480	в германии	3	2
481	языка на	2	2
482	и вот	3	2
483	времени и	4	2
484	ни к	2	2
485	здесь все	3	2
486	свое выражение	3	2
487	так называемые	2	2
488	все равно	2	2
489	только так	2	2
490	ко времени	2	2
491	на этот	6	2
492	работы в	3	2
493	чтобы понять	4	2
494	ни с	2	2
495	и так	2	2
496	а отсюда	2	2
497	целом ряде	2	2
498	языка с	2	2
499	в принципе	3	2
500	как увидим	2	2
501	на тему	2	2
502	или иных	3	2
503	собственном смысле	3	2
504	языка не	2	2
505	свое значение	2	2
506	по возможности	3	2
507	выражение в	2	2
508	этих двух	2	2
509	ее от	2	2
510	что мы	2	2
511	чтобы он	2	2
512	несмотря на	2	2
513	тех или	3	2
514	в ряду	2	2
515	смысле и	2	2
516	к какому	2	2
517	и того	3	2
518	иной раз	2	2
519	говорит о	3	2
520	науки а	4	2
521	из него	2	2
522	и есть	3	2
523	самое же	2	2
524	но с	5	2
525	как следует	2	2
526	исторического изучения	2	2
527	понятия в	2	2
528	чем в	3	2
