N	2gram	Tiupa_Anal	Problemy
203	слова как	2	6
204	в этой	10	6
205	на почве	3	6
206	я в	15	6
207	в своих	3	6
208	на этом	2	6
209	и внутренне	2	6
210	жизни и	2	6
211	в основе	2	6
212	на фоне	4	6
213	не мог	4	6
214	отношения к	6	6
215	но с	3	6
216	и то	2	5
217	или иной	9	5
218	крайней мере	5	5
219	с таким	5	5
220	к которому	2	5
221	со всеми	2	5
222	по своему	3	5
223	с тем	2	5
224	они не	2	5
225	в общем	4	5
226	того же	7	5
227	на себя	5	5
228	в чем	2	5
229	однако в	6	5
230	один из	6	5
231	мы не	4	5
232	и самого	7	5
233	той или	6	5
234	в ее	5	5
235	те же	3	5
236	его как	3	5
237	в глаза	2	5
238	то есть	15	5
239	совершенно не	3	5
240	где он	2	5
241	по крайней	5	5
242	человека с	2	5
243	подобно тому	4	5
244	тому же	7	5
245	о своей	2	5
246	именно в	4	5
247	когда он	2	5
248	тому как	3	5
249	сам по	2	5
250	я и	6	5
251	в ней	2	5
252	вместе с	3	5
253	тем не	3	4
254	при всей	2	4
255	и прежде	2	4
256	которого он	2	4
257	в одно	2	4
258	из которых	2	4
259	каждый из	2	4
260	ли я	2	4
261	в эту	2	4
262	художественном мире	2	4
263	в точке	2	4
264	в сторону	2	4
265	и без	3	4
266	здесь в	2	4
267	он был	3	4
268	в первом	2	4
269	в чужом	2	4
270	без исключения	3	4
271	в первой	10	4
272	к миру	2	4
273	совпадает с	4	4
274	герой не	3	4
275	как нам	6	4
276	то в	4	4
277	на два	2	4
278	в литературе	3	4
279	о своем	4	4
280	это было	2	4
281	его собственных	2	4
282	с ее	3	4
283	его за	2	4
284	об этом	3	4
285	этом отношении	3	4
286	жизнь и	3	4
287	поэтому в	2	4
288	все что	2	4
289	к третьему	2	4
290	и если	2	4
291	оно не	2	4
292	не есть	6	4
293	а лишь	2	4
294	со своим	2	4
295	личности в	5	4
296	момент его	2	4
297	таким же	4	4
298	данном случае	11	3
299	не для	2	3
300	или к	2	3
301	вступает в	5	3
302	о чем	5	3
303	человека и	2	3
304	на которой	2	3
305	по своей	5	3
306	к чему	2	3
307	внутренний голос	2	3
308	своего рода	17	3
309	ко второму	4	3
310	его речи	2	3
311	могли бы	2	3
312	может служить	2	3
313	так в	4	3
314	что на	3	3
315	с героем	2	3
316	нуждается в	2	3
317	а затем	2	3
318	и по	3	3
319	же в	5	3
320	двуголосого слова	3	3
321	можно сказать	5	3
322	отсюда и	2	3
323	ее в	2	3
324	одной из	6	3
325	того или	6	3
326	в данном	12	3
327	из этих	4	3
328	говорить о	6	3
329	дело в	3	3
330	мог бы	3	3
331	по преимуществу	3	3
332	значение в	2	3
333	который не	2	3
334	все они	2	3
335	не является	5	3
336	но они	2	3
337	мы можем	2	3
338	не с	3	3
339	есть в	2	3
340	все еще	2	3
341	жизнь в	2	3
342	и одновременно	6	3
343	внешнего мира	3	3
344	только не	3	3
345	автор как	2	3
346	сводится к	5	3
347	говорит о	3	3
348	в таком	2	3
349	нового времени	4	3
350	однако не	2	3
351	еще и	4	2
352	указывает на	3	2
353	а и	4	2
354	а вот	3	2
355	одну из	3	2
356	в ответ	2	2
357	одного и	4	2
358	к этому	3	2
359	самой этой	2	2
360	за исключением	2	2
361	ему и	2	2
362	видеть в	2	2
363	не всегда	4	2
364	от своего	3	2
365	здесь как	2	2
366	свою очередь	7	2
367	и был	2	2
368	из уст	2	2
369	своей жизни	2	2
370	одно из	3	2
371	в особенности	4	2
372	не так	2	2
373	и тех	2	2
374	словами самого	2	2
375	для своего	3	2
376	в контексте	3	2
377	повесть о	3	2
378	по природе	3	2
379	которая в	2	2
380	характер в	2	2
381	ответ на	3	2
382	не могла	2	2
383	в значительной	3	2
384	не позволяет	2	2
385	этих двух	2	2
386	отнюдь не	7	2
387	с нею	2	2
388	тем или	2	2
389	произведения в	4	2
390	слове о	2	2
391	известной степени	3	2
392	на языке	3	2
393	в противоположность	3	2
394	что позволяет	3	2
395	к его	2	2
396	произведения не	2	2
397	в рамках	10	2
398	значимость и	2	2
399	значительной степени	3	2
400	я уже	2	2
401	бы быть	2	2
402	во второй	8	2
403	но лишь	2	2
404	при условии	2	2
405	я с	7	2
406	или точнее	2	2
407	в качестве	22	2
408	и каждое	2	2
409	не столько	4	2
410	с одной	3	2
411	на пути	2	2
412	сюжета и	2	2
413	и является	3	2
414	не случайно	13	2
415	за пределами	2	2
416	от всех	2	2
417	в нашем	4	2
418	столь же	7	2
419	второго порядка	2	2
420	представляется нам	2	2
421	пока еще	3	2
422	и следует	2	2
423	литературных произведений	3	2
424	в свою	9	2
425	главного героя	2	2
426	произведения и	2	2
427	ты не	2	2
428	на первом	2	2
429	роль в	5	2
430	перед ним	2	2
431	здесь и	3	2
432	и того	4	2
433	своего героя	2	2
434	не следует	5	2
435	произведения как	4	2
436	дело здесь	4	2
437	данного произведения	2	2
438	один и	2	2
439	что касается	5	2
440	во втором	4	2
