N	2gram	Tiupa_Teor	Analitik
104	внутреннего зрения	11	13
105	в случае	2	13
106	он не	5	13
107	никогда не	4	12
108	и к	3	12
109	как это	10	12
110	в первой	6	12
111	еще не	6	12
112	в эпизоде	3	12
113	как в	5	12
114	внутренней речи	13	12
115	в конечном	6	12
116	сводится к	12	12
117	и сам	4	12
118	даже в	3	11
119	в свою	4	11
120	это не	4	11
121	во второй	7	11
122	по своей	8	11
123	в сочетании	2	11
124	художественная реальность	2	11
125	конечном счете	6	11
126	и как	3	11
127	не с	3	11
128	можно сказать	5	11
129	сочетании с	2	11
130	в той	2	11
131	имеем дело	2	11
132	не следует	4	11
133	в конце	2	10
134	в произведении	3	10
135	в миропорядке	8	10
136	на себя	2	10
137	однако в	7	10
138	один из	2	10
139	того или	6	10
140	и одновременно	5	10
141	подобно тому	3	10
142	с одной	3	10
143	перед лицом	2	10
144	именно в	3	10
145	со своей	4	10
146	совпадает с	4	10
147	здесь не	2	10
148	отношения к	4	10
149	субъектной организации	9	9
150	в своем	7	9
151	значении этого	4	9
152	уединенного сознания	4	9
153	того что	5	9
154	не столько	7	9
155	как уже	2	9
156	одной стороны	3	9
157	свою очередь	3	9
158	имеет место	3	9
159	особого рода	7	9
160	или иного	6	9
161	другой стороны	6	9
162	за пределы	2	9
163	во всех	3	9
164	только не	3	9
165	художественное целое	2	9
166	художественного восприятия	4	9
167	на фоне	2	9
168	автора и	2	9
169	в русской	6	9
170	вступает в	2	9
171	личности в	4	9
172	тому как	3	9
173	присутствия в	8	9
174	и того	4	9
175	говорить о	4	9
176	таким образом	3	9
177	вместе с	2	9
178	я с	5	8
179	перед нами	3	8
180	о чем	3	8
181	внутреннего я	6	8
182	лирического героя	4	8
183	роль в	3	8
184	в ходе	5	8
185	не всегда	2	8
186	что он	4	8
187	эстетический объект	4	8
188	одной из	2	8
189	в контексте	3	8
190	коммуникативное событие	2	8
191	воспринимающего сознания	5	8
192	художественности в	5	8
193	хотя и	4	8
194	человеческого я	3	8
195	в основе	6	8
196	между двумя	3	8
197	о его	2	8
198	уже говорилось	2	8
199	дело не	2	8
200	если бы	3	8
201	не является	5	8
202	времени и	2	8
203	он и	2	8
204	в сторону	3	8
205	с точки	3	8
206	во времени	4	7
207	в литературе	4	7
208	картины мира	3	7
209	в другом	4	7
210	как говорит	3	7
211	в соответствии	3	7
212	организации художественного	6	7
213	и тем	5	7
214	от себя	3	7
215	в году	2	7
216	художественной целостности	3	7
217	место в	7	7
218	являет собой	3	7
219	кадров внутреннего	7	7
220	в ее	6	7
221	модус художественности	6	7
222	все это	2	7
223	который в	2	7
224	в противоположность	3	7
225	по преимуществу	5	7
226	себя и	2	7
227	художественного произведения	5	7
228	несмотря на	2	7
229	как будто	2	7
230	субъекта и	4	7
231	художественного мира	4	7
232	героя и	6	7
233	и для	3	7
234	у него	2	7
235	и является	2	7
236	или иначе	6	7
237	и т.д	4	7
238	личности и	4	7
239	приводит к	6	7
240	в одном	3	7
241	таком случае	2	7
242	собственно говоря	2	7
243	времени в	2	7
244	в таком	3	7
245	в финале	3	7
246	жизни но	2	7
247	в нашем	4	7
248	текста но	2	7
249	креативная компетенция	4	6
250	его в	4	6
251	этого текста	2	6
252	для всех	2	6
253	если в	2	6
254	в силу	4	6
255	должен быть	2	6
256	роли в	5	6
257	казалось бы	2	6
258	от своего	2	6
259	объекта и	3	6
260	не знает	4	6
261	а напротив	2	6
262	в нем	7	6
263	самим собой	4	6
264	не будет	3	6
265	тем более	2	6
266	или в	3	6
267	модуса художественности	6	6
268	при всей	2	6
269	и состоит	2	6
270	и то	3	6
271	могла бы	2	6
272	то в	2	6
273	из этих	3	6
274	читателя в	4	6
275	в равной	3	6
276	превращается в	2	6
277	присутствия я	7	6
278	художественное произведение	3	6
279	эстетической деятельности	2	6
280	одного и	4	6
281	художественного высказывания	3	6
282	тем не	3	6
283	своей эстетической	3	6
284	вследствие этого	2	6
285	русской литературе	2	6
286	так или	5	6
287	есть в	3	6
288	восходит к	2	6
289	о себе	2	6
290	ключ к	2	6
291	однако при	3	6
292	на этом	2	6
293	из которых	2	6
294	соответствии с	2	6
295	вовсе не	3	6
296	как система	2	6
297	и потому	3	5
298	не могут	2	5
299	входит в	4	5
300	а и	5	5
301	лирическая героиня	5	5
302	но как	2	5
303	одну из	2	5
304	жизни в	2	5
305	внутренний хронотоп	2	5
306	знакового материала	4	5
307	для себя	3	5
308	а всего	3	5
309	на смену	7	5
310	самом деле	2	5
311	в романе	3	5
312	на вопрос	2	5
313	в искусстве	9	5
314	в аспекте	2	5
315	а с	3	5
316	может служить	2	5
317	говорит и	3	5
318	которая в	2	5
319	во втором	3	5
320	картина мира	6	5
321	а а	5	5
322	в художественном	5	5
323	в состав	6	5
324	произведении искусства	2	5
325	в них	2	5
326	может выступать	3	5
327	речь идет	2	5
328	а затем	2	5
329	и по	3	5
330	все эти	3	5
331	человека к	3	5
332	в притче	3	5
333	к числу	2	5
334	в первом	2	5
335	без исключения	4	5
336	принадлежит к	3	5
337	я не	2	5
338	и здесь	2	5
339	к его	3	5
340	с их	2	5
341	внешнего мира	2	5
342	с другими	6	5
343	по пути	4	5
344	текста как	4	5
345	я есть	5	5
346	с ее	4	5
347	и адресата	3	5
348	иного рода	3	5
349	мира в	3	5
350	в культуре	3	5
351	для того	5	5
352	в этих	4	5
353	художественную реальность	2	5
354	ведет к	2	5
355	ментального внутреннего	2	5
356	еще и	2	5
357	самим собою	2	5
358	за пределами	5	5
359	внутреннее я	2	5
360	ни в	5	5
361	в роли	3	5
362	художественный текст	4	5
363	в слове	4	5
364	и соответственно	2	5
365	в итоге	3	5
366	высказывания в	5	5
367	к жизни	2	5
368	коммуникативной стратегии	2	5
369	данного текста	3	5
370	и особенно	2	5
371	нового времени	3	5
372	в организации	3	5
373	ролевой границей	2	4
374	в отношении	4	4
375	однако с	2	4
376	и ее	4	4
377	в области	7	4
378	вслед за	3	4
379	системе ценностей	3	4
380	до известной	2	4
381	эстетического субъекта	2	4
382	отношение к	7	4
383	как к	5	4
384	и а	4	4
385	силу своей	4	4
386	одним из	3	4
387	в стихотворении	4	4
388	оказывается в	3	4
389	кто говорит	5	4
390	сверхличной заданности	2	4
391	внутритекстовых дискурсов	3	4
392	а именно	3	4
393	только на	2	4
394	литературных произведений	5	4
395	истории литературы	2	4
396	самом начале	2	4
397	была бы	3	4
398	известном смысле	2	4
399	с иными	2	4
400	свою жизнь	2	4
401	на две	3	4
402	и о	5	4
403	говоря и	2	4
404	к нему	2	4
405	и что	4	4
406	потому что	3	4
407	все прочие	3	4
408	так в	4	4
409	в чем	2	4
410	в известном	2	4
411	не предполагает	5	4
412	событийных границ	2	4
413	и рецептивная	2	4
414	равной степени	3	4
415	с ними	2	4
416	того чтобы	5	4
417	то ни	2	4
418	по мысли	3	4
419	известной степени	3	4
420	из виду	2	4
421	второй строфе	4	4
422	одного сознания	3	4
423	сказать что	4	4
424	по своему	4	4
425	герой не	3	4
426	другого я	2	4
427	значительной степени	2	4
428	не все	3	4
429	что она	2	4
430	в которой	3	4
431	о своем	2	4
432	граница личности	3	4
433	о литературе	3	4
434	композиционная форма	2	4
435	в присутствии	2	4
436	отличается от	2	4
437	об этом	2	4
438	не сводится	9	4
439	сама по	2	4
440	коммуникативным событием	2	4
441	модусы художественности	2	4
442	сознания в	2	4
443	в значительной	2	4
444	ни было	2	4
445	лирический герой	3	4
446	нашем случае	2	4
447	чем и	2	4
448	при наличии	2	4
449	своем составе	3	4
450	ее в	2	4
451	говоря словами	4	4
452	между ними	6	4
453	в акте	3	4
454	или иных	3	4
455	строго говоря	2	4
456	искусства в	5	4
457	как эстетической	4	4
458	аналогичным образом	4	4
459	жизни как	5	4
460	в диалоге	2	4
461	могли бы	2	4
462	этом смысле	3	4
463	произведения искусства	4	4
464	тех или	3	4
465	первой строфе	4	4
466	я во	2	4
467	высказывания и	2	4
468	или напротив	2	4
469	или даже	4	4
470	эстетическое переживание	2	4
471	о о	4	4
472	это и	2	4
473	во внешнем	2	4
474	основе своей	2	4
475	ясно говорит	2	4
476	первой части	2	4
477	на основе	2	4
478	полку игореве	2	3
479	только лишь	2	3
480	человеческой жизни	3	3
481	идет о	2	3
482	одного текста	2	3
483	его я	2	3
484	о жизни	2	3
485	явления музы	3	3
486	текста не	2	3
487	слова как	3	3
488	человека и	2	3
489	у и	2	3
490	включает в	2	3
491	случае это	2	3
492	лирического сюжета	3	3
493	милой гостьи	3	3
494	миропорядка и	3	3
495	говоря о	3	3
496	лирической ситуации	3	3
497	в лирике	3	3
498	в виду	5	3
499	стороны адресата	2	3
500	роль принадлежит	2	3
501	своей событийной	2	3
502	к своему	2	3
503	текст в	4	3
504	эстетического адресата	2	3
505	в момент	3	3
506	художественную целостность	2	3
507	с дудочкой	4	3
508	тем в	2	3
509	на котором	2	3
510	я героя	3	3
511	способ существования	2	3
512	в лирическом	2	3
513	рассказ о	2	3
514	и составляет	3	3
515	может и	2	3
516	в точке	3	3
517	речи и	4	3
518	для читателя	4	3
519	повесть о	2	3
520	нас самих	2	3
521	том числе	3	3
522	мира и	4	3
523	с позиций	4	3
524	однако все	2	3
525	частной жизни	2	3
526	всех без	3	3
527	личного самоопределения	2	3
528	войне и	2	3
529	между собой	3	3
530	эстетической природы	2	3
531	в строке	3	3
532	классического реализма	3	3
533	по бахтину	2	3
534	бенвенист ритм	3	3
535	эстетической реальности	2	3
536	к внутреннему	2	3
537	во внутренней	2	3
538	художественного письма	7	3
539	заключается в	2	3
540	в тарасе	2	3
541	связи с	3	3
542	в связи	3	3
543	что они	2	3
544	имени тебе	2	3
545	никто не	3	3
546	случае не	2	3
547	я как	2	3
548	и больше	2	3
549	в имени	2	3
550	художественное впечатление	3	3
551	о у	3	3
552	на языке	3	3
553	бы то	2	3
554	например в	3	3
555	не от	2	3
556	искусства слова	3	3
557	внимательно взглянула	4	3
558	жанровой традиции	2	3
559	авторской позиции	3	3
560	личности к	2	3
561	пушкина что	2	3
562	дело в	2	3
563	второй и	2	3
564	это было	2	3
565	форма авторства	2	3
566	это хронотоп	2	3
567	в войне	2	3
568	лирическое я	2	3
569	однако если	3	3
570	тот или	3	3
571	в жизни	3	3
572	с этой	3	3
573	в рассказе	2	3
574	ни к	3	3
575	в какой	2	3
576	ролевая граница	2	3
577	о полку	2	3
578	сказания или	3	3
579	при условии	2	3
580	человека с	3	3
581	оказывается объектом	2	3
582	и наоборот	2	3
583	на свою	2	3
584	на меня	3	3
585	тарасе бульбе	2	3
586	человеческого бытия	2	3
587	элегическое я	3	3
588	в единое	3	3
589	к смыслу	2	3
590	оно не	2	3
591	весьма существенно	2	3
592	следует признать	2	3
593	противном случае	2	3
594	к содержанию	3	3
595	на почве	5	3
596	мог бы	3	3
597	личности как	2	3
598	а для	2	3
599	в ритмическом	2	3
600	текста наиболее	2	3
601	в противном	2	3
602	слова в	4	3
603	словами гегеля	2	3
604	диалогическим углом	2	3
605	всякий раз	2	3
606	и внешней	3	3
607	этих двух	2	3
608	но он	4	3
609	ролевой границы	2	3
610	с легкой	2	2
611	способность к	2	2
612	висит на	3	2
613	я на	3	2
614	жанровая форма	2	2
615	к одному	2	2
616	в большинстве	2	2
617	стихотворении пушкина	2	2
618	между которыми	3	2
619	коммуникативных стратегий	3	2
620	риторический предел	2	2
621	как способу	2	2
622	слова не	2	2
623	так же	2	2
624	о и	2	2
625	формы высказывания	2	2
626	искусства как	2	2
627	вдохновения в	3	2
628	рамках которого	3	2
629	два эпизода	2	2
630	в иной	3	2
631	свободы но	2	2
632	общения людей	3	2
633	исторически наиболее	2	2
634	организации феноменов	2	2
635	ситуации рассказывания	2	2
636	и мире	2	2
637	рамках одного	2	2
638	к которому	3	2
639	и прежде	2	2
640	внешней заданности	2	2
641	позволяет говорить	2	2
642	текста по	2	2
643	внутренних границ	2	2
644	события в	2	2
645	по сути	5	2
646	мыслится как	5	2
647	собственного текста	2	2
648	к чему	2	2
649	поведение в	2	2
650	определенным образом	2	2
651	имеет в	2	2
652	пределах строки	2	2
653	высказывания как	2	2
654	этом что	2	2
655	в одно	2	2
656	причастности к	3	2
657	конструктивная роль	2	2
658	мире и	2	2
659	внутренний голос	2	2
660	своей жизни	2	2
661	и иных	2	2
662	лирического персонажа	2	2
663	его внешней	2	2
664	внешнему бытию	2	2
665	между внутренней	2	2
666	строки и	2	2
667	или менее	6	2
668	объектной детализации	2	2
669	легкой руки	2	2
670	к собственной	2	2
671	что может	2	2
672	вследствие этой	2	2
673	ритм манифестирован	2	2
674	эстетической доминантой	2	2
675	в исходном	2	2
676	его текст	3	2
677	следует подчеркнуть	3	2
678	тот кто	2	2
679	тому что	2	2
680	художественного содержания	2	2
681	зрения и	2	2
682	однако эта	2	2
683	соединении с	2	2
684	а только	4	2
685	данном контексте	2	2
686	или притчи	2	2
687	более или	6	2
688	из перечисленных	2	2
689	культуры в	3	2
690	например начальные	2	2
691	в анекдоте	2	2
692	без остатка	3	2
693	оказывается уже	2	2
694	своей внутренней	2	2
695	героя как	2	2
696	стихотворения муза	2	2
697	этой точки	2	2
698	становится самим	2	2
699	в поэзии	2	2
700	художественную значимость	2	2
701	с языком	3	2
702	и диктовала	2	2
703	или анекдота	2	2
704	мы по	2	2
705	это своего	2	2
706	речевого замысла	2	2
707	и др	3	2
708	стопного ямба	2	2
709	тем или	2	2
710	ни столь	2	2
711	для автора	2	2
712	внутреннюю свободу	2	2
713	своей природе	3	2
714	с художественной	3	2
715	произведений искусства	2	2
716	поэтической глоссализации	2	2
717	здесь мы	2	2
718	не принадлежат	2	2
719	как совокупность	3	2
720	во всей	3	2
721	композиционных форм	5	2
722	своего текста	2	2
723	объектной организацией	2	2
724	художественно значимым	2	2
725	для обозначения	2	2
726	хх века	4	2
727	чем это	2	2
728	коммуникативный статус	2	2
729	ценностей жизни	2	2
730	трех фундаментальных	2	2
731	одно и	2	2
732	он оказывается	2	2
733	не сами	2	2
734	своего другого	2	2
735	по слову	2	2
736	следует смешивать	3	2
737	к ядру	2	2
738	смешивать с	3	2
739	в кадры	2	2
740	у о	2	2
741	в художественной	3	2
742	звучит ритмическим	2	2
743	введено в	2	2
744	внежизненно-активной позиции	2	2
745	жизни оказывается	2	2
746	таких случаях	2	2
747	а на	3	2
748	либо от	2	2
749	ни был	2	2
750	уровни объектной	2	2
751	не обязательно	3	2
752	данту диктовала	3	2
753	ни для	2	2
754	литературной нормы	2	2
755	рода и	2	2
756	внутренней и	2	2
757	взглянула на	3	2
758	слове о	2	2
759	в глаза	2	2
760	ролевую границу	2	2
761	художественной культуры	9	2
762	в пространстве	2	2
763	гостьи с	2	2
764	внутреннего слуха	3	2
765	либо в	2	2
766	субъекту и	2	2
767	внешнем мире	2	2
768	языка на	2	2
769	внутреннего мира	2	2
770	полагал что	2	2
771	такого знания	2	2
772	ключевого слова	2	2
773	это делает	2	2
774	и вот	3	2
775	но от	2	2
776	это всеобъемлющая	2	2
777	в коем	2	2
778	у нас	2	2
779	от свободы	2	2
780	художественности и	4	2
781	любой своей	2	2
782	вокруг я	2	2
783	две строфы	2	2
784	к сообщаемому	2	2
785	от всех	2	2
786	е о	2	2
787	ролевой маски	2	2
788	радостей жизни	2	2
789	хоровое слово	2	2
790	литературы как	3	2
791	текст и	3	2
792	я музы	2	2
793	творческий акт	2	2
794	повествования а	2	2
795	в дискурсе	2	2
796	всей своей	2	2
797	текст как	3	2
798	в самой	2	2
799	жизненных ценностей	2	2
800	сверхсхемные ударения	2	2
801	личности со	3	2
802	в данный	2	2
803	сатирической художественности	2	2
804	феноменов ментального	2	2
805	оказывается шире	2	2
806	референтная компетенция	2	2
807	модусом художественности	2	2
808	их в	3	2
809	аллитерационная субструктура	2	2
810	диалога согласия	2	2
811	не вполне	2	2
812	эстетическая ситуация	3	2
813	принадлежит только	2	2
814	языка в	4	2
815	стих звучит	2	2
816	в мировой	2	2
817	и мира	2	2
818	коем случае	2	2
819	или иным	4	2
820	к субъективной	2	2
821	по два	2	2
822	внутренняя граница	2	2
823	ударного а	2	2
824	значения и	2	2
825	дома и	2	2
826	об искусстве	2	2
827	совокупность факторов	2	2
828	о в	2	2
829	автором и	2	2
830	подобных случаях	2	2
831	русской поэзии	2	2
832	ценностного центра	3	2
833	в литературной	2	2
834	единое целое	2	2
835	индивидуального речевого	2	2
836	субъект и	2	2
837	перед ним	2	2
838	на волоске	3	2
839	к другому	2	2
840	его эстетической	3	2
841	анна каренина	3	2
842	в стихе	2	2
843	данный момент	2	2
844	лично для	2	2
845	текста где	2	2
846	могут оказаться	2	2
847	относительно своей	2	2
848	обладают не	2	2
849	не просто	2	2
850	анаграмматическим субститутом	2	2
851	этой системе	2	2
852	своей роли	2	2
853	места для	2	2
854	в форме	4	2
855	лирическую героиню	2	2
856	злата стола	2	2
857	всех и	2	2
858	судьбы а	2	2
859	лирического я	3	2
860	художественности может	2	2
861	и неизбыточность	2	2
862	бытию других	2	2
863	лирическое стихотворение	2	2
864	жизни однако	3	2
865	художественного творчества	5	2
866	тем же	2	2
867	в системе	2	2
