N	2gram	Bakhtin_sl	KulturaY
325	о которых	2	4
326	остается в	5	4
327	еще раз	3	4
328	свой язык	4	4
329	в каждом	5	4
330	которых мы	3	4
331	а лишь	2	4
332	ответственность за	2	4
333	первом случае	2	4
334	в виде	4	4
335	с языком	4	4
336	точку зрения	6	4
337	связано с	3	4
338	характер и	2	4
339	прозаического стиля	2	4
340	и все	9	4
341	к нему	7	4
342	одного из	2	4
343	в узком	13	4
344	между ними	2	4
345	однако в	3	4
346	в известном	2	4
347	науки о	2	4
348	же как	2	4
349	почти всегда	3	4
350	на все	3	4
351	эти слова	4	4
352	то в	2	4
353	языка который	2	4
354	однако и	2	4
355	языка а	7	4
356	и по	3	4
357	языка так	3	4
358	мы увидим	2	4
359	в условиях	3	4
360	стилистика в	2	4
361	формы и	3	4
362	том и	2	4
363	отношения к	3	4
364	не должно	3	4
365	в смысле	7	4
366	связанные с	7	4
367	зрения на	9	4
368	выражение в	4	4
369	из них	3	4
370	в лучшем	3	4
371	данный момент	4	4
372	несколько слов	2	4
373	как только	4	4
374	именно на	3	4
375	но он	4	4
376	и становится	2	4
377	мы и	2	4
378	подчеркнуть что	2	4
379	следовательно и	4	3
380	слова но	2	3
381	и непосредственно	6	3
382	но мы	2	3
383	слова не	5	3
384	и следовательно	8	3
385	те или	4	3
386	и эти	2	3
387	а как	3	3
388	и другие	3	3
389	том же	4	3
390	в одно	2	3
391	с таким	3	3
392	и со	2	3
393	в романе	64	3
394	языковых форм	2	3
395	образом в	4	3
396	все время	4	3
397	его и	5	3
398	в него	9	3
399	в свете	3	3
400	из романа	2	3
401	лучшем случае	3	3
402	не приходится	2	3
403	в контексте	5	3
404	к ним	2	3
405	мы наблюдаем	2	3
406	в более	2	3
407	именно как	3	3
408	к слову	2	3
409	большинстве случаев	11	3
410	более того	5	3
411	но здесь	5	3
412	на них	2	3
413	от языка	3	3
414	на его	9	3
415	или меньшей	5	3
416	именно к	3	3
417	поэзии и	4	3
418	в собственном	2	3
419	и может	4	3
420	на котором	3	3
421	на материале	2	3
422	из одного	2	3
423	из самых	2	3
424	значение в	2	3
425	поэтическое слово	6	3
426	или иные	4	3
427	только и	3	3
428	но она	2	3
429	смысла и	6	3
430	меньшей степени	4	3
431	известном смысле	2	3
432	менее всего	3	3
433	то время	2	3
434	из своих	2	3
435	этого языка	3	3
436	в прямой	4	3
437	сама по	2	3
438	по своим	6	3
439	языковой системы	4	3
440	в других	4	3
441	одним из	5	3
442	как у	2	3
443	быть только	3	3
444	не могло	3	3
445	только с	3	3
446	над языком	2	3
447	языка с	2	3
448	для него	8	3
449	выходит за	3	3
450	поэтического слова	11	3
451	как сказано	4	3
452	на нем	2	3
453	он в	6	3
454	и следует	3	3
455	собственном смысле	2	3
456	в большинстве	16	3
457	жизнь в	2	3
458	ни были	3	3
459	большей или	5	3
460	языка то	4	3
461	на своем	5	3
462	эпохи и	2	3
463	в некоторых	3	3
464	или даже	5	3
465	лишь тогда	2	3
466	в противовес	2	3
467	на ту	2	3
468	со словом	4	3
469	без всякого	2	3
470	же слово	3	3
471	в системе	2	3
472	в широком	3	2
473	стиля и	7	2
474	исторической жизни	3	2
475	от него	5	2
476	в одной	2	2
477	система языка	2	2
478	его так	3	2
479	для всего	2	2
480	или поздно	2	2
481	такая же	2	2
482	на правах	2	2
483	конечно в	2	2
484	связанных с	4	2
485	и той	2	2
486	языке но	2	2
487	не был	2	2
488	у них	2	2
489	вместе со	2	2
490	одному из	2	2
491	например и	2	2
492	все слова	3	2
493	себе как	2	2
494	нашей темы	3	2
495	о формах	2	2
496	быть и	6	2
497	в основном	7	2
498	в определенных	2	2
499	эти категории	2	2
500	и язык	3	2
501	к своему	11	2
502	а вовсе	4	2
503	в английском	2	2
504	в атмосфере	2	2
505	от нас	2	2
506	нами в	3	2
507	связанная с	2	2
508	одной из	4	2
509	и др	17	2
510	в разных	3	2
511	и стилистических	3	2
512	роман в	4	2
513	с которыми	2	2
514	словом как	2	2
515	поэтического языка	4	2
516	узком смысле	13	2
517	стилистический смысл	2	2
518	ничего нового	2	2
519	языке и	3	2
520	он пользуется	3	2
521	и такой	2	2
522	не из	2	2
523	рано или	2	2
524	каждый данный	5	2
525	говорит и	2	2
526	далее в	2	2
527	как оно	3	2
528	и социальной	2	2
529	не могла	2	2
530	к такому	2	2
531	и те	3	2
532	когда она	2	2
533	них как	2	2
534	не умеет	2	2
535	поэтическом слове	3	2
536	для них	2	2
537	здесь в	6	2
538	его от	2	2
539	слова так	2	2
540	переходит в	3	2
541	жизни и	5	2
542	как слово	3	2
543	и до	2	2
544	и самый	2	2
545	всегда в	3	2
546	и стилистика	3	2
547	языка его	4	2
548	без исключения	2	2
549	моменты в	2	2
550	внутреннюю форму	3	2
551	слова на	3	2
552	с этими	3	2
553	не столь	2	2
554	одна из	6	2
555	укладывается в	2	2
556	быть также	2	2
557	на которые	3	2
558	синтаксиса и	2	2
559	как такового	3	2
560	самое слово	2	2
561	меньше чем	2	2
562	и иных	6	2
563	но эти	3	2
564	с другими	8	2
565	не выходит	3	2
566	языка если	2	2
567	х годов	2	2
568	лежит в	5	2
569	не исчерпывает	2	2
570	дело в	2	2
571	язык поэзии	2	2
572	его как	3	2
573	это было	2	2
574	бытовой речи	4	2
575	поэтому и	7	2
576	и там	6	2
577	данном языке	3	2
578	и слово	4	2
579	борьбы с	3	2
580	мы найдем	3	2
581	стиля в	2	2
582	дело с	4	2
583	речи является	2	2
584	и часто	7	2
585	которая не	3	2
586	свой предмет	3	2
587	речь но	3	2
588	между словом	5	2
589	эта установка	3	2
590	литературном языке	2	2
591	возможно и	3	2
592	не является	3	2
593	ни было	2	2
594	синтаксических форм	2	2
595	слова с	3	2
596	самого же	2	2
597	смысле в	4	2
598	от всякого	2	2
599	в каждый	5	2
600	в известной	3	2
601	отношении к	9	2
602	свое выражение	3	2
603	свой стилистический	3	2
604	наших дней	2	2
605	связи и	3	2
606	лингвистики и	3	2
607	время как	2	2
608	связан с	2	2
609	мы сказали	6	2
610	свой смысл	2	2
611	слово как	11	2
612	в самых	2	2
613	вообще не	4	2
614	подхода к	5	2
615	точек зрения	8	2
616	это отношение	2	2
617	как увидим	2	2
618	на почве	6	2
619	человек в	6	2
620	и вообще	2	2
621	словом в	8	2
622	а следовательно	2	2
623	речь и	3	2
624	своим языком	2	2
625	именно эта	2	2
626	художественной прозы	5	2
627	где нет	2	2
628	и одновременно	2	2
629	не язык	2	2
630	не знаем	3	2
631	и стилистические	2	2
632	в быту	5	2
633	последнего времени	2	2
634	языком а	2	2
635	друг другу	2	2
636	во всем	3	2
637	в себя	3	2
638	но оно	5	2
639	слов о	4	2
640	момент в	2	2
641	дано в	2	2
642	связана с	2	2
643	формах и	3	2
644	почву для	2	2
645	и остается	3	2
646	языке в	3	2
647	тем и	3	2
648	как с	2	2
649	этих случаях	2	2
