N	2gram	Bakhtin_Fr	VeschiIm
266	точку зрения	2	2
267	но самое	2	2
268	его от	2	2
269	как чисто	2	2
270	одно из	7	2
271	на этой	5	2
272	это уже	4	2
273	с другом	2	2
274	уже в	5	2
275	становится на	2	2
276	форме и	2	2
277	так в	4	2
278	нет ничего	3	2
279	всяком случае	2	2
280	и та	2	2
281	а затем	4	2
282	связи с	5	2
283	нужно сказать	7	2
284	в связи	2	2
285	не на	2	2
286	в применении	3	2
287	тексты и	4	2
288	мы сказали	2	2
289	в состоянии	3	2
290	истории и	2	2
291	затем и	2	2
292	здесь не	3	2
293	в начале	4	2
294	всем что	2	2
295	к этому	2	2
296	с ней	2	2
297	по преимуществу	3	2
298	это было	2	2
299	поэтому и	5	2
300	знает и	2	2
301	друг с	2	2
302	же она	2	2
303	этом отношении	5	2
304	говорили что	3	2
305	и другие	10	2
306	раз в	4	2
307	себе и	2	2
308	но они	4	2
309	жизнь и	3	2
310	почти все	3	2
311	она была	6	2
312	связан с	5	2
313	из наиболее	2	2
314	и так	2	2
315	конечно и	4	2
316	далеко не	6	2
317	можно говорить	3	2
318	поэтому в	3	2
319	именно в	6	2
320	не вполне	3	2
321	и мира	2	2
322	и к	7	2
323	но для	3	2
324	приводит к	2	2
325	но на	3	2
326	о которых	2	2
327	в более	4	2
328	образом на	2	2
329	он и	3	2
330	для нас	5	2
331	это можно	2	2
332	и на	25	2
333	есть его	2	2
334	раз и	2	2
335	конечно не	2	2
336	есть для	2	2
337	во всем	5	2
338	но с	2	2
339	очень хорошо	2	2
340	учение о	2	2
341	с его	9	2
342	основе своей	2	2
