N	2gram	Propp_Isto	FransuaR
190	на них	2	14
191	так в	7	13
192	как он	5	13
193	отличие от	3	13
194	на этой	2	13
195	это было	2	13
196	в других	3	13
197	здесь нет	2	13
198	или в	6	13
199	с этим	5	13
200	бы в	2	13
201	в жизни	2	13
202	и есть	5	13
203	в книге	4	13
204	не на	2	13
205	в одной	3	13
206	в основном	4	13
207	только на	2	13
208	одной стороны	7	13
209	не знает	7	13
210	подчеркнуть что	2	13
211	в новой	2	12
212	из всех	2	12
213	этот момент	3	12
214	только для	3	12
215	не могут	3	12
216	смерти и	7	12
217	право на	5	12
218	во всей	2	12
219	другом месте	2	12
220	в пределах	4	12
221	и ее	3	12
222	по своей	2	12
223	главным образом	2	12
224	он в	5	12
225	о нем	5	12
226	другой стороны	7	12
227	об этом	11	12
228	так например	7	11
229	и более	3	11
230	из этого	3	11
231	того как	6	11
232	уже не	3	11
233	и что	14	11
234	в системе	2	11
235	другими словами	8	11
236	на эту	3	11
237	время в	2	11
238	с ними	2	11
239	что они	13	11
240	очень часто	7	11
241	в отличие	3	11
242	и так	3	11
243	мы здесь	8	10
244	до наших	2	10
245	хотя он	2	10
246	и они	5	10
247	в доме	4	10
248	на котором	5	10
249	наших дней	2	10
250	на этот	2	10
251	поэтому в	2	10
252	там же	3	10
253	в таких	4	10
254	к тому	6	10
255	его как	2	10
256	нас в	2	10
257	для всех	2	10
258	по отношению	6	10
259	к которому	5	10
260	в целом	3	10
261	да и	3	10
262	не просто	5	10
263	но оно	4	10
264	что не	2	9
265	на землю	2	9
266	значение и	2	9
267	эти формы	3	9
268	говорит о	2	9
269	именно на	2	9
270	относится к	2	9
271	но как	2	9
272	вплоть до	2	9
273	как это	6	9
274	связано с	2	9
275	в разных	2	9
276	в основу	2	9
277	и то	3	9
278	но дело	2	9
279	с образом	2	9
280	отношению к	6	9
281	видим что	13	9
282	для нас	17	9
283	и со	2	9
284	в тех	4	9
285	что образ	2	9
286	в которых	2	9
287	здесь же	2	9
288	представлений о	4	9
289	мы можем	7	9
290	к жизни	2	9
291	отношения к	2	9
292	так что	9	8
293	здесь мы	9	8
294	с тем	13	8
295	от этого	2	8
296	с самого	4	8
297	для этого	3	8
298	если бы	8	8
299	после того	2	8
300	в это	2	8
301	в него	2	8
302	мы увидим	17	8
303	и она	4	8
304	в совершенно	2	8
305	всякого рода	3	8
306	всего в	2	8
307	более или	5	8
308	на первый	2	8
309	видели что	5	8
310	но с	3	8
311	или менее	5	8
312	не менее	7	8
313	дело не	8	8
314	как о	2	8
315	то время	3	8
316	не будем	7	7
317	а как	2	7
318	точку зрения	3	7
319	точка зрения	2	7
320	большую роль	3	7
321	в целях	3	7
322	не как	3	7
323	и часто	4	7
324	связи и	3	7
325	что у	3	7
326	должен быть	3	7
327	тому как	3	7
328	мы будем	5	7
329	есть только	3	7
330	его не	3	7
331	только с	4	7
332	по этому	2	7
333	в виде	2	7
334	себя в	2	7
335	к ним	4	7
336	вот как	2	7
337	здесь он	2	7
338	подобно тому	3	7
339	из которых	3	7
340	в состоянии	2	7
341	том как	3	7
342	был бы	4	7
343	на него	7	7
344	и если	4	7
345	он стал	2	7
346	эта связь	4	7
347	но его	3	7
348	к себе	2	7
349	здесь на	2	7
350	нас не	3	7
351	нет ничего	2	7
352	представление о	3	7
353	но она	2	7
354	в некоторых	4	7
355	это конечно	3	7
356	и этим	3	7
357	же и	3	7
358	руки и	3	6
359	возможно что	3	6
360	в нее	2	6
361	что здесь	9	6
362	у них	2	6
363	мы знаем	10	6
364	видит в	2	6
365	и тот	3	6
366	он может	2	6
367	что эта	3	6
368	или даже	3	6
369	это время	3	6
370	не дает	2	6
371	ее в	7	6
372	смерть и	3	6
373	могут быть	5	6
374	что она	10	6
375	а именно	5	6
376	представления о	8	6
377	его и	6	6
378	друг друга	2	6
379	и эти	4	6
380	но по	3	6
381	самого начала	4	6
382	между прочим	3	6
383	дает нам	3	6
384	хотя бы	5	6
385	он знал	2	6
386	то он	2	6
387	очень много	10	6
388	имеем в	4	6
389	как она	3	6
390	находится в	6	6
391	как будто	7	6
392	за то	3	6
393	которые в	3	6
394	поэтому он	2	6
395	например у	2	6
396	видно что	9	6
397	а иногда	2	6
398	еще один	3	6
399	происходит в	3	6
400	и пр	11	6
401	тем самым	2	5
402	и конец	2	5
403	тогда когда	2	5
404	к своему	3	5
405	но мы	2	5
406	почти не	4	5
407	нисколько не	3	5
408	должна быть	5	5
409	друг с	4	5
410	можно говорить	2	5
411	не вполне	3	5
412	с собой	2	5
413	когда он	9	5
414	в другой	4	5
415	что мы	9	5
416	своего отца	3	5
417	чем в	2	5
418	есть не	2	5
419	вместо того	2	5
420	ничем не	2	5
421	и дает	2	5
422	с другими	2	5
423	с другом	3	5
424	и когда	4	5
425	приведем еще	2	5
426	должно быть	2	5
427	должен был	6	5
428	ни было	2	5
429	так называемый	2	5
430	этого явления	4	5
431	слова в	2	5
432	если мы	4	5
433	по его	3	5
434	и только	4	5
435	же самое	3	5
436	на основе	6	5
437	от его	2	5
438	не могла	2	5
439	себя и	2	5
440	тут же	2	5
441	во многих	2	5
442	но уже	3	5
443	и из	2	5
444	раз и	3	5
445	подобного рода	2	5
446	все в	2	5
447	же как	7	5
448	мы в	4	5
449	мы имеем	25	5
450	страх перед	4	5
451	по ходу	2	5
452	об этой	2	5
453	на то	6	5
454	с одним	4	5
455	ему в	3	5
456	в область	4	4
457	особое внимание	2	4
458	он должен	3	4
459	что этот	5	4
460	она дает	4	4
461	у нее	4	4
462	борьбы с	2	4
463	но если	4	4
464	прошлого и	2	4
465	на которой	2	4
466	где нет	2	4
467	я не	5	4
468	так часто	2	4
469	чтобы не	3	4
470	оно и	2	4
471	народа в	2	4
472	не видит	3	4
473	дело с	2	4
474	к этой	5	4
475	как один	2	4
476	что эти	5	4
477	ее на	2	4
478	на это	3	4
479	также в	2	4
480	нигде не	2	4
481	и именно	2	4
482	связь между	4	4
483	в обычае	2	4
484	это явление	4	4
485	можно судить	2	4
486	также что	2	4
487	не так	2	4
488	заметить что	2	4
489	же не	3	4
490	ли он	3	4
491	который в	2	4
492	имеется в	3	4
493	говорят о	3	4
494	различные формы	2	4
495	этот вопрос	7	4
496	которая была	2	4
497	представлениями о	3	4
498	не совсем	5	4
499	них не	2	4
500	один и	2	4
501	у меня	4	4
502	можно видеть	2	4
503	в очень	4	4
504	в действительности	2	4
505	и тем	2	4
506	тесно связаны	4	4
507	со всех	4	4
508	там и	3	4
509	всех сторон	4	4
510	к ней	3	4
511	вход в	12	4
512	и вполне	2	4
513	не по	2	4
514	обратимся к	3	4
515	она и	2	4
516	и пить	2	4
517	можно найти	2	4
518	с мотивом	3	4
519	знаем что	9	4
520	есть на	2	4
521	по себе	4	4
522	но их	2	4
523	в каком	2	3
524	он видит	3	3
525	должно было	4	3
526	смысле этого	2	3
527	она не	6	3
528	с того	3	3
529	в меньшей	2	3
530	когда она	3	3
531	на нее	3	3
532	правда и	2	3
533	о смерти	7	3
534	не что	3	3
535	нам важно	3	3
536	должны были	9	3
537	что иное	3	3
538	ни к	3	3
539	именно потому	2	3
540	это один	3	3
541	также не	2	3
542	указывает на	2	3
543	ни одной	2	3
544	на столе	2	3
545	у вас	2	3
546	со стороны	3	3
547	не всегда	9	3
548	в современной	3	3
549	после этого	5	3
550	говорит в	2	3
551	не знаем	3	3
552	этот мотив	3	3
553	на другой	2	3
554	есть еще	3	3
555	эти слова	3	3
556	и сделал	2	3
557	в которую	3	3
558	бы то	2	3
559	в мир	2	3
560	царей и	3	3
561	с ней	2	3
562	вводит в	2	3
563	вследствие этого	2	3
564	источником для	2	3
565	время как	3	3
566	роль играют	2	3
567	ключ к	5	3
568	не существует	2	3
569	всякий раз	2	3
570	в прошлом	2	3
571	иное как	3	3
572	в силу	7	3
573	наряду с	6	3
574	что их	3	3
575	начинается с	3	3
576	они должны	3	3
577	между собой	4	3
578	а с	4	3
579	а для	2	3
580	связи со	2	3
581	вот почему	2	3
582	то ни	2	3
583	в тело	2	3
584	проникнуть в	3	3
585	или на	7	3
586	не видят	4	3
587	том чтобы	2	3
588	античности и	2	3
589	исторической действительности	7	3
590	голову и	2	3
591	на своем	2	3
592	тело на	2	3
593	является не	2	3
594	ясно что	2	3
595	будто бы	4	3
596	чтобы они	2	3
597	в глаза	2	3
598	но есть	3	3
599	одном месте	2	3
600	тому кто	2	3
601	подойти к	2	3
602	с которой	2	3
603	в тот	3	3
604	ней и	2	3
605	дает ему	2	3
606	и мы	2	3
607	могла бы	3	3
608	то это	9	3
609	и тогда	3	3
610	в обряде	9	3
611	и ноги	2	3
612	не есть	2	3
613	именно это	2	3
614	приводит к	3	3
615	не боится	2	3
616	так чтобы	3	3
617	при помощи	2	2
618	что мотив	3	2
619	мы должны	17	2
620	действия и	3	2
621	бы мы	2	2
622	то мы	6	2
623	бы его	2	2
624	мы сейчас	2	2
625	совершается в	2	2
626	в стороне	4	2
627	а только	3	2
628	не видели	2	2
629	сын и	2	2
630	этому поводу	2	2
631	ранних стадиях	2	2
632	всего сказанного	2	2
633	если ты	2	2
634	необходимо еще	2	2
635	бы быть	4	2
636	при таком	2	2
637	формы его	2	2
638	по мере	4	2
639	нет он	2	2
640	другой пример	2	2
641	что такое	3	2
642	за него	2	2
643	это так	6	2
644	соответствии с	2	2
645	вопрос в	2	2
646	же что	2	2
647	уже знаем	3	2
648	в глубине	2	2
649	вслед за	7	2
650	за собой	3	2
651	их нельзя	2	2
652	так называемая	3	2
653	этого не	6	2
654	эти факты	2	2
655	формы эти	2	2
656	это тоже	6	2
657	на вопрос	4	2
658	к сожалению	3	2
659	сына в	2	2
660	в такой	2	2
661	всегда есть	2	2
662	уже видели	4	2
663	хотя в	3	2
664	нет в	2	2
665	что если	2	2
666	другого мира	2	2
667	в середине	3	2
668	можно привести	3	2
669	в могилу	2	2
670	это положение	2	2
671	социальной и	2	2
672	в какой	4	2
673	мог бы	3	2
674	эту связь	3	2
675	этот материал	4	2
676	очень мало	2	2
677	вопрос мы	2	2
678	может иметь	2	2
679	тот кто	3	2
680	этом он	2	2
681	не должен	8	2
682	в работе	3	2
683	он делает	2	2
684	то чего	4	2
685	должны быть	4	2
686	так у	2	2
687	что от	2	2
688	к которой	2	2
689	в нашей	2	2
690	таких случаях	4	2
691	мы привели	2	2
692	это делает	2	2
693	встречается в	3	2
694	в античности	3	2
695	и стали	3	2
696	только после	3	2
697	не более	2	2
698	в конечном	2	2
699	она очень	2	2
700	не делает	2	2
701	одним словом	4	2
702	героя в	6	2
703	этот страх	2	2
704	превращения в	2	2
705	не можем	4	2
706	и вместе	2	2
707	это для	2	2
708	тогда и	3	2
709	ее так	2	2
710	один только	2	2
711	содержится в	2	2
712	этом случае	3	2
713	не все	5	2
714	более поздние	3	2
715	некоторое время	3	2
716	этой роли	2	2
717	момент когда	4	2
718	говорит если	2	2
719	это значение	2	2
720	еще одну	3	2
721	уже у	2	2
722	с представлениями	3	2
723	и оно	2	2
724	только о	2	2
725	тесно связан	2	2
726	не с	3	2
727	и говорит	2	2
728	оно может	2	2
729	что при	3	2
730	целое и	2	2
731	однако не	2	2
