N	2gram	Propp_Isto	FransuaR
328	но она	2	7
329	в некоторых	9	7
330	мы найдем	2	7
331	что по	2	7
332	руки и	2	6
333	возможно что	7	6
334	в нее	2	6
335	что здесь	8	6
336	мы знаем	11	6
337	переходит в	4	6
338	и тот	3	6
339	как у	2	6
340	что эта	2	6
341	не дает	3	6
342	ее в	3	6
343	смерть и	2	6
344	казалось бы	2	6
345	могут быть	9	6
346	для них	3	6
347	что она	8	6
348	совершенно не	2	6
349	а именно	8	6
350	представления о	2	6
351	в лице	2	6
352	его на	6	6
353	его и	6	6
354	друг друга	6	6
355	и эти	5	6
356	но по	4	6
357	между прочим	4	6
358	этого слова	3	6
359	дает нам	3	6
360	можно только	3	6
361	хотя бы	3	6
362	от того	3	6
363	является и	3	6
364	принадлежит к	4	6
365	очень много	3	6
366	имеем в	6	6
367	он становится	2	6
368	как она	2	6
369	находится в	4	6
370	как будто	2	6
371	за это	2	6
372	за счет	2	6
373	тех же	2	6
374	себе в	2	6
375	видно что	5	6
376	происходит в	4	6
377	и пр	19	6
378	со своими	2	6
379	него и	2	6
380	таким же	5	6
381	женщин и	2	5
382	к своему	3	5
383	вступают в	4	5
384	должна быть	2	5
385	из его	2	5
386	говорит что	4	5
387	друг с	2	5
388	не вполне	7	5
389	с собой	4	5
390	когда он	2	5
391	в другой	6	5
392	что мы	5	5
393	из него	3	5
394	своего отца	2	5
395	мире в	2	5
396	есть не	2	5
397	ничем не	2	5
398	с другом	2	5
399	почти всегда	2	5
400	и этот	2	5
401	должен был	5	5
402	в несколько	2	5
403	сравнению с	2	5
404	всяком случае	2	5
405	в человеческом	2	5
406	он сам	2	5
407	землю и	2	5
408	что было	3	5
409	и только	6	5
410	связанной с	2	5
411	что дело	2	5
412	оказывается что	2	5
413	на голову	5	5
414	не могла	3	5
415	тут же	4	5
416	во многих	2	5
417	на волю	4	5
418	по сравнению	2	5
419	же он	3	5
420	вообще не	2	5
421	который был	2	5
422	и новые	2	5
423	жить в	3	5
424	видеть в	3	5
425	стороны и	3	5
426	же как	8	5
427	в числе	2	5
428	независимо от	3	5
429	мы имеем	24	5
430	человека в	2	5
431	по ходу	2	5
432	об этой	2	5
433	на то	4	5
434	с одним	2	5
435	ему в	2	5
436	он должен	3	4
437	же мы	2	4
438	лицо и	2	4
439	что этот	4	4
440	такое же	4	4
441	этот же	2	4
442	у нее	4	4
443	но если	2	4
444	о себе	3	4
445	на которой	3	4
446	что за	3	4
447	которой он	3	4
448	я не	3	4
449	так часто	4	4
450	друг другу	2	4
451	не видит	2	4
452	одной и	2	4
453	в отдельности	3	4
454	дело с	2	4
455	к этой	2	4
456	часто в	3	4
457	этой связи	2	4
458	на это	4	4
459	также в	2	4
460	связь этих	2	4
461	в фольклоре	2	4
462	здесь они	2	4
463	если же	2	4
464	но для	2	4
465	их и	4	4
466	связь между	2	4
467	не хочет	3	4
468	также что	2	4
469	заметить что	2	4
470	же не	2	4
471	быть и	3	4
472	не случайно	2	4
473	имеется в	3	4
474	говорят о	2	4
475	или же	2	4
476	этот вопрос	3	4
477	только не	2	4
478	не совсем	5	4
479	что я	2	4
480	и становится	2	4
481	у меня	5	4
482	можно видеть	2	4
483	в очень	2	4
484	не раз	2	4
485	и тем	2	4
486	его от	3	4
487	и некоторые	3	4
488	о его	2	4
489	и той	2	4
490	из этой	2	4
491	к ней	4	4
492	можно найти	8	4
493	с мотивом	8	4
494	на нем	4	4
495	знаем что	9	4
496	по себе	3	4
497	он видит	3	3
498	должно было	2	3
499	это только	2	3
500	смысле этого	3	3
501	она не	4	3
502	с того	5	3
503	на нее	4	3
504	на ней	5	3
505	не что	6	3
506	известно что	3	3
507	нам важно	3	3
508	должны были	4	3
509	в наших	2	3
510	что иное	6	3
511	в страну	2	3
512	просто в	2	3
513	указывает на	6	3
514	ни одной	3	3
515	доходит до	2	3
516	в большом	8	3
517	на столе	2	3
518	со стороны	3	3
519	не всегда	7	3
520	в современной	2	3
521	после этого	2	3
522	никому не	2	3
523	главе о	2	3
524	равно как	3	3
525	говорит и	2	3
526	этот мотив	8	3
527	на другой	3	3
528	при дворе	2	3
529	они могут	2	3
530	с ней	6	3
531	что его	2	3
532	он является	3	3
533	время как	2	3
534	эта сторона	2	3
535	которая в	2	3
536	из того	2	3
537	для нее	2	3
538	иное как	6	3
539	в силу	2	3
540	наряду с	4	3
541	его из	3	3
542	от своего	3	3
543	огонь в	2	3
544	начинается с	3	3
545	между собой	2	3
546	между двумя	6	3
547	вот почему	3	3
548	содержит в	2	3
549	эти два	3	3
550	всем что	2	3
551	за ним	4	3
552	из земли	4	3
553	все три	2	3
554	исторической действительности	2	3
555	образом на	2	3
556	видели как	4	3
557	со своей	2	3
558	ясно что	2	3
559	связь и	2	3
560	на три	2	3
561	в глаза	2	3
562	но есть	3	3
563	по линии	2	3
564	рассказывается как	2	3
565	на которых	2	3
566	дает ему	2	3
567	человеком и	2	3
568	и уже	2	3
569	то это	5	3
570	огонь и	5	3
571	запретов в	2	3
572	их от	2	3
573	указывает что	3	3
574	уже давно	2	3
575	в обряде	8	3
576	не есть	3	3
577	после смерти	2	3
578	этих двух	2	3
579	он все	5	2
580	при помощи	11	2
581	мы должны	9	2
582	они обладают	2	2
583	в знак	2	2
584	связанную с	2	2
585	то мы	3	2
586	целом не	2	2
587	мы сейчас	2	2
588	только тогда	2	2
589	из приведенных	3	2
590	время от	2	2
591	у его	2	2
592	представлением об	2	2
593	дают в	2	2
594	его с	2	2
595	по мере	2	2
596	случаев в	2	2
597	с братьями	3	2
598	он уже	2	2
599	на смену	7	2
600	из тела	2	2
601	за него	3	2
602	если не	2	2
603	если он	2	2
604	показывает как	2	2
605	уже знаем	3	2
606	приходит на	2	2
607	случае в	2	2
608	долгое время	2	2
609	еще на	2	2
610	несколько дней	3	2
611	сына в	4	2
612	можно ли	3	2
613	уже видели	4	2
614	лег в	2	2
615	и действительно	5	2
616	несколько лет	3	2
617	и голова	3	2
618	уходит в	3	2
619	близки к	2	2
620	в животном	2	2
621	в могилу	4	2
622	не говорят	2	2
623	в самых	3	2
624	или наоборот	2	2
625	время они	2	2
626	так он	2	2
627	эту связь	2	2
628	этот материал	3	2
629	после чего	11	2
630	он по	2	2
631	в огне	2	2
632	по другим	2	2
633	когда его	2	2
634	одному из	2	2
635	солнца и	3	2
636	что ни	3	2
637	также есть	2	2
638	в работе	3	2
639	он делает	2	2
640	то чего	2	2
641	он взял	2	2
642	свою жену	3	2
643	оказалось что	2	2
644	совершенно так	4	2
645	таких случаях	2	2
646	нам право	2	2
647	между человеком	2	2
648	его тело	2	2
649	это делает	2	2
650	встречается в	2	2
651	в античности	4	2
652	говорит не	2	2
653	дома и	4	2
654	в сторону	3	2
655	он на	2	2
656	только после	2	2
657	при котором	2	2
658	другом случае	3	2
659	многих других	2	2
660	могло быть	3	2
661	мы пока	2	2
662	в плен	4	2
663	есть ли	4	2
664	героя в	6	2
665	обряда в	2	2
666	иногда даже	2	2
667	не можем	2	2
668	содержится в	2	2
669	этом случае	8	2
670	не все	7	2
671	некоторое время	4	2
672	свою связь	2	2
673	эти мотивы	2	2
674	еще одну	3	2
675	а он	6	2
676	как только	2	2
677	в ином	6	2
678	не с	2	2
679	я умру	2	2
680	и говорит	10	2
681	что при	3	2
682	можно проследить	3	2
683	что еще	2	2
684	вследствие чего	2	2
685	к тем	2	2
686	бы что	2	2
687	однако не	2	2
