N	2gram	Bakhtin_fo	Istorich
323	этот момент	2	7
324	тех же	2	7
325	как у	2	7
326	себе и	4	7
327	еще нет	3	7
328	связь между	2	7
329	вплоть до	3	7
330	есть не	4	7
331	но эта	5	7
332	когда мы	2	7
333	как она	3	7
334	нет в	2	7
335	в начале	3	7
336	где он	2	7
337	по всему	3	7
338	того же	9	7
339	если мы	2	7
340	как на	2	7
341	совершенно не	3	7
342	всякого рода	3	7
343	в фольклоре	2	7
344	те же	5	7
345	между собой	5	7
346	был бы	3	7
347	этого слова	2	7
348	можно только	2	7
349	эти формы	2	7
350	самом деле	2	7
351	не столько	2	7
352	на них	2	7
353	указать на	2	7
354	здесь и	3	7
355	для него	5	7
356	в большинстве	3	7
357	здесь совершенно	2	7
358	одну из	2	6
359	для того	12	6
360	отличие от	3	6
361	вступают в	3	6
362	нет ничего	4	6
363	как можно	3	6
364	нам важно	2	6
365	имеется и	3	6
366	равно как	4	6
367	же что	3	6
368	характерно что	5	6
369	между ними	5	6
370	загробном мире	2	6
371	но дело	2	6
372	что все	4	6
373	формы и	4	6
374	и уже	4	6
375	уже на	3	6
376	самого начала	3	6
377	той же	2	6
378	не могла	2	6
379	быть и	4	6
380	то в	2	6
381	даже не	2	6
382	не на	4	6
383	или как	5	6
384	также и	6	6
385	здесь на	5	6
386	и становится	2	6
387	его от	3	6
388	к жизни	2	6
389	со всех	2	6
390	тому же	2	6
391	все его	7	6
392	на одной	2	6
393	же и	2	6
394	отношения к	7	6
395	его но	4	5
396	в каком	2	5
397	или не	2	5
398	если они	2	5
399	это было	2	5
400	только для	2	5
401	соответствии с	2	5
402	животных и	2	5
403	друг другу	4	5
404	это время	8	5
405	в одно	3	5
406	по своему	3	5
407	том числе	7	5
408	мира и	6	5
409	для них	3	5
410	в ряд	8	5
411	другом месте	2	5
412	к концу	3	5
413	с ее	7	5
414	их и	3	5
415	в совершенно	3	5
416	в главе	3	5
417	в виду	5	5
418	в один	2	5
419	они были	4	5
420	как уже	3	5
421	не могло	5	5
422	до наших	2	5
423	лежит в	2	5
424	этим в	2	5
425	в греческом	29	5
426	еще более	7	5
427	оно не	3	5
428	со своей	3	5
429	них не	2	5
430	к своей	2	5
431	мы и	4	5
432	во все	4	5
433	чтобы они	4	5
434	например у	4	5
435	мы это	2	5
436	ссылаясь на	2	5
437	и может	2	5
438	да и	4	5
439	всех сторон	2	5
440	в таком	4	5
441	в отличие	3	5
442	можно назвать	2	5
443	но когда	2	5
444	однако не	2	5
445	здесь как	3	4
446	людей и	2	4
447	превращения в	6	4
448	и во	13	4
449	и вообще	3	4
450	время в	7	4
451	тем более	4	4
452	все они	4	4
453	быть только	4	4
454	ни с	3	4
455	себя и	6	4
456	чем в	3	4
457	каждый из	2	4
458	правда в	2	4
459	в разных	6	4
460	и дает	3	4
461	с этими	2	4
462	тела и	4	4
463	они сами	2	4
464	и всей	2	4
465	во всей	3	4
466	но очень	2	4
467	особенно в	3	4
468	в результате	6	4
469	здесь имеет	2	4
470	сами по	2	4
471	в человека	2	4
472	в человеческом	2	4
473	как раз	13	4
474	он сам	2	4
475	что было	6	4
476	как человек	4	4
477	человека и	15	4
478	герой и	2	4
479	на друга	4	4
480	здесь также	2	4
481	принадлежит к	4	4
482	в литературе	17	4
483	и должно	2	4
484	по сравнению	3	4
485	в глаза	3	4
486	нас в	3	4
487	на почве	2	4
488	здесь только	2	4
489	отнюдь не	7	4
490	он становится	2	4
491	с точки	9	4
492	в стороне	2	4
493	над ними	2	4
494	все в	3	4
495	вера в	2	4
496	еще и	3	4
497	но конечно	3	4
498	с которой	2	4
499	и те	4	4
500	дело в	3	4
501	ни к	3	4
502	друг на	4	4
503	есть в	3	4
504	ее к	2	4
505	с большой	3	4
506	в самом	9	4
507	но на	4	4
508	и поэтому	2	3
509	затем в	3	3
510	он весь	3	3
511	точку зрения	3	3
512	своей жизни	6	3
513	на свет	4	3
514	уже говорили	6	3
515	ним но	2	3
516	не могли	3	3
517	точка зрения	4	3
518	одновременно с	2	3
519	только один	2	3
520	них и	2	3
521	бы он	2	3
522	так сказать	14	3
523	этого мира	5	3
524	и та	2	3
525	и весь	2	3
526	человеческого тела	10	3
527	истории этого	2	3
528	сравнению с	3	3
529	и также	2	3
530	на один	2	3
531	здесь все	2	3
532	он всегда	2	3
533	несколько дней	2	3
534	была бы	2	3
535	одна и	2	3
536	то они	2	3
537	в другую	3	3
538	и было	4	3
539	именно как	4	3
540	мы находим	2	3
541	совсем не	4	3
542	что даже	2	3
543	все то	2	3
544	как оно	2	3
545	должно быть	6	3
546	из нее	2	3
547	как если	2	3
548	вследствие этого	4	3
549	он у	2	3
550	средние века	4	3
551	на своей	2	3
552	если кто	2	3
553	человек в	5	3
554	это то	2	3
555	к другому	2	3
556	нет но	3	3
557	как его	3	3
558	тем же	3	3
559	драгоценные камни	2	3
560	слагается из	2	3
561	в соответствии	2	3
562	бога и	2	3
563	мире и	3	3
564	и вне	3	3
565	всего в	4	3
566	больше и	2	3
567	особое значение	2	3
568	входят в	2	3
569	и нет	2	3
570	борьбе с	4	3
571	от всех	2	3
572	внимание на	2	3
573	раз и	3	3
574	эта черта	3	3
575	или три	2	3
576	является не	2	3
577	необходимо указать	2	3
578	для всех	3	3
579	имеет в	2	3
580	их к	3	3
581	и каждый	2	3
582	амуре и	3	3
583	в эпоху	5	3
584	с природой	2	3
585	и смысл	2	3
586	в борьбе	2	3
587	а мы	2	3
588	все основные	3	3
589	бы она	2	3
590	и до	7	3
591	не обязательно	2	3
592	обычно в	2	3
593	как их	2	3
594	этот образ	2	3
595	лучше всего	2	3
596	в средние	4	3
597	этими двумя	3	3
598	момент в	2	3
599	не о	2	2
600	тому времени	2	2
601	не были	4	2
602	в полном	2	2
603	все более	2	2
604	в каждом	2	2
605	нигде в	2	2
606	наконец в	2	2
607	богов и	2	2
608	друг от	2	2
609	и силы	2	2
610	вверх и	3	2
611	к вопросу	2	2
612	особое место	2	2
613	характер в	2	2
614	числе и	4	2
615	значение и	7	2
616	много в	2	2
617	почти все	4	2
618	вопрос об	2	2
619	оно уже	2	2
620	никаких следов	2	2
621	и мотив	2	2
622	в центре	2	2
623	лишь в	8	2
624	других жанров	3	2
625	с человеком	2	2
626	она обычно	2	2
627	первый план	2	2
628	дело здесь	2	2
629	в нашем	3	2
630	с помощью	5	2
631	бы нас	2	2
632	страны в	2	2
633	этих форм	5	2
634	не зная	2	2
635	т п	18	2
636	сюжета и	2	2
637	в прошлом	3	2
638	жизнь в	2	2
639	в основу	3	2
640	вещи и	3	2
641	и самый	3	2
642	в сущности	5	2
643	и еще	3	2
644	человек с	2	2
645	самое время	3	2
646	к другу	2	2
647	здесь они	3	2
648	начиная от	3	2
649	жизнь и	4	2
650	также очень	2	2
651	в золотом	4	2
652	в мире	4	2
653	нет здесь	3	2
654	на следующий	2	2
655	характерно для	2	2
656	не к	2	2
657	он действует	2	2
658	и следовательно	5	2
659	в процессе	4	2
660	о своей	2	2
661	др в	2	2
662	и прежде	4	2
663	дается и	2	2
664	они приобретают	2	2
665	века и	3	2
666	роль их	2	2
667	здесь конечно	2	2
668	вопросу о	3	2
669	раньше и	2	2
670	этому вопросу	2	2
671	из самых	3	2
672	отсюда и	3	2
673	одно и	4	2
674	я был	3	2
675	характер и	8	2
676	виду что	2	2
677	в данной	2	2
678	так называемый	2	2
679	он имел	2	2
680	на материале	3	2
681	всех его	2	2
682	сохраняется и	2	2
683	за пределами	2	2
684	этим мы	2	2
685	в самой	3	2
686	мы встречаем	3	2
687	от друга	2	2
688	другую страну	2	2
689	похожи друг	2	2
690	сколько угодно	2	2
691	в последнем	3	2
692	с нашей	3	2
693	за счет	2	2
694	мыслится как	2	2
695	здесь это	3	2
696	между этими	4	2
697	оно было	3	2
698	превращения и	2	2
699	особенности в	2	2
700	и тех	2	2
701	историческая действительность	2	2
702	не входит	2	2
703	он так	2	2
704	место в	4	2
705	и несколько	2	2
706	человек и	2	2
707	этого момента	2	2
708	другой день	2	2
709	жизни на	2	2
710	вернуться к	2	2
711	не меняется	3	2
712	этот процесс	5	2
713	все другие	2	2
714	где и	3	2
715	форм в	2	2
716	как по	2	2
717	нет и	4	2
718	нас это	2	2
719	во многом	2	2
720	не боится	2	2
721	влияния на	2	2
722	не для	3	2
723	по всем	3	2
724	природы и	2	2
725	они с	3	2
