N	2gram	Medvedev_V	Tvorches
139	при помощи	3	4
140	в плане	5	4
141	и потому	2	4
142	крайней мере	2	4
143	и через	2	4
144	он же	6	4
145	роль в	4	4
146	это и	6	4
147	творческом процессе	6	4
148	в частности	12	4
149	сновидения и	2	4
150	как это	12	4
151	утверждает что	3	4
152	марта года	2	4
153	того что	3	4
154	сюжета и	2	4
155	что все	4	4
156	года и	2	4
157	он говорит	5	4
158	точки зрения	3	4
159	ту же	2	4
160	могут быть	8	4
161	сих пор	2	4
162	творческий процесс	17	4
163	же как	2	4
164	с ними	4	4
165	о его	2	4
166	было в	2	4
167	который в	2	4
168	как известно	2	4
169	говорит о	7	4
170	так сказать	2	4
171	в каждом	2	4
172	в творческой	4	4
173	чуть ли	2	4
174	него в	3	4
175	и наконец	2	4
176	и есть	5	4
177	что его	2	4
178	в дневнике	3	4
179	по крайней	2	4
180	далеко не	3	4
181	зависит от	2	4
182	не вполне	2	4
183	этот вопрос	3	4
184	в которых	3	4
185	рассказывает о	4	4
186	действительной жизни	3	4
187	говорить о	2	4
188	связана с	2	4
189	до сих	2	4
190	в процессе	17	3
191	я бы	2	3
192	вплоть до	2	3
193	даже не	2	3
194	в другом	2	3
195	в виду	4	3
196	в области	2	3
197	действительности и	7	3
198	идеи и	6	3
199	мы знаем	3	3
200	в искусстве	6	3
201	и мир	3	3
202	не по	2	3
203	так например	2	3
204	только с	2	3
205	к тому	5	3
206	в ней	2	3
207	другой стороны	8	3
208	что оно	3	3
209	всяком случае	2	3
210	идеи в	2	3
211	по этому	10	3
212	в образах	2	3
213	а н	3	3
214	и др	10	3
215	должны быть	2	3
216	можно сказать	4	3
217	заключается в	2	3
218	вот почему	5	3
219	да и	2	3
220	сказать что	5	3
221	если в	2	3
222	в стихах	2	3
223	этой проблемы	3	3
224	из этих	7	3
225	идей и	3	3
226	а г	2	3
227	отличается от	2	3
228	мысль о	2	3
229	только что	4	3
230	в статье	4	3
231	лишь в	2	3
232	не является	5	3
233	только для	2	3
234	в философии	4	3
235	ее в	4	3
236	для того	3	3
237	и их	3	3
238	у нас	3	3
239	не с	2	3
240	в жизни	2	3
241	нет и	3	3
242	что для	4	3
243	в комнату	3	3
244	и к	3	3
245	на этом	2	3
246	он и	2	3
247	по себе	2	3
248	может не	2	3
249	жизни и	3	3
250	сводится к	3	3
251	во всяком	2	3
252	нет ни	2	3
253	или в	3	3
254	в одном	5	3
255	не могут	10	2
256	слова не	2	2
257	или наконец	2	2
258	не прав	2	2
259	представляет собою	11	2
260	но как	3	2
261	о чем	2	2
262	вслед за	3	2
263	но даже	3	2
264	в силу	14	2
265	уже по	2	2
266	должен быть	4	2
267	в стихотворении	2	2
268	а как	2	2
269	его произведений	2	2
270	на эти	2	2
271	после этого	2	2
272	одном из	4	2
273	начинается с	2	2
274	шел в	3	2
275	говорил что	3	2
276	рождается из	2	2
277	образом в	3	2
278	с тем	4	2
279	действующих лиц	5	2
280	тому что	7	2
281	она не	3	2
282	он в	2	2
283	эти примеры	2	2
284	мы наблюдаем	2	2
285	своем творчестве	3	2
286	говорит об	2	2
287	между прочим	2	2
288	в художественном	10	2
289	то это	2	2
290	для них	2	2
291	того чтобы	3	2
292	у тургенева	3	2
293	числе и	2	2
294	познания и	4	2
295	было бы	8	2
296	же в	7	2
297	связи с	5	2
298	в связи	4	2
299	в качестве	12	2
300	во время	4	2
301	анны карениной	2	2
302	по поводу	4	2
303	самого себя	2	2
304	не столь	3	2
305	всех этих	3	2
306	некоторые из	3	2
307	с другими	2	2
308	ли это	2	2
309	в нашей	4	2
310	вот что	12	2
311	только то	2	2
312	а к	2	2
313	дня и	2	2
314	во всех	7	2
315	от апреля	2	2
316	о своем	2	2
317	художников в	2	2
318	художественное произведение	7	2
319	как о	3	2
320	этой области	3	2
321	в результате	5	2
322	думается что	6	2
323	июля года	2	2
324	в целях	2	2
325	с одной	2	2
326	по словам	8	2
327	их в	7	2
328	в сфере	2	2
329	к его	2	2
330	из себя	2	2
331	но для	2	2
332	со своим	3	2
333	произведения в	7	2
334	внимание на	2	2
335	конце концов	2	2
336	пока еще	2	2
337	том числе	2	2
338	как на	3	2
339	же и	3	2
340	как раз	4	2
