N	2gram	Tiupa_Narr	Literetu
101	одна из	3	8
102	быть может	2	8
103	все же	7	8
104	по существу	2	8
105	но в	6	8
106	уже в	3	8
107	на себя	3	8
108	что не	4	8
109	для него	2	8
110	и как	5	8
111	субъекта и	2	8
112	мира в	5	8
113	а именно	3	8
114	тем что	3	8
115	присутствия в	3	8
116	с точки	2	8
117	как раз	2	8
118	не как	2	7
119	по своей	3	7
120	наконец в	2	7
121	и тем	4	7
122	другой стороны	4	7
123	в противоположность	2	7
124	и для	2	7
125	как правило	4	7
126	человека в	2	7
127	говоря словами	2	7
128	именно в	6	7
129	и с	4	7
130	личности в	2	7
131	тому как	2	7
132	в случае	7	7
133	в нем	4	7
134	он не	3	7
135	тому же	5	7
136	его в	2	6
137	при всей	4	6
138	самом деле	2	6
139	по характеристике	4	6
140	одного из	4	6
141	и он	3	6
142	и др	2	6
143	при всем	2	6
144	было бы	4	6
145	не было	2	6
146	например в	2	6
147	то в	6	6
148	с ее	3	6
149	в культуре	2	6
150	далеко не	5	6
151	подобно тому	2	6
152	в третьем	3	6
153	в ней	3	6
154	том числе	6	6
155	и только	2	6
156	у него	4	6
157	как будто	3	6
158	или иной	5	5
159	идет о	2	5
160	вслед за	4	5
161	в литературе	2	5
162	он сам	2	5
163	во втором	4	5
164	между тем	3	5
165	несмотря на	2	5
166	этой точки	2	5
167	себя и	2	5
168	в сущности	3	5
169	в связи	2	5
170	хотя бы	4	5
171	читателя в	2	5
172	по выражению	2	5
173	следует признать	2	5
174	тем не	3	5
175	и одновременно	2	5
176	ни было	3	5
177	в силу	4	5
178	не с	3	5
179	в себя	6	5
180	жизни как	3	5
181	сознания к	2	4
182	в свою	3	4
183	нуждается в	5	4
184	не является	8	4
185	каждый из	2	4
186	как к	2	4
187	за собой	4	4
188	но без	2	4
189	по сути	2	4
190	не всегда	2	4
191	и все	2	4
192	на том	3	4
193	которая в	2	4
194	могут быть	3	4
195	исходя из	2	4
196	более не	2	4
197	во всей	2	4
198	хотя и	3	4
199	как мы	3	4
200	бы то	3	4
201	одной из	4	4
202	сводится к	3	4
203	во второй	2	4
204	бы не	2	4
205	совершенно не	2	4
206	в пределах	2	4
207	можно сказать	5	4
208	а по	2	4
209	приводит к	2	4
210	жизни а	2	4
211	то ни	3	4
212	и есть	2	4
213	не мог	4	4
214	отношения к	2	4
215	ничего не	2	3
216	и потому	2	3
217	бытия в	3	3
218	так же	2	3
219	различие между	2	3
220	но как	2	3
221	с чем	2	3
222	о чем	2	3
223	по себе	5	3
224	в полном	2	3
225	одну из	2	3
226	в коммуникативном	3	3
227	отношение к	2	3
228	в первом	3	3
229	а во	3	3
230	а с	3	3
231	о нем	4	3
232	они не	2	3
233	той или	4	3
234	времени в	2	3
235	являет собой	2	3
236	художественного дискурса	2	3
237	речь идет	4	3
238	же как	3	3
239	числе и	4	3
240	и до	2	3
241	все эти	2	3
242	не на	2	3
243	свою очередь	3	3
244	должна быть	2	3
245	который в	2	3
246	да и	4	3
247	если в	3	3
248	его личности	2	3
249	ту или	2	3
250	можно было	2	3
251	текста как	2	3
252	не сводится	2	3
253	в особенности	4	3
254	героя и	4	3
255	себе не	2	3
256	не могло	2	3
257	в какой	2	3
258	как представляется	2	3
259	восходит к	3	3
260	с.с аверинцева	2	3
261	не имеет	2	3
262	всей своей	2	3
263	в роли	2	3
264	или иную	2	3
265	когда он	3	3
266	не есть	3	3
267	если не	4	3
268	из которых	4	3
269	и того	2	3
270	здесь не	4	3
271	говорить о	2	3
272	мира и	2	3
273	первый взгляд	2	2
274	перед нами	4	2
275	в будущем	2	2
276	приходит к	2	2
277	который по	3	2
278	события как	2	2
279	как было	3	2
280	роль в	2	2
281	в присутствии	3	2
282	это и	3	2
283	в любом	2	2
284	героя в	8	2
285	то она	2	2
286	картину мира	2	2
287	складывается из	2	2
288	что касается	2	2
289	при всех	2	2
290	к нему	5	2
291	она не	2	2
292	вследствие чего	2	2
293	очевидным образом	2	2
294	а если	2	2
295	ему в	2	2
296	картина мира	5	2
297	жизненной позиции	4	2
298	что на	2	2
299	ключ к	2	2
300	в шмид	3	2
301	теперь как	4	2
302	героя с	2	2
303	между двумя	5	2
304	о ней	3	2
305	и самого	3	2
306	что они	3	2
307	и ее	2	2
308	нами не	2	2
309	различного рода	3	2
310	которых и	2	2
311	коммуникативной стратегии	3	2
312	во внешнем	2	2
313	сказать что	4	2
314	все то	2	2
315	собой не	2	2
316	нет у	2	2
317	не от	2	2
318	было сформулировано	2	2
319	значительной степени	2	2
320	в результате	2	2
321	время в	2	2
322	из этих	3	2
323	тем более	2	2
324	бы быть	3	2
325	и представляет	2	2
326	в значительной	2	2
327	иначе говоря	6	2
328	адресата в	2	2
329	та же	2	2
330	из двух	3	2
331	за рамки	2	2
332	на протяжении	6	2
333	как известно	2	2
334	что по	2	2
335	есть в	2	2
336	нет и	2	2
337	что у	2	2
338	от всех	2	2
339	пока еще	4	2
340	оно не	2	2
341	еще одна	3	2
342	мог бы	3	2
343	начала жизни	2	2
344	в той	6	2
345	все та	2	2
346	может оказаться	2	2
347	в таком	2	2
348	нового времени	2	2
349	жизни но	2	2
350	на первый	2	2
351	по терминологии	2	2
352	текста в	2	2
353	имеем дело	2	2
354	мы имеем	2	2
