N	2gram	Propp_Isto	Freidism
309	не есть	3	2
310	с другой	10	2
311	они и	3	2
312	он в	3	2
313	заметить что	2	2
314	и было	2	2
315	с большим	5	2
316	еще более	3	2
317	только одна	3	2
318	на которой	3	2
319	но все	5	2
320	он и	4	2
321	одной стороны	2	2
322	представляет собой	6	2
323	такое же	4	2
324	и их	4	2
325	но как	2	2
326	же он	3	2
327	не то	2	2
328	на них	2	2
329	на другой	3	2
330	но если	2	2
331	равно как	3	2
332	случае в	2	2
333	связи в	3	2
334	вступить в	3	2
335	там где	8	2
336	же как	8	2
337	и уже	2	2
338	и всей	2	2
339	три года	6	2
340	в качестве	4	2
341	всю жизнь	2	2
342	не следует	2	2
343	в дальнейшем	8	2
344	если же	2	2
345	и они	4	2
346	что при	3	2
347	приходит в	3	2
348	в работе	3	2
349	ясно что	2	2
