N	2gram	Propp_Isto	Literetu
166	на том	5	4
167	ту же	2	4
168	могут быть	9	4
169	в них	3	4
170	как мы	9	4
171	одной из	3	4
172	тех же	2	4
173	но при	2	4
174	то это	8	4
175	но это	10	4
176	к этому	5	4
177	и вот	4	4
178	для того	3	4
179	совершенно не	2	4
180	такой же	3	4
181	что его	4	4
182	в пределах	5	4
183	то он	2	4
184	можно сказать	2	4
185	на то	3	4
186	не исключают	2	4
187	а по	3	4
188	приводит к	2	4
189	на этом	5	4
190	вовсе не	6	4
191	из этого	3	4
192	и что	13	4
193	таким образом	21	4
194	и есть	3	4
195	не мог	3	4
196	вопрос о	5	3
197	ничего не	4	3
198	и потому	2	3
199	так же	14	3
200	но как	2	3
201	о чем	6	3
202	как таковое	2	3
203	по себе	2	3
204	одну из	5	3
205	герой в	5	3
206	отношение к	3	3
207	есть не	2	3
208	нет в	2	3
209	этого не	2	3
210	а на	2	3
211	а с	2	3
212	себе в	3	3
213	о нем	3	3
214	и о	2	3
215	такую же	2	3
216	над ним	4	3
217	это уже	2	3
218	они не	5	3
219	говорится в	2	3
220	там где	11	3
221	же как	12	3
222	того чтобы	3	3
223	числе и	2	3
224	все эти	11	3
225	и тогда	2	3
226	он был	2	3
227	в истории	7	3
228	во время	12	3
229	должна быть	3	3
230	из его	2	3
231	и т	39	3
232	ее в	8	3
233	на нее	3	3
234	еще один	3	3
235	относится к	3	3
236	если в	4	3
237	власть над	6	3
238	я был	2	3
239	ним и	2	3
240	с ней	2	3
241	в этот	2	3
242	если бы	5	3
243	по которым	2	3
244	превращается в	10	3
245	также и	2	3
246	в особенности	6	3
247	героя и	3	3
248	в этих	7	3
249	обратим внимание	2	3
250	не по	3	3
251	она и	2	3
252	не могло	2	3
253	за ним	4	3
254	не имеет	4	3
255	в роли	4	3
256	он в	3	3
257	когда он	7	3
258	если не	4	3
259	из которых	7	3
260	все что	5	3
261	здесь не	3	3
262	и уже	2	3
263	с появлением	6	3
264	после чего	3	3
265	мира и	2	3
266	с ним	9	3
267	мы и	3	3
268	перед нами	2	2
269	песни и	2	2
270	руки и	2	2
271	на три	2	2
272	как человек	3	2
273	от него	2	2
274	приходит к	3	2
275	человека и	2	2
276	и у	3	2
277	есть и	3	2
278	он же	2	2
279	должен быть	2	2
280	и вместе	3	2
281	роль в	3	2
282	это и	3	2
283	подобного рода	2	2
284	а как	3	2
285	о природе	3	2
286	нас к	10	2
287	у них	2	2
288	героя в	11	2
289	и при	3	2
290	на вопрос	3	2
291	его не	3	2
292	в свое	2	2
293	к его	2	2
294	так например	3	2
295	в него	5	2
296	что касается	2	2
297	к нему	5	2
298	она не	7	2
299	но мы	5	2
300	а если	2	2
301	ему в	3	2
302	даже и	2	2
303	богом и	2	2
304	тогда когда	3	2
305	с ними	4	2
306	между двумя	7	2
307	сюда же	3	2
308	и по	3	2
309	что они	3	2
310	из таких	3	2
311	исключают друг	2	2
312	мира а	2	2
313	и более	3	2
314	этом случае	13	2
315	уже и	3	2
316	от земли	2	2
317	здесь мы	7	2
318	одно и	2	2
319	сказать что	2	2
320	с этого	2	2
321	в лице	2	2
322	герой не	3	2
323	и мы	3	2
324	им в	2	2
325	с другими	4	2
326	в нашей	2	2
327	время в	2	2
328	из этих	5	2
329	в это	3	2
330	а сам	2	2
331	в последнем	2	2
332	с кем	2	2
333	та же	2	2
334	власти над	3	2
335	из двух	2	2
336	него в	2	2
337	на нем	3	2
338	живет на	3	2
339	как новый	2	2
340	но даже	2	2
341	одновременно с	2	2
342	что есть	2	2
343	есть в	2	2
344	что у	6	2
345	их не	3	2
346	в котором	2	2
347	при рассмотрении	2	2
348	человек в	2	2
349	со своими	3	2
350	со своим	2	2
351	на первом	2	2
352	чтобы он	3	2
353	тогда он	4	2
354	мог бы	2	2
355	он на	2	2
356	представлений о	12	2
357	в таком	2	2
358	и хотя	4	2
359	во всем	4	2
360	и вновь	4	2
361	сам в	2	2
362	мы имеем	22	2
363	но он	2	2
