N	2gram	Tiupa_Narr	Problemy
261	не всегда	2	2
262	свою очередь	3	2
263	была и	2	2
264	или напротив	4	2
265	а во	3	2
266	то они	2	2
267	было как	4	2
268	одно из	2	2
269	они и	2	2
270	в особенности	4	2
271	при всех	2	2
272	другом и	2	2
273	на том	3	2
274	которая в	2	2
275	в значительной	2	2
276	отнюдь не	5	2
277	же как	3	2
278	в аспекте	2	2
279	обращает на	3	2
280	тогда в	2	2
281	в противоположность	2	2
282	в рамках	12	2
283	значительной степени	2	2
284	независимо от	2	2
285	его личности	2	2
286	его жизни	2	2
287	не все	5	2
288	бы быть	3	2
289	во второй	2	2
290	было в	2	2
291	в качестве	21	2
292	а именно	3	2
293	не столько	4	2
294	от одного	2	2
295	всех его	2	2
296	не могло	2	2
297	сюжета в	2	2
298	с одной	7	2
299	в какой	2	2
300	не имеет	2	2
301	всей своей	2	2
302	и про	2	2
303	не случайно	2	2
304	всей его	2	2
305	от всех	2	2
306	столь же	3	2
307	пока еще	4	2
308	в свою	3	2
309	главного героя	2	2
310	роль в	2	2
311	здесь и	2	2
312	и того	2	2
313	совершенно иной	2	2
314	собой не	2	2
315	что касается	2	2
316	во втором	4	2
