N	2gram	Voloshinov	DiskursI
187	мы имеем	6	4
188	однако и	2	4
189	в результате	3	4
190	по преимуществу	2	4
191	отличается от	2	4
192	тем не	4	4
193	я не	4	4
194	оказывается не	2	4
195	своей основе	4	4
196	одним из	3	4
197	опирается на	2	4
198	в какой	3	4
199	в жизни	7	4
200	в самом	12	4
201	будто бы	2	4
202	не есть	2	4
203	и к	7	4
204	жизни а	2	4
205	зависит от	2	4
206	по себе	4	4
207	говорит о	3	4
208	точка зрения	15	4
209	и есть	3	4
210	поведения в	2	4
211	с ним	14	4
212	вопрос о	2	3
213	и притом	3	3
214	к другим	2	3
215	это и	4	3
216	роли в	2	3
217	в области	4	3
218	на основании	5	3
219	в момент	2	3
220	то она	2	3
221	как на	3	3
222	себя с	3	3
223	а его	2	3
224	характер и	4	3
225	они и	2	3
226	но как	2	3
227	значение для	2	3
228	но так	2	3
229	она не	6	3
230	они не	3	3
231	об этом	7	3
232	заметить что	2	3
233	и было	2	3
234	на себя	3	3
235	между собой	4	3
236	для этого	6	3
237	все эти	15	3
238	было бы	8	3
239	мы не	9	3
240	дело не	2	3
241	должна быть	2	3
242	на языке	2	3
243	как мы	18	3
244	да и	2	3
245	и от	3	3
246	с этим	8	3
247	с их	5	3
248	из важнейших	2	3
249	хотя бы	7	3
250	в которой	5	3
251	к ней	4	3
252	и по	5	3
253	как не	3	3
254	на первый	5	3
255	внешнем мире	4	3
256	и наконец	12	3
257	чем не	5	3
258	заключается в	5	3
259	но все	2	3
260	отношения к	2	3
261	не имеет	2	3
262	их в	3	3
263	когда он	3	3
264	входит в	2	3
265	это прежде	2	3
266	на почве	3	3
267	уже в	3	3
268	всяком случае	8	3
269	в следующей	5	3
270	жизни и	7	3
271	то ни	4	3
272	имеет дело	3	3
273	может оказаться	2	3
274	и сам	3	3
275	в большинстве	5	3
276	жизни но	2	3
277	слова и	4	3
278	о себе	4	3
279	в первых	2	3
280	и что	6	3
281	тем же	3	3
282	вместе с	5	3
283	в широком	2	2
284	в книге	2	2
285	или во	2	2
286	в отношении	2	2
287	чтобы не	2	2
288	не делает	3	2
289	ни о	6	2
290	его к	4	2
291	мы должны	9	2
292	для всех	3	2
293	остается в	3	2
294	все то	3	2
295	является его	2	2
296	как к	2	2
297	едва ли	4	2
298	друг друга	2	2
299	быть и	7	2
300	вспомнить о	2	2
301	в науке	2	2
302	ни одно	2	2
303	и при	3	2
304	о которых	2	2
305	в основном	4	2
306	к своему	2	2
307	самом деле	14	2
308	с таким	2	2
309	одной и	3	2
310	в чем	9	2
311	его не	2	2
312	мы видели	12	2
313	для понимания	2	2
314	в душе	13	2
315	в него	2	2
316	только через	2	2
317	и тех	3	2
318	не приходится	3	2
319	к нему	9	2
320	только с	4	2
321	с самого	7	2
322	в г	3	2
323	а только	4	2
324	рассказывает что	2	2
325	жизнь в	2	2
326	те же	9	2
327	в голову	4	2
328	в различных	2	2
329	а потому	4	2
330	возможно только	3	2
331	ответ на	3	2
332	что может	5	2
333	большинстве случаев	6	2
334	не то	2	2
335	сознания с	7	2
336	самого начала	5	2
337	в предыдущей	2	2
338	что с	2	2
339	в собственном	4	2
340	себя и	4	2
341	обстоит дело	2	2
342	все это	12	2
343	не поддается	3	2
344	выходит за	2	2
345	и они	2	2
346	же как	2	2
347	приходит в	2	2
348	на язык	4	2
349	отсюда и	2	2
350	вовсе не	16	2
351	бы то	3	2
352	по поводу	5	2
353	и вообще	4	2
354	тех же	5	2
355	же остается	2	2
356	к работе	2	2
357	к которой	2	2
358	с другими	8	2
359	его с	2	2
360	в круг	2	2
361	время в	2	2
362	только то	5	2
363	не сможет	3	2
364	предыдущей главе	2	2
365	т.е в	5	2
366	должно быть	2	2
367	что она	5	2
368	это было	2	2
369	мысли и	4	2
370	мы можем	20	2
371	на него	4	2
372	если бы	4	2
373	связаны с	2	2
374	в первый	4	2
375	не позволяет	2	2
376	и той	3	2
377	что как	2	2
378	сознания в	3	2
379	ни было	2	2
380	для того	6	2
381	и их	2	2
382	как его	2	2
383	в последнем	4	2
384	такой же	3	2
385	о поведении	2	2
386	отказаться от	2	2
387	себе и	3	2
388	нас в	2	2
389	наших дней	3	2
390	речи и	2	2
391	на этот	3	2
392	у него	4	2
393	человека с	3	2
394	из наиболее	3	2
395	значение в	3	2
396	всей его	2	2
397	ее в	5	2
398	оказывается по	2	2
399	ни один	3	2
400	еще более	2	2
401	и с	10	2
402	о них	3	2
403	вторая часть	3	2
404	целом и	3	2
405	но для	3	2
406	личности и	4	2
407	из которых	2	2
408	в поведении	3	2
409	теми же	2	2
410	и теперь	2	2
411	он сам	5	2
412	человек не	2	2
413	первого и	2	2
414	реальности и	2	2
415	в некоторых	2	2
416	во внутреннем	5	2
417	только о	2	2
418	и только	6	2
419	в нашем	3	2
420	этих двух	3	2
421	чем он	2	2
422	а как	3	2
423	на основе	3	2
424	с помощью	20	2
425	как с	4	2
