N	2gram	Propp_Russ	Myslijsy
193	судя по	2	8
194	от одного	2	8
195	что есть	2	8
196	что по	7	8
197	говорить о	2	8
198	на другие	2	8
199	или в	7	8
200	том же	6	7
201	в эту	3	7
202	она не	4	7
203	и во	2	7
204	себя и	2	7
205	значение и	2	7
206	место в	2	7
207	или не	2	7
208	судить о	2	7
209	его с	4	7
210	все эти	5	7
211	за ним	3	7
212	с этой	2	7
213	что у	3	7
214	в своих	3	7
215	но что	2	7
216	вряд ли	2	7
217	не более	2	7
218	все в	2	7
219	в таких	3	7
220	его к	3	7
221	что именно	3	7
222	не всегда	4	7
223	в разных	3	7
224	не были	2	7
225	в данном	7	7
226	к этому	7	7
227	не с	5	7
228	в жизни	2	7
229	видно что	8	7
230	несмотря на	4	7
231	но если	2	6
232	в виду	3	6
233	как он	2	6
234	в один	2	6
235	увидим что	2	6
236	в стороне	2	6
237	предположить что	5	6
238	в образе	3	6
239	в этой	4	6
240	к нам	2	6
241	у нас	11	6
242	представления и	2	6
243	после того	3	6
244	на нее	5	6
245	с таким	2	6
246	главным образом	5	6
247	в лес	4	6
248	и к	3	6
249	заключить что	2	6
250	но есть	3	6
251	в их	5	6
252	в виде	10	6
253	между двумя	2	6
254	к слову	3	6
255	что с	2	6
256	и до	3	6
257	нас в	2	6
258	показывает что	9	6
259	как например	6	6
260	к ним	4	6
261	об этом	11	6
262	от другого	2	6
263	а именно	2	6
264	ничего общего	3	6
265	у него	2	6
266	мы уже	2	6
267	и сами	2	6
268	но он	3	6
269	но даже	2	5
270	а с	6	5
271	можно было	3	5
272	состоит в	18	5
273	нет но	2	5
274	и другим	3	5
275	если в	3	5
276	одна из	12	5
277	переход от	3	5
278	как не	2	5
279	с другим	2	5
280	том чтобы	3	5
281	входит в	4	5
282	на которой	2	5
283	этот вопрос	4	5
284	полагает что	8	5
285	которое в	2	5
286	в нашем	2	5
287	чем в	4	5
288	перед нами	2	5
289	виду что	2	5
290	и у	5	5
291	в области	3	5
292	ответ на	2	5
293	не столько	3	5
294	что эти	2	5
295	но эти	3	5
296	мы имеем	7	5
297	а к	3	5
298	такие же	4	5
299	представления в	2	5
300	одним из	2	5
301	в течение	7	5
302	в какой	3	5
303	на этот	3	5
304	и здесь	3	5
305	то на	3	5
306	к другому	2	5
307	природы и	3	5
308	не к	3	5
309	следовательно и	2	4
310	данном случае	8	4
311	начиная с	4	4
312	иное как	3	4
313	не что	3	4
314	ее с	2	4
315	не противоречит	2	4
316	относятся к	3	4
317	от этого	2	4
318	ту же	2	4
319	не на	2	4
320	иметь в	2	4
321	его как	2	4
322	не имели	2	4
323	та же	4	4
324	что иное	3	4
325	в старину	2	4
326	к новому	2	4
327	в противном	2	4
328	или даже	3	4
329	которого в	2	4
330	на что	2	4
331	он должен	2	4
332	ничего не	4	4
333	есть и	2	4
334	но эта	2	4
335	по своему	2	4
336	по этому	4	4
337	должны будем	2	4
338	на них	4	4
339	на другой	2	4
340	и многие	2	4
341	в связи	4	4
342	имеет место	3	4
343	некоторое время	2	4
344	но она	3	4
345	из нее	2	4
346	такой же	3	4
347	и так	2	4
348	на этом	6	4
349	в некоторых	11	4
350	к тем	4	4
351	он есть	2	4
352	только одно	2	4
353	что сила	3	3
354	что ему	2	3
355	и ее	3	3
356	и поэтому	3	3
357	что здесь	4	3
358	должно было	5	3
359	должен быть	2	3
360	но можно	2	3
361	отличие от	4	3
362	и др	4	3
363	в ряд	2	3
364	здесь мы	3	3
365	также что	2	3
366	что этот	4	3
367	и непосредственно	2	3
368	для них	5	3
369	нечто вроде	2	3
370	для этого	6	3
371	что от	4	3
372	на доску	2	3
373	по всей	4	3
374	еще до	2	3
375	на каждом	3	3
376	ее от	2	3
377	кроме того	3	3
378	таком виде	2	3
379	и наконец	2	3
380	и из	3	3
381	их не	2	3
382	этой цели	2	3
383	связанные с	5	3
384	значения и	2	3
385	не совсем	6	3
386	сходство с	3	3
387	как будто	6	3
388	к таким	4	3
389	в различных	3	3
390	которые в	2	3
391	после этого	6	3
392	как это	11	3
393	а мы	2	3
394	большинстве случаев	2	3
395	значит что	2	3
396	в двух	2	3
397	для обозначения	2	3
398	многих случаях	4	3
399	из своих	2	3
400	мы увидим	8	3
401	в первый	5	3
402	должен был	3	3
403	на природу	2	3
404	ее в	7	3
405	в большинстве	2	3
406	их и	3	3
407	многие другие	2	3
408	в разные	4	3
409	на первый	3	3
410	в форме	3	3
411	не значит	2	3
412	не знали	2	2
413	ее и	2	2
414	не будем	5	2
415	на других	3	2
416	или с	4	2
417	можно будет	3	2
418	ни одно	2	2
419	они были	2	2
420	следующим образом	9	2
421	в г	6	2
422	ни одна	2	2
423	а а	33	2
424	отличаются от	2	2
425	же не	2	2
426	исходя из	2	2
427	который в	2	2
428	этом не	2	2
429	следующее в	2	2
430	быть и	3	2
431	судить по	2	2
432	у и	2	2
433	можно объяснить	3	2
434	они могли	2	2
435	должны были	3	2
436	как у	2	2
437	или на	11	2
438	можно говорить	2	2
439	только одну	2	2
440	когда он	3	2
441	такую же	2	2
442	эта связь	2	2
443	друг к	2	2
444	и другой	5	2
445	животных и	4	2
446	именно с	3	2
447	в народной	2	2
448	в это	4	2
449	и после	2	2
450	или когда	2	2
451	каждый из	3	2
452	в глаза	3	2
453	нам право	2	2
454	их к	2	2
455	воспоминания о	2	2
456	а на	8	2
457	под ним	2	2
458	и за	2	2
459	нас не	3	2
460	на две	3	2
461	его от	2	2
462	в прошлом	2	2
463	связано с	3	2
464	только с	2	2
465	что каждый	2	2
466	и там	2	2
467	основаны на	2	2
468	в народе	2	2
469	же как	5	2
470	них в	2	2
471	мнение что	2	2
472	от земли	2	2
473	ее на	3	2
474	и еще	2	2
475	всех этих	2	2
476	эти представления	6	2
477	дело не	2	2
478	тут же	2	2
479	его и	2	2
480	же значение	2	2
481	из ряда	2	2
482	говорится о	3	2
483	к другу	2	2
484	из которых	2	2
485	которые как	2	2
486	других случаях	4	2
487	из основных	2	2
488	по содержанию	3	2
489	сходство между	2	2
