N	2gram	Losev_Dial	Formalny
295	однако не	2	5
296	вопрос о	9	5
297	чтобы не	4	4
298	и притом	10	4
299	и следовательно	2	4
300	от него	2	4
301	жизнь не	2	4
302	но даже	4	4
303	и сами	2	4
304	слово в	2	4
305	он должен	3	4
306	как он	4	4
307	тогда когда	9	4
308	на котором	2	4
309	о нем	6	4
310	и тех	2	4
311	лучшем случае	2	4
312	к этой	2	4
313	можно и	6	4
314	так чтобы	4	4
315	не будет	5	4
316	или в	4	4
317	и во	3	4
318	и тогда	6	4
319	был бы	2	4
320	одна из	4	4
321	только как	7	4
322	не значит	5	4
323	тех же	2	4
324	истории и	6	4
325	только то	2	4
326	бы к	2	4
327	тем не	10	4
328	едва ли	2	4
329	сама по	11	4
330	целый ряд	3	4
331	как не	4	4
332	превращается в	6	4
333	та же	5	4
334	тот или	2	4
335	в таком	15	4
336	и о	9	4
337	от одного	2	4
338	все остальное	4	4
339	в целях	4	4
340	но если	11	4
341	или на	2	4
342	думать что	3	4
343	подобно тому	5	4
344	что для	5	4
345	что такое	25	4
346	такое понимание	2	4
347	зависит от	4	4
348	или иначе	2	4
349	мы говорим	4	4
350	и этим	3	4
351	в лучшем	2	4
352	совпадает с	2	4
353	или иное	4	4
354	к другому	2	4
355	в некоторых	3	4
356	что было	2	4
357	е как	2	4
358	все в	3	4
359	исторического процесса	2	4
360	мы и	4	4
361	в каких	2	4
362	и если	5	3
363	форма и	3	3
364	перед нами	5	3
365	никакого отношения	5	3
366	или иной	4	3
367	бытия в	2	3
368	а что	6	3
369	том как	2	3
370	в каком	9	3
371	что уже	3	3
372	есть только	13	3
373	в понятии	2	3
374	этом условии	2	3
375	как таковым	2	3
376	то мы	3	3
377	это понятие	3	3
378	из ее	3	3
379	не всегда	3	3
380	в науке	3	3
381	что жизнь	2	3
382	и при	4	3
383	души и	3	3
384	так что	11	3
385	со всеми	2	3
386	но как	3	3
387	говорить об	2	3
388	так или	2	3
389	она была	3	3
390	в чисто	2	3
391	в точном	2	3
392	точка зрения	5	3
393	что на	3	3
394	возможно только	7	3
395	и вне	3	3
396	же он	2	3
397	и совершенно	2	3
398	ни одного	2	3
399	мы видим	4	3
400	себе а	2	3
401	было в	2	3
402	это значит	29	3
403	е в	4	3
404	становится и	2	3
405	одно а	2	3
406	культуры и	2	3
407	никак не	3	3
408	можно только	5	3
409	быть только	2	3
410	тем более	5	3
411	в это	4	3
412	это было	5	3
413	во всем	5	3
414	теперь мы	4	3
415	то или	4	3
416	на первый	4	3
417	фактов и	3	3
418	и другое	2	3
419	сознания в	2	3
420	в чем	11	3
421	именно это	2	3
422	и из	2	3
423	ничто не	2	3
424	вообще не	3	3
425	на то	5	3
426	он может	2	3
427	если это	2	3
428	от чего	7	3
429	во что	5	3
430	явления и	4	3
431	когда он	3	3
432	сознания и	5	3
433	из себя	3	3
434	вещей и	6	3
435	целое и	2	3
436	в одном	3	3
437	а именно	7	3
438	но что	11	3
439	и прежде	6	3
440	мы мыслим	3	3
441	сами эти	2	3
442	можно назвать	3	3
443	с их	4	3
444	что эта	2	3
445	ровно ничего	9	3
446	и чисто	6	3
447	не просто	20	3
448	не то	3	3
449	ничего общего	2	3
450	первый план	4	3
451	но оно	2	3
452	но они	3	3
453	но он	3	3
454	без того	3	2
455	только тогда	7	2
456	и хорошо	2	2
457	от всего	6	2
458	как чисто	2	2
459	всем этом	2	2
460	из того	2	2
461	и сама	6	2
462	о чем	2	2
463	можно утверждать	2	2
464	человека и	2	2
465	или нет	8	2
466	выйти за	3	2
467	и необходимости	5	2
468	но почему	2	2
469	ибо они	2	2
470	только теперь	2	2
471	есть не	11	2
472	если она	4	2
473	сама она	2	2
474	не потому	2	2
475	ведь это	2	2
476	и позитивизм	2	2
477	были бы	2	2
478	и всякая	2	2
479	пр в	2	2
480	что если	5	2
481	в виде	11	2
482	естественно и	2	2
483	при помощи	6	2
484	природы или	2	2
485	и та	4	2
486	говорить не	3	2
487	и ни	3	2
488	где же	4	2
489	одной и	4	2
490	же мы	5	2
491	не знает	4	2
492	ведь и	3	2
493	от всякого	5	2
494	только потому	4	2
495	и эти	2	2
496	но так	2	2
497	мере в	3	2
498	это уже	2	2
499	только к	3	2
500	что этот	3	2
501	а если	5	2
502	или вообще	3	2
503	и само	3	2
504	мира и	3	2
505	и без	4	2
506	или к	2	2
507	мы имеем	3	2
508	уже о	7	2
509	не говоря	6	2
510	этой точки	4	2
511	что сегодня	3	2
512	или иная	3	2
513	значит что	29	2
514	отлично от	7	2
515	та или	4	2
516	есть еще	4	2
517	обычно не	2	2
518	тогда и	2	2
519	его на	3	2
520	в силу	5	2
521	тем или	3	2
522	он просто	4	2
523	с ними	3	2
524	находится в	2	2
525	и судьба	2	2
526	при всем	5	2
527	сюда же	2	2
528	о ней	3	2
529	существует не	2	2
530	заключается в	3	2
531	в природе	5	2
532	в нас	2	2
533	говоря уже	6	2
534	никто не	4	2
535	хорошо но	2	2
536	говорят что	3	2
537	нет никакого	10	2
538	не объясняет	2	2
539	жизни с	2	2
540	вопрос об	3	2
541	тогда не	2	2
542	также не	3	2
543	представление о	3	2
544	конечно такое	2	2
545	но она	4	2
546	особого рода	3	2
547	или не	10	2
548	и нет	9	2
549	нет никаких	3	2
550	одно и	6	2
551	это учение	3	2
552	же это	4	2
553	в собственном	3	2
554	же такое	3	2
555	в последнее	2	2
556	что она	13	2
557	и жизни	8	2
558	себя в	3	2
559	или другим	3	2
560	дело не	2	2
561	но совершенно	2	2
562	мы только	3	2
563	из нее	2	2
564	в этот	3	2
565	той или	3	2
566	может существовать	4	2
567	история в	2	2
568	прежде чем	2	2
569	и вот	13	2
570	и нужно	2	2
571	они могли	2	2
572	с другим	2	2
573	говорят о	2	2
574	изменения и	3	2
575	что его	5	2
576	а для	2	2
577	но только	7	2
578	ни к	3	2
579	последнее время	2	2
580	все равно	5	2
581	только так	2	2
582	ни с	4	2
583	и так	2	2
584	конечно и	2	2
585	очень много	3	2
586	мы еще	2	2
587	всей его	2	2
588	не должно	2	2
589	их не	3	2
590	или иных	2	2
591	строго говоря	2	2
592	на нем	3	2
593	только одна	3	2
594	как с	2	2
595	в другой	2	2
596	же они	2	2
597	допустим что	16	2
598	однако это	2	2
599	этих последних	3	2
600	таком случае	11	2
601	ее от	2	2
602	иметь в	3	2
603	что мы	10	2
604	и самой	2	2
605	несмотря на	2	2
606	все что	3	2
607	тех или	6	2
608	иной раз	3	2
609	говорит о	5	2
610	так то	5	2
611	и чтобы	2	2
612	данный момент	2	2
613	вещах и	3	2
614	и есть	24	2
615	одних и	2	2
616	и становится	2	2
617	и всякий	4	2
618	чем в	2	2
