N	2gram	Tiupa_Anal	Marksizm
195	должно быть	2	5
196	ее в	2	5
197	по преимуществу	4	5
198	язык есть	2	5
199	одни и	2	5
200	но не	13	5
201	и является	4	5
202	для себя	3	5
203	слова о	2	5
204	таком случае	5	5
205	в одном	3	5
206	вместе с	6	5
207	не могут	3	4
208	его к	3	4
209	или даже	3	4
210	нуждается в	9	4
211	как он	4	4
212	едва ли	4	4
213	в области	4	4
214	к своему	2	4
215	так что	3	4
216	и к	5	4
217	что все	2	4
218	можно сказать	6	4
219	этой связи	2	4
220	одного из	4	4
221	внутреннего и	2	4
222	между двумя	7	4
223	и до	3	4
224	во внутренней	2	4
225	и самого	3	4
226	он был	3	4
227	нет и	2	4
228	как от	2	4
229	слов и	2	4
230	и то	4	4
231	к его	3	4
232	первом случае	2	4
233	но при	2	4
234	независимо от	2	4
235	какой бы	2	4
236	нет ничего	2	4
237	в которой	3	4
238	только с	2	4
239	и тот	2	4
240	именно здесь	2	4
241	установкой на	3	4
242	одним из	3	4
243	не знает	4	4
244	автора и	4	4
245	но к	3	4
246	в устах	2	4
247	из них	2	4
248	подхода к	3	4
249	несмотря на	5	4
250	из этого	2	4
251	и особенно	4	4
252	тем что	2	4
253	даже в	5	3
254	не о	3	3
255	в действительности	2	3
256	этого рода	2	3
257	не все	3	3
258	по своей	6	3
259	знакового материала	3	3
260	как к	2	3
261	должен быть	6	3
262	другого в	3	3
263	роль в	3	3
264	ведь это	2	3
265	тогда когда	3	3
266	в целом	9	3
267	и та	2	3
268	или менее	2	3
269	ко всем	2	3
270	не так	3	3
271	как это	5	3
272	мы узнаем	2	3
273	более или	2	3
274	потому что	3	3
275	том числе	3	3
276	ответ на	3	3
277	между собой	2	3
278	в данный	2	3
279	и по	2	3
280	и тогда	3	3
281	имеет место	6	3
282	чужих слов	2	3
283	могла бы	3	3
284	одно и	2	3
285	того или	3	3
286	не становится	3	3
287	здесь не	2	3
288	с их	2	3
289	деле в	2	3
290	тем не	3	3
291	друг с	2	3
292	себя самого	2	3
293	выходят за	2	3
294	науке о	2	3
295	не приходится	2	3
296	его и	3	3
297	и о	3	3
298	на протяжении	2	3
299	не с	8	3
300	на этот	2	3
301	то он	3	3
302	также и	3	3
303	прежде чем	2	3
304	он может	2	3
305	с другом	2	3
306	со стороны	5	3
307	или иначе	2	3
308	в диалоге	2	3
309	приводит к	2	3
310	из которых	4	3
311	еще в	4	3
312	совпадает с	6	3
313	или точнее	2	3
314	однако не	4	3
315	свидетельствует о	4	3
316	говорить о	3	3
317	данный момент	2	3
318	и есть	3	3
319	не следует	6	3
320	с ним	6	3
321	на все	2	3
322	в речь	2	3
323	в широком	4	2
324	тем самым	9	2
325	ни о	3	2
326	остается в	2	2
327	вступает в	4	2
328	так например	2	2
329	для нее	2	2
330	одну из	2	2
331	крайней мере	4	2
332	каждый из	3	2
333	случае это	2	2
334	иное как	6	2
335	с той	2	2
336	сами по	3	2
337	иметь место	2	2
338	оказывается в	2	2
339	от себя	4	2
340	имеют место	2	2
341	не остается	2	2
342	в частности	32	2
343	и за	3	2
344	зрения в	2	2
345	тем как	2	2
346	была бы	4	2
347	всего в	3	2
348	а с	3	2
349	о нем	4	2
350	для данного	3	2
351	же не	3	2
352	искусство и	2	2
353	могли бы	2	2
354	к самому	2	2
355	широком смысле	2	2
356	или ином	4	2
357	том или	4	2
358	на его	4	2
359	в психике	2	2
360	в романе	2	2
361	лишь при	4	2
362	и во	3	2
363	себя и	5	2
364	заключается в	2	2
365	никто не	3	2
366	нашем случае	3	2
367	данном случае	3	2
368	из виду	3	2
369	во внешнем	4	2
370	что как	3	2
371	смысла и	3	2
372	или иного	3	2
373	в сознании	6	2
374	речевого потока	2	2
375	в литературе	4	2
376	в собственном	3	2
377	в первой	2	2
378	его как	3	2
379	всех этих	2	2
380	с целью	2	2
381	даже не	2	2
382	отличается от	3	2
383	место лишь	3	2
384	не что	5	2
385	не просто	2	2
386	есть вещь	2	2
387	во второй	3	2
388	превращается в	3	2
389	бы не	3	2
390	сознания в	4	2
391	в коем	2	2
392	и наконец	2	2
393	в речи	3	2
394	как о	2	2
395	с этой	2	2
396	в чем	2	2
397	по крайней	4	2
398	не ощущается	2	2
399	и всего	2	2
400	на него	3	2
401	дело с	5	2
402	творческий акт	2	2
403	есть в	4	2
404	быть не	3	2
405	вообще не	2	2
406	за пределами	3	2
407	автором в	2	2
408	не вполне	2	2
409	принадлежит только	2	2
410	и если	2	2
411	коем случае	2	2
412	как системе	2	2
413	этом смысле	3	2
414	и соответственно	5	2
415	а именно	3	2
416	времени не	2	2
417	что мы	3	2
418	автором и	2	2
419	смысл его	3	2
420	по его	2	2
421	тому же	6	2
422	жизни но	3	2
423	отношения к	4	2
424	первой части	2	2
425	героя как	2	2
