N	2gram	Bakhtin_Fr	slovoVRo
325	и оценок	3	3
326	к этому	5	3
327	от этого	3	3
328	дело в	2	3
329	должно быть	4	3
330	по всей	2	3
331	это было	4	3
332	на него	2	3
333	именно здесь	2	3
334	но уже	3	3
335	во второй	3	3
336	тем что	8	3
337	в связи	3	3
338	и другие	3	3
339	такой же	3	3
340	нас в	3	3
341	которых мы	2	3
342	где она	2	3
343	не должно	3	3
344	правда не	2	3
345	не есть	2	3
346	в этой	18	3
347	к новому	2	3
348	потому что	9	3
349	все что	5	3
350	целый ряд	4	3
351	если мы	2	3
352	и это	6	3
353	в эту	2	3
354	вещей и	2	3
355	с таким	2	3
356	не знаем	2	3
357	с одним	2	3
358	в форме	6	3
359	и тем	3	3
360	и нет	2	3
361	на самом	2	2
362	ему не	2	2
363	в таких	2	2
364	во все	3	2
365	из всех	2	2
366	явления и	2	2
367	есть только	3	2
368	к себе	3	2
369	и у	7	2
370	связанное с	2	2
371	и есть	3	2
372	есть не	2	2
373	и эти	2	2
374	здесь это	2	2
375	как он	4	2
376	у них	3	2
377	и вся	3	2
378	так что	2	2
379	но по	3	2
380	своего времени	3	2
381	есть в	9	2
382	бы его	2	2
383	то что	12	2
384	по своему	3	2
385	явление в	3	2
386	в руках	4	2
387	что все	3	2
388	одного из	3	2
389	с самого	2	2
390	борьбу с	2	2
391	связь с	2	2
392	в образе	6	2
393	которые были	2	2
394	и т.п	21	2
395	не могла	2	2
396	между ними	2	2
397	в основу	2	2
398	на них	3	2
399	иногда в	3	2
400	место в	4	2
401	в ее	6	2
402	ведь в	2	2
403	мы видим	13	2
404	в историческом	3	2
405	и самый	2	2
406	нужно сказать	4	2
407	что они	2	2
408	во всей	2	2
409	из самых	4	2
410	осмысления и	2	2
411	на языке	4	2
412	проникает в	3	2
413	того как	7	2
414	очень часто	5	2
415	это очень	2	2
416	все то	3	2
417	до нас	10	2
418	и что	5	2
419	время в	3	2
420	влияние и	3	2
421	существенную роль	2	2
422	можно было	4	2
423	и эта	4	2
424	и обратно	3	2
425	та же	7	2
426	же в	2	2
427	но этот	4	2
428	он был	7	2
429	в области	3	2
430	правда и	2	2
431	мира в	6	2
432	об этом	2	2
433	в новых	3	2
434	они как	3	2
435	как о	5	2
436	ни было	2	2
437	у нас	4	2
438	как у	3	2
439	а именно	2	2
440	и со	2	2
441	нет никакой	2	2
442	существенное значение	3	2
443	в течение	2	2
444	действующих лиц	2	2
445	но они	3	2
446	наших дней	2	2
447	том и	2	2
448	остановимся на	3	2
449	в средние	9	2
450	образ в	2	2
451	и глубокое	2	2
452	средние века	9	2
453	xvii века	4	2
454	от всех	3	2
455	мы увидим	4	2
456	в котором	4	2
457	глядя на	2	2
458	все новые	2	2
459	во франции	4	2
460	в начале	4	2
461	момент в	4	2
462	дано в	2	2
463	несмотря на	3	2
464	уже говорили	13	2
465	и особенно	3	2
466	но их	2	2
467	не просто	3	2
468	он есть	2	2
469	нового времени	5	2
470	в нашем	2	2
471	из древнейших	2	2
472	а следовательно	2	2
473	подчеркнуть что	4	2
