N	2gram	Vygotskiy_	Tvorches
102	в момент	4	6
103	с ним	6	6
104	а потому	3	6
105	ничего не	6	5
106	до конца	3	5
107	не имеют	4	5
108	в одной	2	5
109	приходит к	6	5
110	по отношению	19	5
111	но если	7	5
112	и других	7	5
113	как он	7	5
114	в виде	3	5
115	в своем	11	5
116	а с	3	5
117	в них	3	5
118	и это	3	5
119	значит что	6	5
120	что не	2	5
121	что и	11	5
122	мы не	6	5
123	и по	5	5
124	что они	8	5
125	в истории	3	5
126	во всей	3	5
127	тот же	7	5
128	показывает что	9	5
129	все время	3	5
130	с этим	9	5
131	в первой	2	5
132	дело не	2	5
133	мысли и	7	5
134	процесса в	3	5
135	между тем	5	5
136	и другие	13	5
137	в известной	3	5
138	отношению к	19	5
139	что у	4	5
140	с другой	11	5
141	что я	4	5
142	если не	3	5
143	из них	6	5
144	я не	6	5
145	но с	2	5
146	в область	2	4
147	в плане	2	4
148	и потому	3	4
149	это и	3	4
150	только на	3	4
151	в частности	9	4
152	как это	11	4
153	отличие от	3	4
154	не знает	6	4
155	в такой	5	4
156	самого начала	8	4
157	того что	34	4
158	что все	9	4
159	к нему	4	4
160	но только	4	4
161	он говорит	3	4
162	точки зрения	27	4
163	на улице	2	4
164	ту же	5	4
165	что на	2	4
166	могут быть	7	4
167	сих пор	3	4
168	же как	9	4
169	с ними	4	4
170	мы видим	6	4
171	который в	2	4
172	в основе	12	4
173	как известно	7	4
174	говорит о	4	4
175	себя в	4	4
176	говорит что	7	4
177	это значит	5	4
178	известно что	2	4
179	тем что	12	4
180	и наконец	3	4
181	и есть	8	4
182	с этой	8	4
183	такой же	4	4
184	его и	4	4
185	что его	2	4
186	ведет к	2	4
187	не означает	5	4
188	в отличие	3	4
189	с самого	8	4
190	и более	8	4
191	зависит от	4	4
192	этот вопрос	8	4
193	в которых	2	4
194	представляет собой	11	4
195	еще в	3	4
196	к жизни	7	4
197	с точки	12	4
198	говорить о	3	4
199	по самой	4	4
200	той же	7	4
201	связана с	2	4
202	но он	8	4
203	до сих	3	4
204	в ходе	17	3
205	не есть	4	3
206	этого вопроса	5	3
207	его к	2	3
208	на самом	3	3
209	в процессе	37	3
210	от него	3	3
211	к другим	2	3
212	в другом	7	3
213	отношение к	12	3
214	едва ли	2	3
215	к которому	7	3
216	в виду	4	3
217	на все	7	3
218	и тем	5	3
219	со стороны	3	3
220	в области	19	3
221	самой своей	2	3
222	но что	6	3
223	мы знаем	5	3
224	является одним	2	3
225	как уже	5	3
226	в свете	4	3
227	к тому	14	3
228	в ней	2	3
229	другой стороны	9	3
230	что оно	9	3
231	всяком случае	2	3
232	не то	5	3
233	развития в	14	3
234	должны быть	2	3
235	что с	7	3
236	там где	2	3
237	никто не	2	3
238	в первом	4	3
239	можно сказать	7	3
240	заключается в	15	3
241	как мы	20	3
242	вот почему	3	3
243	сказать что	18	3
244	если в	4	3
245	то в	7	3
246	из этих	2	3
247	в начале	2	3
248	это в	2	3
249	больше чем	6	3
250	собой в	2	3
251	отличается от	2	3
252	в этот	4	3
253	ни на	3	3
254	только что	6	3
255	во второй	4	3
256	кроме того	2	3
257	не является	7	3
258	только для	2	3
259	ее в	3	3
260	для того	20	3
261	и их	4	3
262	у нас	4	3
263	со всеми	2	3
264	на протяжении	2	3
265	не с	2	3
266	в жизни	2	3
267	на этот	9	3
268	но уже	2	3
269	в себя	4	3
270	что для	2	3
271	и к	7	3
272	но на	2	3
273	на этом	8	3
274	к осознанию	11	3
275	по себе	8	3
276	как она	3	3
277	несмотря на	3	3
278	может не	3	3
279	жизни и	2	3
280	но когда	2	3
281	и что	18	3
282	во всяком	4	3
283	и только	4	3
284	тому же	3	3
285	в одном	3	3
286	данном случае	3	2
287	которого он	2	2
288	все более	4	2
289	в отношении	18	2
290	к одному	4	2
291	и притом	2	2
292	в первую	4	2
293	что ему	2	2
294	видим в	2	2
295	не могут	7	2
296	но мы	7	2
297	слова не	2	2
298	говорили что	2	2
299	чем его	3	2
300	не прав	2	2
301	но как	6	2
302	он приходит	2	2
303	о чем	3	2
304	в тех	2	2
305	вслед за	3	2
306	и поэтому	2	2
307	включает в	3	2
308	но прежде	2	2
309	в силу	14	2
310	по своей	7	2
311	уже по	5	2
312	является в	2	2
313	есть не	3	2
314	он еще	3	2
315	сказывается в	2	2
316	свою очередь	4	2
317	начинается с	2	2
318	самого процесса	3	2
319	в современной	3	2
320	знает что	5	2
321	возможностей в	2	2
322	образом в	2	2
323	связанного с	2	2
324	с тем	9	2
325	этот факт	3	2
326	без всякой	2	2
327	тому что	14	2
328	она не	2	2
329	на том	4	2
330	он в	3	2
331	затем как	2	2
332	того же	13	2
333	точка зрения	8	2
334	которая в	3	2
335	приходит в	2	2
336	говорит об	2	2
337	ответ на	3	2
338	настоящее время	2	2
339	то это	2	2
340	между собой	17	2
341	в известном	9	2
342	что же	2	2
343	нуждается в	3	2
344	и отношений	7	2
345	того чтобы	26	2
346	числе и	2	2
347	было бы	18	2
348	представляют собой	4	2
349	же в	2	2
350	связи с	9	2
351	первую очередь	4	2
352	в сущности	17	2
353	в связи	6	2
354	в качестве	13	2
355	значение в	3	2
356	учит нас	4	2
357	в действительности	6	2
358	и того	8	2
359	слова из	2	2
360	по поводу	3	2
361	отношений между	4	2
362	мышления и	8	2
363	по способу	2	2
364	что если	6	2
365	известном смысле	7	2
366	но при	2	2
367	не должны	2	2
368	в данном	4	2
369	только то	4	2
370	с каким	2	2
371	во всех	3	2
372	высшей степени	3	2
373	не нужно	2	2
374	влияет на	5	2
375	из нее	5	2
376	по мере	6	2
377	но этот	3	2
378	переход от	7	2
379	своего собственного	3	2
380	в мысли	8	2
381	у одного	3	2
382	должен был	3	2
383	и потом	2	2
384	в речи	3	2
385	этой области	3	2
386	другом в	2	2
387	в результате	9	2
388	указывает на	3	2
389	думается что	5	2
390	в целях	2	2
391	в тот	4	2
392	одновременно с	4	2
393	отношении к	2	2
394	с одной	10	2
395	в сферу	2	2
396	от одной	2	2
397	не имеет	7	2
398	и является	6	2
399	столь же	5	2
400	и здесь	2	2
401	их в	3	2
402	все что	2	2
403	означает в	3	2
404	представляется нам	4	2
405	в ряде	2	2
406	в сфере	9	2
407	к его	4	2
408	но для	3	2
409	с которым	2	2
410	с их	4	2
411	из этого	3	2
412	уже говорили	2	2
413	конце концов	2	2
414	не говорит	3	2
415	или даже	2	2
416	своей собственной	2	2
417	не первым	2	2
418	том числе	2	2
419	и делает	2	2
420	как на	4	2
421	в высшей	3	2
422	как его	2	2
423	этот момент	2	2
424	как раз	5	2
425	не дает	2	2
426	мы уже	4	2
427	ясно что	2	2
