N	2gram	Propp_Isto	Problema
331	даже в	5	7
332	что их	3	7
333	не на	2	7
334	в это	2	7
335	даже не	2	7
336	но что	2	7
337	была бы	2	7
338	же как	7	7
339	на этот	2	7
340	ее в	7	7
341	не можем	4	7
342	большей частью	2	7
343	мы могли	2	7
344	первый взгляд	2	6
345	не как	3	6
346	с той	2	6
347	то мы	6	6
348	просто как	2	6
349	а есть	2	6
350	в зависимости	3	6
351	само по	2	6
352	себе а	2	6
353	на него	7	6
354	по своей	2	6
355	ни к	3	6
356	когда он	9	6
357	имеем в	4	6
358	этот вопрос	7	6
359	часто бывает	2	6
360	именно на	2	6
361	поскольку они	2	6
362	не знает	7	6
363	но с	3	6
364	чтобы не	3	6
365	в действительности	2	6
366	есть и	2	6
367	не всегда	9	6
368	после этого	5	6
369	видно что	9	6
370	по существу	7	6
371	пор мы	4	6
372	с которой	2	6
373	могут быть	5	6
374	в мифе	3	6
375	содержится в	2	6
376	во время	5	6
377	бы быть	4	6
378	но она	2	6
379	как оно	3	6
380	дело не	8	6
381	к ней	3	6
382	в него	2	6
383	мы еще	4	6
384	уже у	2	6
385	зависимости от	3	6
386	уже на	2	6
387	к своему	3	6
388	можно найти	2	6
389	не мог	4	6
390	отношения к	2	6
391	но оно	4	6
392	и пусть	2	5
393	в область	4	5
394	говорили что	3	5
395	в нее	2	5
396	одна из	4	5
397	бы его	2	5
398	он должен	3	5
399	но по	3	5
400	из всех	2	5
401	тот кто	3	5
402	имеет свою	2	5
403	об этой	2	5
404	ли он	3	5
405	по одному	2	5
406	это за	5	5
407	и тот	3	5
408	себе не	2	5
409	или на	7	5
410	от его	2	5
411	том чтобы	2	5
412	чтобы понять	3	5
413	тому как	3	5
414	не знаем	3	5
415	я не	5	5
416	что эта	3	5
417	в каких	3	5
418	за то	3	5
419	оно и	2	5
420	ясно и	2	5
421	между тем	2	5
422	ничем не	2	5
423	во многих	2	5
424	его не	3	5
425	мы видели	4	5
426	о нем	5	5
427	утверждать что	3	5
428	на себя	2	5
429	здесь необходимо	2	5
430	там где	5	5
431	и когда	4	5
432	только по	2	5
433	к этому	2	5
434	хотя в	3	5
435	должно быть	2	5
436	себя в	2	5
437	в свете	4	5
438	одним из	2	5
439	в пределах	4	5
440	они не	8	5
441	подобно тому	3	5
442	поэтому в	2	5
443	по его	3	5
444	этих случаях	11	5
445	на эту	3	4
446	именно так	2	4
447	должны были	9	4
448	наряду с	6	4
449	можно судить	2	4
450	должен быть	3	4
451	а как	2	4
452	нас к	2	4
453	у них	2	4
454	при таком	2	4
455	отличие от	3	4
456	одно из	2	4
457	так например	7	4
458	в эту	3	4
459	в ту	2	4
460	она и	2	4
461	и она	4	4
462	не выходит	2	4
463	то не	3	4
464	себя и	2	4
465	и они	5	4
466	на нее	3	4
467	дает нам	3	4
468	что от	2	4
469	таких случаях	4	4
470	и часто	4	4
471	в брак	3	4
472	тот момент	3	4
473	именно потому	2	4
474	с целью	2	4
475	можно говорить	2	4
476	если это	3	4
477	античности и	2	4
478	только после	3	4
479	указанием на	2	4
480	в глаза	2	4
481	нет в	2	4
482	этот мотив	3	4
483	связаны между	2	4
484	как нам	2	4
485	на котором	5	4
486	xix века	2	4
487	дело с	2	4
488	к этой	5	4
489	но мы	2	4
490	и вместе	2	4
491	и др	11	4
492	в разных	2	4
493	можно назвать	3	4
494	в сущности	2	4
495	войти в	2	4
496	значения этого	2	4
497	например в	7	4
498	что эти	5	4
499	образов и	2	4
500	очень часто	7	4
501	в мир	2	4
502	там и	3	4
503	к ним	4	4
504	на это	3	4
505	мы увидим	17	4
506	и пр	11	4
507	но они	6	4
508	в русской	7	4
509	это время	3	4
510	целое и	2	4
511	мог бы	3	4
512	так чтобы	3	4
513	ему в	3	4
514	воздействовать на	2	3
515	не содержит	2	3
516	в новой	2	3
517	они должны	3	3
518	но так	3	3
519	в более	2	3
520	мы хотим	2	3
521	в отличие	3	3
522	и знает	2	3
523	в образе	3	3
524	видит в	2	3
525	до наших	2	3
526	то чего	4	3
527	чтобы они	2	3
528	должна быть	5	3
529	когда она	3	3
530	борьбы с	2	3
531	о смерти	7	3
532	мысль о	2	3
533	в некотором	2	3
534	так то	2	3
535	превращается в	4	3
536	после того	2	3
537	из таких	2	3
538	он может	2	3
539	столь же	2	3
540	связанные с	3	3
541	это так	6	3
542	представляет собой	7	3
543	заметить что	2	3
544	увидим ниже	5	3
545	как она	3	3
546	совершенно ясно	3	3
547	он видит	3	3
548	находится в	6	3
549	говорят что	5	3
550	здесь идет	2	3
551	них не	2	3
552	и должно	3	3
553	чем в	2	3
554	в очень	4	3
555	но можно	2	3
556	в одной	3	3
557	но есть	3	3
558	со стороны	3	3
559	относится и	2	3
560	так называемая	3	3
561	ни один	8	3
562	образом в	2	3
563	от этих	2	3
564	происходит в	3	3
565	пока не	5	3
566	время в	2	3
567	выше мы	6	3
568	которая была	2	3
569	на другой	2	3
570	здесь будет	3	3
571	есть еще	3	3
572	не сам	2	3
573	с ними	2	3
574	вот почему	2	3
575	мы видим	16	3
576	уже видели	4	3
577	эти слова	3	3
578	то ясно	2	3
579	и мы	2	3
580	т е	30	3
581	с такими	2	3
582	представлений о	4	3
583	но все-таки	2	3
584	еще до	2	3
585	не обладает	3	3
586	должен был	6	3
587	а для	2	3
588	это конечно	3	3
589	связан с	4	3
590	нами как	2	3
591	один и	2	3
592	знаем что	9	3
593	это одно	2	3
594	там же	3	3
595	на этом	3	3
596	и именно	2	3
597	и миф	2	3
598	в середине	3	3
599	в совершенно	2	3
600	здесь имеется	2	3
601	в системе	2	3
602	стоит на	2	2
603	и должен	3	2
604	действия и	3	2
605	становится ясным	2	2
606	приходит к	2	2
607	в состоянии	2	2
608	же здесь	2	2
609	и эти	4	2
610	же можно	3	2
611	на ступени	3	2
612	доказывает что	2	2
613	очень мало	2	2
614	которые можно	2	2
615	его по	2	2
616	такой же	2	2
617	отказаться от	2	2
618	здесь он	2	2
619	и говорит	2	2
620	точка зрения	2	2
621	большую роль	3	2
622	с наступлением	3	2
623	хотя он	2	2
624	своего рода	2	2
625	не говорится	2	2
626	поставить вопрос	2	2
627	только из	2	2
628	этот момент	3	2
629	это значение	2	2
630	всех случаях	2	2
631	это происходит	3	2
632	и вот	2	2
633	то здесь	2	2
634	и со	2	2
635	не должен	8	2
636	самый факт	2	2
637	не видят	4	2
638	видели что	5	2
639	за собой	3	2
640	от солнца	2	2
641	только одна	2	2
642	первобытного мышления	2	2
643	за него	2	2
644	на которой	2	2
645	д все	3	2
646	вступает в	2	2
647	бы дать	3	2
648	а по	3	2
649	где нет	2	2
650	роль в	3	2
651	здесь кроется	2	2
652	же что	2	2
653	эта связь	4	2
654	чем это	5	2
655	этого делать	2	2
656	в стороне	4	2
657	но его	3	2
658	в глубине	2	2
659	у меня	4	2
660	не дает	2	2
661	а так	2	2
662	этого вопроса	3	2
663	вслед за	7	2
664	по отношению	6	2
665	бы так	2	2
666	мы рассматривали	2	2
667	здесь на	2	2
668	о связи	2	2
669	у вас	2	2
670	героя в	6	2
671	и дает	2	2
672	здесь можно	5	2
673	со мной	2	2
674	право на	5	2
675	нужно было	2	2
676	видно из	2	2
677	к мифу	2	2
678	среди этих	3	2
679	дает ему	2	2
680	с одним	4	2
681	большинстве случаев	4	2
682	ее на	2	2
683	на них	2	2
684	над ними	2	2
685	на более	6	2
686	силу и	2	2
687	других случаях	2	2
688	можно усмотреть	2	2
689	и между	3	2
690	будем здесь	2	2
691	по пути	2	2
692	мы нашли	3	2
693	на стадии	2	2
694	в прошлом	2	2
695	также в	2	2
696	мотив о	2	2
697	мы привели	2	2
698	в данной	2	2
699	что ее	2	2
700	не означает	2	2
701	отношению к	6	2
702	наших дней	2	2
703	рассматривать как	2	2
704	не с	3	2
705	зависит от	3	2
706	мне не	2	2
707	слова в	2	2
708	есть на	2	2
709	должны быть	4	2
710	очень долго	2	2
711	этого не	6	2
712	но их	2	2
713	а пока	2	2
714	сожалению однако	2	2
715	подчеркнуть что	2	2
716	на основе	6	2
717	же эти	2	2
