N	2gram	Propp_Russ	Problemy
156	и здесь	3	6
157	на них	4	6
158	одна из	12	6
159	для этого	6	6
160	с этим	4	6
161	можно было	3	6
162	за ним	3	6
163	во всем	2	6
164	кроме того	3	6
165	друг друга	3	6
166	в отличие	4	6
167	и пр	4	6
168	в этой	4	6
169	на то	2	6
170	в своих	3	6
171	этот вопрос	4	6
172	в которых	8	6
173	на этом	6	6
174	как на	2	6
175	и то	2	5
176	с таким	2	5
177	есть и	2	5
178	том же	6	5
179	здесь мы	3	5
180	по своему	2	5
181	с тем	14	5
182	тому что	4	5
183	на себя	4	5
184	один из	10	5
185	мы не	11	5
186	его как	2	5
187	в глаза	3	5
188	то есть	3	5
189	та же	4	5
190	подобно тому	3	5
191	именно в	3	5
192	когда он	3	5
193	как можно	3	5
194	тому как	3	5
195	с собой	4	5
196	быть и	3	5
197	в ней	3	5
198	вместе с	16	5
199	тем не	3	4
200	он должен	2	4
201	в одно	2	4
202	из которых	2	4
203	каждый из	3	4
204	мы видели	3	4
205	от них	4	4
206	в эту	3	4
207	только с	2	4
208	не значит	2	4
209	к слову	3	4
210	находится в	3	4
211	связи с	6	4
212	он был	2	4
213	во всей	2	4
214	нет в	2	4
215	что с	2	4
216	то и	4	4
217	всех этих	2	4
218	в которой	3	4
219	от другого	2	4
220	в свете	5	4
221	к другу	2	4
222	что если	2	4
223	об этом	11	4
224	с этой	2	4
225	жизнь и	2	4
226	все что	2	4
227	оно не	2	4
228	еще в	6	4
229	все в	2	4
230	и действительно	2	4
231	друг к	2	4
232	таким же	4	4
233	данном случае	8	3
234	или даже	3	3
235	следовательно и	2	3
236	только у	2	3
237	о чем	7	3
238	в настоящее	3	3
239	которые в	2	3
240	на которой	2	3
241	в основном	4	3
242	в последний	5	3
243	увидим что	2	3
244	в руках	3	3
245	своего рода	3	3
246	что этот	4	3
247	так в	5	3
248	что на	5	3
249	настоящее время	3	3
250	между собой	4	3
251	в эти	4	3
252	того чтобы	6	3
253	а затем	5	3
254	между двумя	2	3
255	и по	10	3
256	же в	5	3
257	е в	17	3
258	этом случае	9	3
259	в других	24	3
260	ее в	7	3
261	того как	6	3
262	мы видим	2	3
263	как например	6	3
264	в данном	7	3
265	из этих	6	3
266	а к	3	3
267	говорить о	2	3
268	и еще	2	3
269	то время	3	3
270	чтобы сделать	2	3
271	значение в	2	3
272	не является	2	3
273	и при	2	3
274	чем у	2	3
275	она в	4	3
276	мы здесь	2	3
277	у нас	11	3
278	по всему	2	3
279	но они	4	3
280	мы можем	2	3
281	не с	5	3
282	на нее	5	3
283	есть в	2	3
284	а за	4	3
285	как символ	2	3
286	о них	2	3
287	но что	2	3
288	говорит о	3	3
289	в один	2	3
290	в таком	5	3
291	его жизнь	2	3
292	в различных	3	3
293	будто бы	10	3
294	ту же	2	3
295	и сами	2	3
296	чем в	4	3
297	где есть	2	2
298	последний день	3	2
299	также не	2	2
300	а и	7	2
301	собой и	2	2
302	но иногда	2	2
303	но она	3	2
304	к этому	7	2
305	должны были	3	2
306	не был	3	2
307	но есть	3	2
308	или же	2	2
309	должен быть	2	2
310	того в	3	2
311	и других	9	2
312	не всегда	4	2
313	ни одно	2	2
314	свою очередь	2	2
315	хозяин и	3	2
316	тогда когда	4	2
317	в образе	3	2
318	и иногда	3	2
319	можно больше	2	2
320	одно из	6	2
321	они и	2	2
322	в особенности	3	2
323	от этого	2	2
324	при всех	2	2
325	в г	6	2
326	мы наблюдаем	2	2
327	заметить что	3	2
328	он пишет	2	2
329	к вам	5	2
330	и там	2	2
331	где они	2	2
332	ответ на	2	2
333	он так	2	2
334	такое же	2	2
335	отнюдь не	3	2
336	для них	5	2
337	же как	5	2
338	ней в	2	2
339	до того	3	2
340	образом в	2	2
341	этом не	2	2
342	следующий за	3	2
343	или не	2	2
344	в россии	4	2
345	независимо от	3	2
346	ее на	3	2
347	не все	4	2
348	но даже	2	2
349	с ней	7	2
350	еще до	2	2
351	в этот	19	2
352	что здесь	4	2
353	из нее	2	2
354	в заключение	2	2
355	в качестве	5	2
356	для того	6	2
357	ее с	2	2
358	в самый	2	2
359	и другие	24	2
360	иметь в	2	2
361	а именно	2	2
362	нет но	2	2
363	для нас	12	2
364	не столько	3	2
365	от одного	2	2
366	но ни	2	2
367	к ней	4	2
368	же но	2	2
369	в какой	3	2
370	после того	3	2
371	на западе	2	2
372	но тем	2	2
373	не имеет	9	2
374	не случайно	2	2
375	в различные	2	2
376	за пределами	2	2
377	еще далеко	2	2
378	не к	3	2
379	в нашем	2	2
380	что для	4	2
381	они становятся	2	2
382	чтобы она	2	2
383	в свою	3	2
384	вся эта	2	2
385	их и	3	2
386	в стороне	2	2
387	только как	2	2
388	для наших	2	2
389	что каждый	2	2
