N	2gram	Tiupa_Teor	Tvorches
162	и одновременно	5	4
163	превращается в	2	4
164	с этой	3	4
165	времени и	2	4
166	ведет к	2	4
167	в отличие	7	4
168	далеко не	4	4
169	не вполне	2	4
170	личности и	4	4
171	представляет собой	13	4
172	личности в	4	4
173	к жизни	2	4
174	с точки	3	4
175	говорить о	4	4
176	в финале	3	4
177	но он	4	4
178	в ходе	5	3
179	во времени	4	3
180	в другом	4	3
181	отношение к	7	3
182	как к	5	3
183	для себя	3	3
184	к которому	3	3
185	таком случае	2	3
186	в виду	5	3
187	и тем	5	3
188	со стороны	6	3
189	в области	7	3
190	в искусстве	9	3
191	как уже	2	3
192	к тому	4	3
193	может служить	2	3
194	на себя	2	3
195	другой стороны	6	3
196	во мне	2	3
197	и др	3	3
198	никто не	3	3
199	в первом	2	3
200	можно сказать	5	3
201	заключается в	2	3
202	сказать что	4	3
203	если в	2	3
204	то в	2	3
205	авторской позиции	3	3
206	из этих	3	3
207	не все	3	3
208	с ее	4	3
209	отличается от	2	3
210	иного рода	3	3
211	во второй	7	3
212	я и	2	3
213	лишь в	10	3
214	и вот	3	3
215	не является	5	3
216	ее в	2	3
217	для того	5	3
218	у нас	2	3
219	человека к	3	3
220	не с	3	3
221	в жизни	3	3
222	автора и	2	3
223	в себя	5	3
224	человеческих отношений	2	3
225	образом и	2	3
226	и к	3	3
227	но на	2	3
228	на этом	2	3
229	он и	2	3
230	по себе	2	3
231	несмотря на	2	3
232	перед ним	2	3
233	сводится к	12	3
234	и что	4	3
235	и особенно	2	3
236	жизнь на	2	3
237	или в	3	3
238	жизни но	2	3
239	в одном	3	3
240	данном случае	5	2
241	в отношении	4	2
242	к одному	2	2
243	и притом	3	2
244	видим в	2	2
245	не могут	2	2
246	слова не	2	2
247	но как	2	2
248	о чем	3	2
249	вслед за	3	2
250	включает в	2	2
251	в силу	4	2
252	по своей	8	2
253	должен быть	2	2
254	в стихотворении	4	2
255	свою очередь	3	2
256	в одно	2	2
257	в формах	2	2
258	может и	2	2
259	тому что	2	2
260	не сами	2	2
261	того же	4	2
262	была бы	3	2
263	что можно	3	2
264	которая в	2	2
265	героя как	2	2
266	однако все	2	2
267	в художественном	5	2
268	между собой	3	2
269	в известном	2	2
270	не будет	3	2
271	по бахтину	2	2
272	духовной жизни	2	2
273	того чтобы	5	2
274	числе и	2	2
275	связи с	3	2
276	в пространстве	2	2
277	в связи	3	2
278	в качестве	33	2
279	анны карениной	2	2
280	роман и	2	2
281	и того	4	2
282	здесь мы	2	2
283	но она	2	2
284	мышления и	3	2
285	не могли	2	2
286	не от	2	2
287	имеет в	2	2
288	известном смысле	2	2
289	в данном	9	2
290	с другими	6	2
291	во всех	3	2
292	о своем	2	2
293	уже говорилось	2	2
294	тем не	3	2
295	не сводится	9	2
296	в глаза	2	2
297	сам же	2	2
298	у одного	2	2
299	войне и	2	2
300	мира в	3	2
301	художественное произведение	3	2
302	на смену	7	2
303	и о	5	2
304	ни к	3	2
305	отношении к	4	2
306	с одной	3	2
307	человека с	3	2
308	и является	2	2
309	за пределами	5	2
310	от всех	2	2
311	ни в	5	2
312	столь же	3	2
313	и здесь	2	2
314	их в	3	2
315	я в	18	2
316	и мире	2	2
317	в произведении	3	2
318	входит в	4	2
319	ключ к	2	2
320	к его	3	2
321	в прозе	2	2
322	в диалоге	2	2
323	и соответственно	2	2
324	жизни а	2	2
325	всякий раз	2	2
326	мог бы	3	2
327	в литературной	2	2
328	на мир	2	2
329	с их	2	2
330	или даже	4	2
331	том числе	3	2
332	не просто	2	2
333	как раз	3	2
334	это отношение	3	2
