N	2gram	Voloshinov	Mirosoze
236	во всех	6	3
237	не с	3	3
238	на этот	2	3
239	но для	3	3
240	в одном	4	3
241	роль в	3	3
242	и жизнь	2	3
243	на самом	3	2
244	в каком	2	2
245	или иной	6	2
246	другого человека	2	2
247	к своему	4	2
248	нас не	2	2
249	самом деле	5	2
250	своей жизни	5	2
251	смысле этого	2	2
252	нужно было	2	2
253	которые в	2	2
254	только потому	2	2
255	и социального	3	2
256	тем самым	8	2
257	и без	4	2
258	и сам	2	2
259	между ними	3	2
260	и ту	2	2
261	разных местах	2	2
262	о своей	4	2
263	связи с	3	2
264	связаны с	4	2
265	этого слова	3	2
266	их в	3	2
267	между двумя	2	2
268	относится к	2	2
269	когда мы	6	2
270	на два	2	2
271	этом отношении	2	2
272	целый ряд	3	2
273	про себя	2	2
274	находятся в	2	2
275	не будут	2	2
276	ни к	2	2
277	в какой	2	2
278	человека с	2	2
279	одни и	2	2
280	прежде чем	2	2
281	ни один	2	2
282	что такое	4	2
283	одну и	2	2
284	чего же	2	2
285	если не	3	2
286	что мы	11	2
287	от которых	2	2
288	действительной жизни	2	2
289	и уже	3	2
290	но эта	2	2
