N	2gram	Medvedev_F	Problemy
552	социальной действительности	9	2
553	к его	3	2
554	глава вторая	2	2
555	нашей работы	3	2
556	произведения не	3	2
557	она является	2	2
558	в содержании	7	2
559	значительной степени	3	2
560	в россии	4	2
561	независимо от	5	2
562	всякое иное	3	2
563	но даже	2	2
564	бы быть	3	2
565	нельзя понять	3	2
566	во второй	3	2
567	всех тех	2	2
568	и этот	2	2
569	художественного произведения	27	2
570	в этот	2	2
571	есть лишь	3	2
572	единство произведения	2	2
573	какую бы	2	2
574	было в	3	2
575	целый ряд	4	2
576	единство и	2	2
577	и создает	2	2
578	иной раз	2	2
579	в статье	5	2
580	нигде не	3	2
581	от друга	2	2
582	в качестве	2	2
583	для того	3	2
584	но из	2	2
585	в истории	10	2
586	в самый	2	2
587	и другие	3	2
588	а именно	3	2
589	не столько	5	2
590	подходит к	4	2
591	от одного	2	2
592	все остальное	4	2
593	но ни	2	2
594	к ней	3	2
595	не могло	6	2
596	с одной	5	2
597	в какой	3	2
598	на западе	4	2
599	сюжета и	2	2
600	непосредственно в	5	2
601	становящемуся ряду	3	2
602	само собою	2	2
603	иначе как	2	2
604	громадное значение	3	2
605	не имеет	2	2
606	и является	3	2
607	подхода к	4	2
608	социальной группы	4	2
609	от всех	5	2
610	прежде чем	2	2
611	не к	2	2
612	в нашем	2	2
613	что для	3	2
614	столь же	2	2
615	ничем не	4	2
616	глава первая	3	2
617	только и	7	2
618	они становятся	2	2
619	этот кругозор	2	2
620	литературных произведений	5	2
621	жизни не	2	2
622	как с	2	2
623	в свою	8	2
624	ее до	2	2
625	до настоящего	3	2
626	вся эта	2	2
627	произведения и	9	2
628	идеологическое творчество	4	2
629	лишь для	3	2
630	действительности не	2	2
631	во что	3	2
632	и навсегда	2	2
633	роль в	2	2
634	настоящего времени	3	2
635	материала в	4	2
636	во многом	2	2
637	от нее	6	2
638	только как	3	2
639	из этого	2	2
640	человек не	3	2
641	из него	2	2
642	и должно	4	2
643	что каждый	2	2
644	начала и	2	2
645	не следует	5	2
646	и стилей	2	2
647	произведения как	3	2
648	данного произведения	2	2
649	и речи	2	2
650	нам важно	2	2
651	во втором	7	2
652	на их	3	2
653	чем он	3	2
654	с помощью	13	2
