N	2gram	Tiupa_Teor	slovoVRo
161	имеет дело	2	5
162	или даже	4	5
163	данный момент	2	5
164	и сам	4	5
165	но он	4	5
166	вместе с	2	5
167	для всех	2	4
168	так же	2	4
169	но как	2	4
170	и ее	4	4
171	а на	3	4
172	вокруг него	2	4
173	в другом	4	4
174	что и	2	4
175	в виду	5	4
176	что он	4	4
177	он должен	3	4
178	не всегда	2	4
179	однако в	7	4
180	свою очередь	3	4
181	в частности	23	4
182	истории литературы	2	4
183	того что	5	4
184	речи и	4	4
185	так в	4	4
186	в чем	2	4
187	не столько	7	4
188	с языком	3	4
189	того чтобы	5	4
190	одно и	2	4
191	только и	2	4
192	одной из	2	4
193	дело не	2	4
194	в которой	3	4
195	и как	3	4
196	если бы	3	4
197	с этой	3	4
198	и о	5	4
199	к тому	4	4
200	зрения и	2	4
201	в литературе	4	4
202	при всем	2	4
203	есть как	2	4
204	о себе	2	4
205	отношения к	4	4
206	в себя	5	4
207	как раз	3	4
208	в системе	2	4
209	данном случае	5	3
210	до известной	2	3
211	включает в	2	3
212	но она	2	3
213	такого рода	13	3
214	в одно	2	3
215	как это	10	3
216	может и	2	3
217	на котором	2	3
218	тому что	2	3
219	говорит и	3	3
220	между собой	3	3
221	в состав	6	3
222	не предполагает	5	3
223	в первом	2	3
224	этого слова	4	3
225	и то	3	3
226	или иного	6	3
227	того или	6	3
228	из этих	3	3
229	высказывания и	2	3
230	не все	3	3
231	дело в	2	3
232	это было	2	3
233	композиционная форма	2	3
234	отличается от	2	3
235	сама по	2	3
236	или иных	3	3
237	во второй	7	3
238	в связи	3	3
239	сознания в	2	3
240	жизни в	2	3
241	и другие	2	3
242	не могло	2	3
243	внутренней речи	13	3
244	за пределами	5	3
245	тех или	3	3
246	в этой	3	3
247	потому что	3	3
248	если мы	2	3
249	и это	2	3
250	в диалоге	2	3
251	личности и	4	3
252	автором и	2	3
253	в форме	4	3
254	языка на	2	3
255	и тем	5	3
256	в художественной	3	2
257	могло быть	2	2
258	корнями в	2	2
259	и существенно	2	2
260	по своей	8	2
261	это и	2	2
262	высказывания как	2	2
263	как уже	2	2
264	есть в	3	2
265	а с	3	2
266	то что	6	2
267	по своему	4	2
268	только не	3	2
269	это может	2	2
270	могли бы	2	2
271	высказывания в	5	2
272	в сторону	3	2
273	которая в	2	2
274	к действительности	3	2
275	этой точки	2	2
276	и т.п	7	2
277	между ними	6	2
278	в известном	2	2
279	из которого	3	2
280	в сочетании	2	2
281	место в	7	2
282	в ее	6	2
283	что они	2	2
284	во всей	3	2
285	случае не	2	2
286	без исключения	4	2
287	для автора	2	2
288	на языке	3	2
289	могут служить	2	2
290	чем это	2	2
291	но во	2	2
292	между автором	2	2
293	особого рода	7	2
294	известном смысле	2	2
295	то в	2	2
296	и что	4	2
297	в равной	3	2
298	что она	2	2
299	в области	7	2
300	к одному	2	2
301	мира в	3	2
302	об этом	2	2
303	тот или	3	2
304	ни было	2	2
305	в жизни	3	2
306	тем не	3	2
307	у нас	2	2
308	а именно	3	2
309	ни к	3	2
310	в какой	2	2
311	заключается в	2	2
312	с человеком	2	2
313	от всех	2	2
314	это отношение	3	2
315	столь же	3	2
316	высказывания не	2	2
317	в мировой	2	2
318	или иначе	6	2
319	в единое	3	2
320	вступает в	2	2
321	приводит к	6	2
322	и одновременно	5	2
323	материала в	2	2
324	несмотря на	2	2
325	не обязательно	3	2
326	и особенно	2	2
327	но их	3	2
328	не просто	2	2
329	только о	2	2
330	нового времени	3	2
331	жизни но	2	2
332	в нашем	4	2
