N	2gram	Berdyaev_M	Formalny
354	значит что	4	2
355	же не	2	2
356	доступ к	3	2
357	его на	4	2
358	людей в	3	2
359	и судьба	2	2
360	существует не	2	2
361	никто не	3	2
362	как для	2	2
363	привести к	9	2
364	жизни а	3	2
365	ведь не	2	2
366	отношением к	2	2
367	к миру	3	2
368	но она	3	2
369	и мир	2	2
370	и нет	3	2
371	нет никаких	2	2
372	он считает	2	2
373	из этой	2	2
374	образ и	7	2
375	что она	5	2
376	себя в	6	2
377	что человек	5	2
378	в этот	2	2
379	переходит в	23	2
380	прежде чем	2	2
381	и самое	3	2
382	принадлежат к	3	2
383	и вот	7	2
384	и нужно	2	2
385	ней все	2	2
386	на земле	7	2
387	человека как	3	2
388	с другим	3	2
389	говорят о	2	2
390	как у	2	2
391	за его	2	2
392	а для	2	2
393	ни к	2	2
394	русской литературы	5	2
395	все равно	3	2
396	на этот	2	2
397	ни с	4	2
398	мы еще	4	2
399	понять его	2	2
400	своей книге	2	2
401	жизни не	2	2
402	только один	3	2
403	мир не	2	2
404	все что	5	2
405	замыкается в	3	2
406	к какому	2	2
407	и слишком	2	2
408	и есть	21	2
409	но с	2	2
410	момент в	5	2
411	и всякий	2	2
412	его собственной	2	2
413	чем в	3	2
