N	2gram	Losev_Prob	TeoriaLi
132	тот или	4	3
133	художественное произведение	9	3
134	в таком	11	3
135	слова как	3	3
136	одним из	2	3
137	с этой	3	3
138	а именно	12	3
139	ни к	3	3
140	была бы	2	3
141	никто не	5	3
142	между собой	3	3
143	с одной	3	3
144	а с	2	3
145	есть в	6	3
146	искусства и	3	3
147	для себя	6	3
148	в контексте	3	3
149	или иных	7	3
150	их в	2	3
151	именно в	4	3
152	потому что	40	3
153	тому как	2	3
154	имеем в	4	3
155	прежде всего	13	3
156	человеческой жизни	4	3
157	и к	9	3
158	этом смысле	5	3
159	отнюдь не	16	3
160	только не	6	3
161	от себя	2	3
162	не будет	3	3
163	с точки	9	3
164	все эти	14	3
165	о ней	3	3
166	не обязательно	4	3
167	той или	22	3
168	и по	3	3
169	связи с	10	3
170	в связи	9	3
171	таким образом	13	3
172	во всей	3	3
173	тех или	10	3
174	в этой	10	3
175	в одном	4	3
176	как раз	11	3
177	вовсе не	62	3
178	одно и	4	2
179	еще и	10	2
180	языкового знака	3	2
181	в каком	9	2
182	чтобы не	2	2
183	только и	9	2
184	но она	2	2
185	не могли	2	2
186	имеет в	2	2
187	то в	4	2
188	для всех	3	2
189	для меня	4	2
190	так же	11	2
191	о и	2	2
192	но как	6	2
193	с чем	3	2
194	таких случаях	2	2
195	тем более	8	2
196	дело не	4	2
197	дело в	6	2
198	что она	5	2
199	с их	2	2
200	за пределы	6	2
201	это было	4	2
202	отличается от	8	2
203	об этом	7	2
204	но на	2	2
205	и даже	21	2
206	в конце	7	2
207	при наличии	2	2
208	на свою	2	2
209	и здесь	8	2
210	сама по	11	2
211	и прежде	3	2
212	таком случае	7	2
213	это и	11	2
214	времени и	4	2
215	это тоже	4	2
216	казалось бы	3	2
217	в значительной	2	2
218	определенным образом	3	2
219	ни было	5	2
220	у нас	17	2
221	только на	6	2
222	и другие	4	2
223	самом деле	6	2
224	его внешней	2	2
225	и состоит	2	2
226	в чем	5	2
227	вместе с	3	2
228	в одно	4	2
229	на котором	2	2
230	здесь мы	5	2
231	самим собою	2	2
232	жизни но	2	2
233	к нему	3	2
234	ни для	2	2
235	и является	6	2
236	всей его	2	2
237	и это	11	2
238	ее в	2	2
239	тому что	5	2
240	о том	14	2
241	в самой	4	2
242	что такое	4	2
243	могли бы	6	2
244	не вполне	3	2
245	или иную	3	2
246	о себе	2	2
247	если мы	24	2
248	образом и	2	2
249	известного рода	5	2
250	и на	4	2
251	этой точки	2	2
252	из которых	6	2
253	о в	2	2
254	он и	3	2
255	в известном	3	2
256	собственно говоря	5	2
257	в них	6	2
258	по себе	36	2
259	несмотря на	4	2
260	здесь не	11	2
261	жизни а	4	2
262	в той	8	2
263	мы в	6	2
264	и весьма	3	2
265	что и	11	2
266	ту или	3	2
267	и больше	4	2
268	с ними	2	2
269	о его	3	2
270	то ни	7	2
271	заключается в	8	2
272	и особенно	3	2
273	не просто	36	2
274	все это	9	2
275	более не	2	2
276	только о	3	2
277	что они	8	2
278	как будто	11	2
279	случае не	7	2
280	но чтобы	2	2
281	человеческих отношений	4	2
282	значение знака	2	2
283	бы то	5	2
284	который в	2	2
285	xix века	2	2
286	имеем дело	2	2
287	не сама	3	2
288	тем же	2	2
289	быть и	3	2
290	при условии	4	2
