N	2gram	Tiupa_Narr	TeoriaLi
116	между тем	5	5
117	жизни как	2	5
118	того чтобы	7	5
119	того что	7	5
120	он не	8	5
121	в себя	3	5
122	можно сказать	11	5
123	никогда не	8	4
124	сказать что	5	4
125	самим собой	3	4
126	это не	6	4
127	во времени	9	4
128	так в	4	4
129	читателя в	4	4
130	или иным	2	4
131	и ее	3	4
132	текста как	2	4
133	в форме	7	4
134	в другом	5	4
135	в силу	5	4
136	и т.д	7	4
137	субъекта и	2	4
138	одного и	2	4
139	в этих	3	4
140	что он	7	4
141	по своему	3	4
142	в литературе	8	4
143	далеко не	6	4
144	к тому	13	4
145	того же	2	4
146	слова в	4	4
147	мира и	2	4
148	входит в	2	4
149	в свою	4	4
150	в целом	5	4
151	личности в	2	4
152	со своей	3	4
153	и того	5	4
154	или даже	3	4
155	с ее	3	4
156	и сам	4	4
157	не следует	3	4
158	в нашем	4	4
159	не знает	2	4
160	в слове	4	4
161	хотя и	8	4
162	художественного целого	2	4
163	но он	2	4
164	и то	3	3
165	перед нами	9	3
166	и притом	3	3
167	в соответствии	8	3
168	и потому	2	3
169	следует подчеркнуть	3	3
170	во всех	2	3
171	сводятся к	4	3
172	из этих	6	3
173	одной стороны	5	3
174	о чем	6	3
175	в которой	2	3
176	не все	2	3
177	и для	4	3
178	картины мира	3	3
179	тем не	7	3
180	и как	4	3
181	говоря о	2	3
182	если бы	9	3
183	роль в	4	3
184	или в	7	3
185	и адресата	2	3
186	мира в	4	3
187	подобно тому	4	3
188	художественного высказывания	2	3
189	свою очередь	2	3
190	в культуре	3	3
191	в таком	4	3
192	одним из	2	3
193	с этой	3	3
194	по мысли	8	3
195	а именно	2	3
196	в эпизоде	4	3
197	на две	2	3
198	и вот	2	3
199	в романе	3	3
200	между собой	3	3
201	с одной	5	3
202	в итоге	4	3
203	а с	2	3
204	и составляет	2	3
205	в жизни	9	3
206	в произведении	2	3
207	для себя	3	3
208	в точке	2	3
209	в роли	2	3
210	столь же	6	3
211	их в	4	3
212	именно в	5	3
213	потому что	7	3
214	сути дела	2	3
215	с языком	2	3
216	тому как	4	3
217	во втором	6	3
218	являет собой	5	3
219	структуре текста	2	3
220	прежде всего	7	3
221	к его	5	3
222	человеческой жизни	3	3
223	и к	7	3
224	отнюдь не	6	3
225	только не	2	3
226	классического реализма	4	3
227	не будет	2	3
228	равной степени	3	3
229	с точки	2	3
230	а на	2	3
231	все эти	3	3
232	о ней	5	3
233	не обязательно	3	3
234	той или	7	3
235	и по	3	3
236	иного рода	2	3
237	в равной	3	3
238	связи с	3	3
239	в связи	3	3
240	таким образом	5	3
241	нового времени	2	3
242	в финале	3	3
243	например в	2	3
244	в этой	8	3
245	в организации	2	3
246	имеет место	4	3
247	в одном	5	3
248	как раз	9	3
249	вовсе не	2	3
250	текста в	4	3
251	вслед за	4	3
252	человеческого я	6	3
253	между двумя	6	3
254	с читателем	2	3
255	одного сознания	2	3
256	одно и	2	2
257	может служить	5	2
258	ключ к	2	2
259	в кадры	3	2
260	то в	4	2
261	свою жизнь	2	2
262	идет о	3	2
263	восходит к	2	2
264	так же	2	2
265	если в	2	2
266	сознания в	3	2
267	но как	3	2
268	тем более	2	2
269	дело не	3	2
270	не всегда	4	2
271	дело в	2	2
272	при всей	5	2
273	что она	3	2
274	о своем	2	2
275	уже говорилось	2	2
276	это было	3	2
277	первого эпизода	2	2
278	об этом	8	2
279	и даже	4	2
280	в конце	4	2
281	в войне	2	2
282	и мире	2	2
283	и здесь	3	2
284	восприниматься как	2	2
285	это и	2	2
286	события в	3	2
287	превращается в	2	2
288	времени и	9	2
289	казалось бы	2	2
290	жизни в	7	2
291	может оказаться	2	2
292	роль принадлежит	2	2
293	по слову	3	2
294	у нас	4	2
295	к своему	2	2
296	только на	4	2
297	или напротив	3	2
298	новейшего времени	2	2
299	в формах	2	2
300	своей жизни	2	2
301	и иных	3	2
302	у него	13	2
303	самом деле	4	2
304	в рассказе	10	2
305	и состоит	6	2
306	автора и	2	2
307	коммуникативное событие	6	2
308	ведет к	3	2
309	известном смысле	4	2
310	в чем	3	2
311	вместе с	3	2
312	не могло	3	2
313	в какой	2	2
314	на фоне	2	2
315	в аспекте	3	2
316	одной из	2	2
317	жизни но	3	2
318	поскольку не	2	2
319	к нему	5	2
320	чем и	2	2
321	и является	2	2
322	тот кто	2	2
323	говоря и	2	2
324	а для	4	2
325	в повести	2	2
326	создает эффект	3	2
327	тому что	4	2
328	могло быть	2	2
329	о том	5	2
330	в произведениях	3	2
331	речевой деятельности	2	2
332	человеческого бытия	2	2
333	системы эпизодов	2	2
334	строго говоря	2	2
335	не вполне	3	2
336	которая в	2	2
337	о себе	2	2
338	и мира	4	2
339	оно не	4	2
340	следует признать	2	2
341	в прозе	4	2
342	и на	5	2
343	вступает в	2	2
344	на себя	5	2
345	соответствии с	7	2
346	значения и	2	2
347	к чему	3	2
348	к герою	2	2
349	в году	2	2
350	войне и	2	2
351	о жизни	2	2
352	участок текста	3	2
353	для обозначения	2	2
354	всякий раз	2	2
355	он и	2	2
356	в известном	4	2
357	один из	8	2
358	собственно говоря	3	2
359	по себе	4	2
360	что может	2	2
361	личности как	2	2
362	речь идет	3	2
363	здесь не	4	2
364	и рецептивного	2	2
365	в следующей	3	2
366	жизни а	4	2
367	в той	4	2
368	к жизни	3	2
369	что и	3	2
370	тем или	2	2
371	в случае	4	2
372	для автора	2	2
373	к другому	2	2
374	с ними	5	2
375	о его	3	2
376	является искусством	2	2
377	в присутствии	2	2
378	в пространстве	3	2
379	не просто	2	2
380	более не	3	2
381	времени в	3	2
382	как будто	4	2
383	в первом	4	2
384	человеческих отношений	2	2
385	жизни то	2	2
386	по большей	5	2
387	обращается к	3	2
388	могут служить	2	2
389	который в	2	2
390	этих двух	2	2
391	я не	5	2
392	большей части	5	2
393	имеем дело	4	2
394	тем же	3	2
395	чем это	2	2
396	быть и	3	2
