N	2gram	Medvedev_F	Istorich
483	при таком	5	3
484	или другой	2	3
485	непосредственно в	5	3
486	чтобы понять	2	3
487	в самую	2	3
488	увидим дальше	2	3
489	вряд ли	2	3
490	чтобы не	2	3
491	она должна	3	3
492	как таковое	3	3
493	можно будет	2	3
494	не дают	2	3
495	на один	3	3
496	является в	2	3
497	том смысле	3	3
498	была бы	4	3
499	именно как	14	3
500	совсем не	2	3
501	с теми	2	3
502	бы то	4	3
503	должно быть	13	3
504	как если	2	3
505	как они	4	3
506	нигде не	3	3
507	ни было	2	3
508	и мотива	2	3
509	к другому	2	3
510	как его	3	3
511	тем же	3	3
512	в системе	3	3
513	все дело	3	3
514	все те	2	3
515	как к	5	3
516	его из	3	3
517	воздействия на	3	3
518	в формах	4	3
519	всего в	5	3
520	нам в	2	3
521	без всякой	3	3
522	только тем	2	3
523	отметить что	2	3
524	то ни	5	3
525	его развития	2	3
526	каждого из	3	3
527	в языке	5	3
528	остановиться на	2	3
529	от всех	5	3
530	образом на	2	3
531	только не	2	3
532	раз и	6	3
533	направление в	3	3
534	к его	3	3
535	для всех	2	3
536	в науке	2	3
537	их к	3	3
538	едва ли	3	3
539	с начала	2	3
540	в эпоху	2	3
541	подойти к	3	3
542	к изучению	2	3
543	а все	2	3
544	даже и	5	3
545	бы она	3	3
546	и до	8	3
547	как таковая	2	3
548	говорит в	3	3
549	из этой	2	3
550	как их	4	3
551	а от	2	3
552	этот образ	2	3
553	лучше всего	2	3
554	этими двумя	2	3
555	язык и	8	3
556	не о	7	2
557	как ее	4	2
558	для всего	3	2
559	все более	4	2
560	материал и	2	2
561	относиться к	2	2
562	в каждом	3	2
563	поэтому мы	2	2
564	наконец в	3	2
565	свою очередь	6	2
566	друг от	2	2
567	совершается в	2	2
568	к вопросу	2	2
569	уже как	3	2
570	особое место	2	2
571	от орудий	2	2
572	из возможных	2	2
573	функций в	2	2
574	на западе	4	2
575	значение и	4	2
576	вопрос об	2	2
577	и должна	3	2
578	ее от	2	2
579	лишь в	15	2
580	нет он	2	2
581	несколько подробнее	2	2
582	она является	2	2
583	можно говорить	2	2
584	материала и	7	2
585	материала в	4	2
586	в нашем	2	2
587	эти вопросы	2	2
588	чтобы стать	2	2
589	и всякий	2	2
590	тем и	2	2
591	с помощью	13	2
592	глубже чем	2	2
593	здесь с	2	2
594	эти явления	2	2
595	и история	3	2
596	дальнейшее развитие	2	2
597	и попытка	2	2
598	т п	11	2
599	этого факта	2	2
600	в работах	3	2
601	согласиться с	2	2
602	сюжета и	2	2
603	нее и	2	2
604	в основу	2	2
605	и самый	3	2
606	в сущности	3	2
607	все остальные	2	2
608	был и	2	2
609	же это	2	2
610	если она	2	2
611	то чтобы	2	2
612	именно здесь	2	2
613	сама по	2	2
614	со всей	3	2
615	подходит к	4	2
616	жизнь и	3	2
617	в мире	4	2
618	как с	2	2
619	мы ни	4	2
620	его форм	2	2
621	характерно для	2	2
622	не из	5	2
623	человек не	3	2
624	перестает быть	3	2
625	не к	2	2
626	к одному	2	2
627	тому чтобы	2	2
628	в процессе	17	2
629	можно и	2	2
630	к другим	4	2
631	и прежде	3	2
632	может и	2	2
633	общего с	2	2
634	соединении с	2	2
635	этом не	2	2
636	не выходит	2	2
637	характер и	2	2
638	себе а	2	2
639	виду что	3	2
640	на материале	2	2
641	в самой	2	2
642	от друга	2	2
643	от других	2	2
644	к новому	3	2
645	и функции	3	2
646	не лучше	2	2
647	требует от	2	2
648	сам по	2	2
649	не следует	5	2
650	таком положении	3	2
651	исходили из	4	2
652	в развитии	2	2
653	в последнем	2	2
654	что для	3	2
655	только теперь	2	2
656	в сборнике	2	2
657	за счет	4	2
658	и глубже	3	2
659	между этими	2	2
660	оно было	3	2
661	и вся	2	2
662	нужно было	2	2
663	того или	6	2
664	особенности в	2	2
665	но из	2	2
666	связей с	3	2
667	он пишет	2	2
668	не входит	2	2
669	место в	8	2
670	еще можно	2	2
671	и со	3	2
672	вне поля	2	2
673	мышления и	2	2
674	от этих	2	2
675	или для	2	2
676	а о	4	2
677	к миру	2	2
678	ничего общего	2	2
679	от одного	2	2
680	производства и	2	2
681	она была	3	2
682	нет и	2	2
683	и достигает	2	2
684	не имеющие	2	2
685	и приемы	2	2
686	во многом	2	2
687	не боится	3	2
688	влияния на	3	2
689	не для	4	2
690	смысле и	2	2
691	к какому	2	2
692	говорить о	4	2
693	бы ни	5	2
694	чем же	3	2
695	учение о	4	2
