N	2gram	Bakhtin_Fr	Freidism
228	такой же	3	3
229	в центре	2	3
230	связано с	3	3
231	себе и	2	3
232	же мы	2	3
233	сих пор	3	3
234	наших дней	2	3
235	и очень	2	3
236	ведь и	3	3
237	явление в	3	3
238	мы в	2	3
239	к человеку	2	3
240	значение в	2	3
241	от всех	3	3
242	на этой	4	3
243	о том	13	3
244	это уже	3	3
245	они не	2	3
246	в совершенно	2	3
247	того же	7	3
248	найдем в	2	3
249	человека с	2	3
250	все его	3	3
251	оно не	2	3
252	к его	2	3
253	имеет дело	2	3
254	их в	5	3
255	для всех	3	3
256	и этим	2	3
257	в одном	5	3
258	в основу	2	3
259	что мы	2	3
260	в них	14	3
261	уже в	9	3
262	следующей главе	6	3
263	себя в	3	3
264	которой он	2	3
265	находится в	2	3
266	говорит о	2	3
267	мы видим	13	3
268	не совсем	2	3
269	сказать и	2	3
270	и есть	3	3
271	а следовательно	2	3
272	и сам	2	3
273	природы и	3	3
274	есть только	3	3
275	во всей	2	3
276	переходим к	2	3
277	в нашем	2	3
278	до сих	3	3
279	между тем	2	3
280	себе самом	2	3
281	в одну	4	2
282	них и	2	2
283	в книге	2	2
284	на всю	2	2
285	в отношении	6	2
286	следовательно и	2	2
287	в различных	2	2
288	а также	8	2
289	всего этого	3	2
290	нужно отметить	2	2
291	рот и	2	2
292	но эти	2	2
293	к этим	3	2
294	и об	2	2
295	время в	3	2
296	и сама	2	2
297	другом месте	3	2
298	в одной	5	2
299	предыдущей главе	2	2
300	дело в	2	2
301	в состоянии	2	2
302	должно быть	4	2
303	бы в	3	2
304	превращается в	2	2
305	всех сторон	2	2
306	дело не	2	2
307	и через	2	2
308	это было	4	2
309	не как	2	2
310	его целом	2	2
311	в глаза	2	2
312	полового акта	2	2
313	фактов и	2	2
314	в конце	9	2
315	и смерти	4	2
316	есть и	4	2
317	но их	2	2
318	должен быть	4	2
319	нужно сказать	4	2
320	в следующем	3	2
321	а на	4	2
322	конце концов	5	2
323	и тем	3	2
324	все они	7	2
325	находятся в	2	2
326	в их	5	2
327	ни было	2	2
328	но именно	3	2
329	и другие	3	2
330	а именно	2	2
331	нами выше	2	2
332	ничем не	3	2
333	для нас	2	2
334	между собою	3	2
335	в течение	2	2
336	что значит	3	2
337	по всему	2	2
338	человек может	2	2
339	нас в	3	2
340	с одной	3	2
341	должна быть	3	2
342	образом в	2	2
343	о нем	3	2
344	в мире	3	2
345	страх перед	2	2
346	без труда	2	2
347	от этого	3	2
348	и так	2	2
349	в него	4	2
350	в эту	2	2
351	не имеет	4	2
352	явлений и	2	2
353	также и	6	2
354	не есть	2	2
355	же что	2	2
356	с другой	3	2
357	в первых	2	2
358	только его	2	2
359	они и	4	2
360	он в	2	2
361	еще более	4	2
362	уже совершенно	2	2
363	на которой	3	2
364	но все	5	2
365	и исторического	3	2
366	он и	2	2
367	одной стороны	3	2
368	с таким	2	2
369	что между	2	2
370	из которых	2	2
371	ведь все	3	2
372	такое же	2	2
373	и их	5	2
374	и снова	2	2
375	это прежде	3	2
376	на них	3	2
377	которых мы	2	2
378	на другой	2	2
379	новое и	2	2
380	поэтому все	2	2
381	всех других	2	2
382	страх и	3	2
383	из этого	2	2
384	в предыдущей	2	2
385	и во	4	2
386	связаны с	7	2
387	исторического и	2	2
388	в качестве	11	2
389	по их	3	2
390	как его	2	2
391	в дальнейшем	3	2
392	рядом с	9	2
393	мира в	6	2
394	на языке	4	2
395	отсюда и	2	2
396	вполне понятно	2	2
