N	2gram	Propp_Morf	Narrotol
221	говорить о	4	3
222	она в	2	3
223	и только	3	3
224	что именно	2	3
225	наряду с	7	3
226	тем же	2	3
227	в нее	2	2
228	в каком	2	2
229	вот как	2	2
230	которое может	2	2
231	в которых	2	2
232	идет по	2	2
233	даже не	3	2
234	или менее	2	2
235	одному из	3	2
236	является в	2	2
237	потому не	2	2
238	к различным	2	2
239	они и	5	2
240	за которым	2	2
241	новое лицо	2	2
242	более или	2	2
243	не входит	2	2
244	могут быть	21	2
245	ее из	2	2
246	к герою	3	2
247	что же	2	2
248	можно назвать	3	2
249	или просто	2	2
250	в сущности	3	2
251	никто не	4	2
252	вовсе не	6	2
253	если в	7	2
254	это еще	2	2
255	но все	4	2
256	в россии	2	2
257	другой стороны	5	2
258	не слишком	3	2
259	бы в	2	2
260	в данной	2	2
261	также в	2	2
262	мы можем	5	2
263	целый ряд	3	2
264	на первый	3	2
265	же она	3	2
266	превращается в	2	2
267	все это	2	2
268	тем что	4	2
269	та же	3	2
270	лишь с	2	2
271	и есть	3	2
272	одним из	2	2
273	что иное	2	2
274	его и	2	2
275	во всех	6	2
276	должна быть	2	2
277	и более	2	2
278	он может	2	2
279	первый взгляд	3	2
280	а по	3	2
281	из которых	5	2
282	видно что	5	2
283	случае он	2	2
284	иное как	2	2
285	в других	5	2
286	к другому	2	2
287	с собой	3	2
288	чем это	2	2
289	это и	3	2
290	если же	5	2
291	но с	2	2
292	мы будем	3	2
293	а потому	2	2
294	ясно что	5	2
