N	2gram	Trubetskoy	EvropaiC
223	в глазах	2	2
224	к той	2	2
225	при отсутствии	2	2
226	национального характера	5	2
227	том и	2	2
228	при таких	4	2
229	для него	6	2
230	культурными ценностями	2	2
231	том чтобы	3	2
232	смотреть на	4	2
233	таких условиях	3	2
234	весьма часто	2	2
235	же образом	2	2
236	тому что	2	2
237	к нему	2	2
238	она не	2	2
239	на том	3	2
240	в котором	2	2
241	их в	2	2
242	в своих	6	2
243	этот вопрос	2	2
244	при том	4	2
245	но для	2	2
246	к такому	2	2
247	и те	2	2
248	отнюдь не	7	2
249	по этому	2	2
250	на такой	2	2
251	представить себе	2	2
252	можно ли	3	2
253	что же	4	2
254	так чтобы	3	2
255	всяком случае	6	2
256	жизни и	4	2
257	от своей	2	2
258	сводится к	3	2
259	культуры с	2	2
260	тем чтобы	3	2
261	во всяком	9	2
262	говорить о	3	2
263	считает себя	2	2
264	себя и	5	2
265	не играет	2	2
266	же время	10	2
267	и только	5	2
268	а следовательно	3	2
269	или нескольких	2	2
270	и более	2	2
271	в противоречие	2	2
272	существование в	2	2
273	при условии	3	2
274	и состоит	2	2
