N	2gram	Losev_Dial	Analitik
148	в силу	6	6
149	должен быть	2	6
150	объекта и	2	6
151	не знает	2	6
152	мере в	3	6
153	в нем	25	6
154	что на	2	6
155	в полной	2	6
156	не будет	2	6
157	тем более	2	6
158	или в	2	6
159	и состоит	2	6
160	и то	15	6
161	хотя бы	6	6
162	могла бы	2	6
163	то в	8	6
164	в сознании	3	6
165	из этих	2	6
166	превращается в	2	6
167	же в	2	6
168	во всем	3	6
169	тем не	3	6
170	и более	7	6
171	так или	3	6
172	есть в	2	6
173	на этом	4	6
174	из них	5	6
175	уже в	5	6
176	вовсе не	19	6
177	не о	5	5
178	в широком	2	5
179	и потому	6	5
180	не могут	4	5
181	не как	4	5
182	но как	7	5
183	проявляется в	2	5
184	совершенно не	13	5
185	так что	21	5
186	самом деле	6	5
187	в один	3	5
188	в искусстве	2	5
189	а с	2	5
190	в общем	2	5
191	в них	4	5
192	том или	2	5
193	речь идет	2	5
194	с той	2	5
195	и по	5	5
196	и до	2	5
197	все эти	4	5
198	того и	3	5
199	я не	9	5
200	да и	11	5
201	к его	2	5
202	с их	2	5
203	одно из	2	5
204	к этому	2	5
205	с другими	2	5
206	и он	6	5
207	мысль о	2	5
208	в особенности	6	5
209	как о	2	5
210	для того	2	5
211	и их	5	5
212	в этих	6	5
213	такой же	2	5
214	тем что	2	5
215	еще и	4	5
216	ни с	8	5
217	ни в	20	5
218	в котором	5	5
219	все что	2	5
220	будто бы	3	5
221	еще в	2	5
222	что мы	3	5
223	все они	2	4
224	в отношении	5	4
225	или точнее	2	4
226	в области	2	4
227	вслед за	2	4
228	в каждом	4	4
229	отношение к	5	4
230	силу своей	2	4
231	были бы	3	4
232	как он	5	4
233	как у	3	4
234	а именно	3	4
235	только на	3	4
236	была бы	4	4
237	и о	4	4
238	к нему	12	4
239	указывает на	3	4
240	и что	17	4
241	на себе	3	4
242	потому что	23	4
243	в чем	9	4
244	его не	7	4
245	что же	5	4
246	здесь в	3	4
247	и другого	3	4
248	с ними	4	4
249	и тогда	4	4
250	жизнь и	5	4
251	и т	31	4
252	бы и	4	4
253	каждом из	2	4
254	сказать что	19	4
255	и от	5	4
256	по своему	4	4
257	с этим	5	4
258	но это	12	4
259	что она	18	4
260	бы в	3	4
261	в которой	3	4
262	о своем	2	4
263	который не	2	4
264	отличается от	3	4
265	об этом	7	4
266	на него	2	4
267	сама по	12	4
268	ни было	2	4
269	не должен	2	4
270	что по	3	4
271	ее в	2	4
272	мы уже	8	4
273	в акте	2	4
274	и если	5	4
275	этом смысле	4	4
276	к самому	3	4
277	тех или	5	4
278	не было	7	4
279	реальности и	2	4
280	это и	6	4
281	и есть	20	4
282	на самом	5	3
283	вопрос о	3	3
284	ни о	5	3
285	человеческой жизни	2	3
286	мы должны	6	3
287	от него	4	3
288	для нее	2	3
289	с целью	3	3
290	человека и	2	3
291	в состоянии	2	3
292	здесь как	2	3
293	не был	3	3
294	говоря о	2	3
295	может иметь	6	3
296	ведь это	3	3
297	в виду	9	3
298	тут же	2	3
299	т п	3	3
300	с тем	2	3
301	же не	4	3
302	для своего	3	3
303	может и	5	3
304	она не	10	3
305	гораздо более	3	3
306	тех пор	2	3
307	своей собственной	2	3
308	понимание есть	2	3
309	мира и	2	3
310	в ней	4	3
311	у пушкина	6	3
312	по этой	2	3
313	быть может	5	3
314	только к	2	3
315	что все	2	3
316	в зависимости	2	3
317	в тех	2	3
318	заключается в	4	3
319	связи с	3	3
320	и я	3	3
321	в связи	3	3
322	что они	8	3
323	во время	2	3
324	никто не	2	3
325	случае не	4	3
326	и больше	2	3
327	в одну	8	3
328	вопрос об	5	3
329	и внешнего	8	3
330	содержит в	6	3
331	для этого	2	3
332	никак не	6	3
333	например в	2	3
334	независимо от	2	3
335	так как	24	3
336	можно было	5	3
337	хотя в	3	3
338	бы ни	3	3
339	должно быть	7	3
340	всех этих	4	3
341	о котором	2	3
342	о своих	2	3
343	это было	4	3
344	а о	2	3
345	зависимости от	2	3
346	и может	7	3
347	что как	2	3
348	в становлении	2	3
349	сторону и	2	3
350	в жизни	3	3
351	с этой	3	3
352	себе не	7	3
353	обратим внимание	2	3
354	понимать как	2	3
355	смысл и	6	3
356	ни к	2	3
357	я всегда	3	3
358	в какой	3	3
359	ничто не	3	3
360	сами по	4	3
361	то он	2	3
362	они не	3	3
363	при условии	3	3
364	также и	7	3
365	что у	3	3
366	на меня	2	3
367	на то	5	3
368	но к	2	3
369	когда он	2	3
370	оно не	2	3
371	и с	10	3
372	на почве	2	3
373	тогда когда	6	3
374	мог бы	3	3
375	ко всему	3	3
376	раз и	2	3
377	жизни и	9	3
378	он сам	6	3
379	своего предмета	2	3
380	из этого	2	3
381	сам по	8	3
382	для науки	3	3
383	не говорит	4	3
384	же самое	3	3
385	не к	2	3
386	но с	4	3
387	но он	3	3
388	смысла и	3	3
389	далее в	2	2
390	этой стороны	2	2
391	первый взгляд	2	2
392	оно есть	5	2
393	о которых	2	2
394	с теми	2	2
395	от всего	2	2
396	но мы	3	2
397	так же	6	2
398	в одной	4	2
399	человек и	2	2
400	и отличается	3	2
401	еще раз	2	2
402	бы мы	2	2
403	даже не	4	2
404	и должно	3	2
405	в новую	2	2
406	а лишь	3	2
407	и эти	2	2
408	что именно	3	2
409	сосредоточиться на	2	2
410	это только	3	2
411	не остается	2	2
412	в одно	5	2
413	и при	3	2
414	в личности	4	2
415	это как	3	2
416	когда мы	3	2
417	мире и	3	2
418	которое как	2	2
419	или менее	5	2
420	быть в	5	2
421	что ни	3	2
422	не должна	2	2
423	внутреннего и	11	2
424	в разных	6	2
425	в отдельности	3	2
426	я был	3	2
427	любви к	2	2
428	как я	3	2
429	тот кто	2	2
430	со всей	2	2
431	тому что	4	2
432	только с	3	2
433	следует что	2	2
434	зрения и	2	2
435	искусство и	2	2
436	а только	5	2
437	она есть	12	2
438	с другом	2	2
439	с чужой	2	2
440	более или	5	2
441	жизнь в	2	2
442	все его	3	2
443	широком смысле	2	2
444	что этот	3	2
445	этой точки	2	2
446	грань между	5	2
447	просто не	2	2
448	для чего	2	2
449	не бывает	2	2
450	всегда и	4	2
451	с нею	3	2
452	в поэзии	8	2
453	на все	2	2
454	личность есть	11	2
455	не узнал	2	2
456	и др	2	2
457	тем или	2	2
458	что даже	2	2
459	по одному	4	2
460	что с	2	2
461	как нечто	5	2
462	в нас	2	2
463	уже и	5	2
464	по существу	2	2
465	или нет	6	2
466	но эта	4	2
467	одно и	8	2
468	мы видим	6	2
469	это еще	2	2
470	что это	21	2
471	миф и	6	2
472	или не	5	2
473	т е	49	2
474	есть ни	7	2
475	то и	3	2
476	утверждать что	3	2
477	я уже	2	2
478	не знаю	3	2
479	не обязательно	5	2
480	время и	2	2
481	думать что	3	2
482	мы можем	5	2
483	но лишь	4	2
484	и та	8	2
485	только через	2	2
486	на первый	2	2
487	та же	6	2
488	и вот	10	2
489	но ведь	2	2
490	но без	3	2
491	все равно	7	2
492	со всеми	2	2
493	не по	2	2
494	е о	2	2
495	но они	2	2
496	сих пор	4	2
497	но если	6	2
498	друг с	2	2
499	но всегда	2	2
500	обоих случаях	2	2
501	нет и	2	2
502	не имеет	15	2
503	в дальнейшем	6	2
504	о самом	2	2
505	вообще не	2	2
506	раз в	2	2
507	он может	3	2
508	стало быть	17	2
509	их в	2	2
510	к ним	3	2
511	еще более	3	2
512	однако они	2	2
513	свою собственную	2	2
514	но я	4	2
515	не могу	9	2
516	учение о	11	2
517	и внешнее	3	2
518	мы и	3	2
519	не просто	19	2
520	взгляд на	3	2
521	на природу	2	2
522	и только	5	2
523	и становится	2	2
524	у меня	4	2
525	до сих	4	2
526	мы будем	2	2
527	себе самом	2	2
528	и остается	2	2
529	тем же	3	2
530	в системе	2	2
