N	2gram	Losev_Prob	Analitik
136	в литературе	4	7
137	иное как	5	7
138	в другом	2	7
139	и тем	16	7
140	место в	2	7
141	на его	2	7
142	в ее	3	7
143	все это	11	7
144	во всяком	18	7
145	одна из	4	7
146	как нам	2	7
147	по преимуществу	4	7
148	несмотря на	6	7
149	как будто	6	7
150	что иное	5	7
151	и для	10	7
152	и является	9	7
153	или иначе	7	7
154	таком случае	14	7
155	собственно говоря	4	7
156	однако не	3	7
157	всяком случае	11	7
158	внимание на	4	7
159	как мы	10	7
160	времени в	2	7
161	в таком	18	7
162	в нашем	3	7
163	его в	9	6
164	для всех	3	6
165	если в	2	6
166	вопроса о	3	6
167	что не	8	6
168	не что	5	6
169	в силу	2	6
170	казалось бы	11	6
171	не знает	4	6
172	мере в	2	6
173	данного художественного	2	6
174	в нем	14	6
175	что на	4	6
176	не будет	11	6
177	тем более	13	6
178	или в	5	6
179	он был	2	6
180	и то	15	6
181	хотя бы	15	6
182	то в	6	6
183	в сознании	5	6
184	из этих	5	6
185	его как	2	6
186	с самим	3	6
187	же в	5	6
188	одного и	2	6
189	тем не	25	6
190	и более	4	6
191	так или	7	6
192	есть в	9	6
193	из которых	2	6
194	из них	3	6
195	уже в	6	6
196	по его	3	6
197	вовсе не	60	6
198	не о	7	5
199	и потому	3	5
200	не могут	6	5
201	не как	2	5
202	входит в	4	5
203	но как	11	5
204	каждый из	3	5
205	для себя	9	5
206	совершенно не	7	5
207	так что	12	5
208	самом деле	10	5
209	в искусстве	3	5
210	в эту	2	5
211	в общем	5	5
212	он в	2	5
213	говорит и	3	5
214	а а	6	5
215	в них	8	5
216	речь идет	2	5
217	и по	3	5
218	и до	3	5
219	все эти	15	5
220	мы не	6	5
221	в первом	2	5
222	этом случае	6	5
223	тот же	4	5
224	и здесь	8	5
225	да и	11	5
226	к его	2	5
227	одно из	2	5
228	с другими	6	5
229	мысль о	3	5
230	мира в	2	5
231	как о	4	5
232	для того	10	5
233	и их	4	5
234	в этих	7	5
235	это всегда	2	5
236	тем что	10	5
237	еще и	9	5
238	ни в	13	5
239	в котором	5	5
240	все что	2	5
241	будто бы	4	5
242	еще в	2	5
243	что мы	23	5
244	и особенно	4	5
245	все они	2	4
246	в отношении	7	4
247	или точнее	4	4
248	и ее	9	4
249	в области	8	4
250	одним из	2	4
251	были бы	2	4
252	как он	4	4
253	а именно	16	4
254	только на	13	4
255	в действительности	5	4
256	была бы	2	4
257	его от	4	4
258	о нем	3	4
259	и о	11	4
260	к нему	5	4
261	указывает на	16	4
262	и что	21	4
263	потому что	24	4
264	все прочие	2	4
265	свидетельствует о	5	4
266	разного рода	9	4
267	в чем	3	4
268	что же	18	4
269	здесь в	4	4
270	того чтобы	10	4
271	и во	4	4
272	и тогда	2	4
273	то ни	3	4
274	известной степени	2	4
275	но о	2	4
276	и т	13	4
277	бы и	5	4
278	сказать что	33	4
279	и от	3	4
280	по своему	14	4
281	к предмету	3	4
282	но при	2	4
283	с этим	7	4
284	но это	11	4
285	однако и	4	4
286	не все	4	4
287	что она	8	4
288	бы в	3	4
289	в которой	2	4
290	о своем	4	4
291	отличается от	2	4
292	об этом	10	4
293	сама по	6	4
294	в значительной	2	4
295	чем и	2	4
296	ее в	2	4
297	мы уже	8	4
298	сколько бы	2	4
299	или иных	2	4
300	в своих	3	4
301	и если	9	4
302	могли бы	2	4
303	этом смысле	8	4
304	к самому	2	4
305	тех или	5	4
306	не было	7	4
307	или даже	3	4
308	бы не	4	4
309	и есть	7	4
310	на самом	9	3
311	вопрос о	4	3
312	в таких	5	3
313	ни о	8	3
314	которые в	4	3
315	мы должны	5	3
316	с целью	4	3
317	слова как	2	3
318	в состоянии	2	3
319	здесь как	3	3
320	не был	4	3
321	может иметь	3	3
322	ведь это	4	3
323	в виду	10	3
324	которого он	2	3
325	тут же	3	3
326	к своему	2	3
327	в момент	2	3
328	при таком	2	3
329	в такой	3	3
330	ведь и	2	3
331	с тем	6	3
332	нам кажется	2	3
333	для своего	3	3
334	может и	3	3
335	она не	5	3
336	к этой	2	3
337	гораздо более	6	3
338	тех пор	4	3
339	том числе	2	3
340	уже о	5	3
341	у пушкина	2	3
342	не говоря	8	3
343	однако все	2	3
344	и те	2	3
345	между собой	5	3
346	языка и	5	3
347	ли он	2	3
348	и заключается	2	3
349	что все	9	3
350	в зависимости	2	3
351	в тех	2	3
352	заключается в	2	3
353	связи с	8	3
354	в связи	7	3
355	что они	5	3
356	никто не	2	3
357	случае не	6	3
358	все еще	5	3
359	и больше	2	3
360	бы то	2	3
361	содержит в	7	3
362	для этого	5	3
363	никак не	13	3
364	например в	2	3
365	и той	4	3
366	независимо от	2	3
367	так как	16	3
368	можно было	8	3
369	хотя в	3	3
370	пушкина что	2	3
371	дело в	3	3
372	должно быть	3	3
373	всех этих	11	3
374	о котором	4	3
375	это было	3	3
376	и тот	2	3
377	зависимости от	2	3
378	и может	2	3
379	чистом виде	4	3
380	тот или	4	3
381	только для	3	3
382	и наконец	3	3
383	в жизни	3	3
384	себе не	3	3
385	обратим внимание	2	3
386	понимать как	2	3
387	смысл и	3	3
388	сами по	5	3
389	на этот	3	3
390	то он	3	3
391	при условии	5	3
392	человека с	2	3
393	а тем	3	3
394	также и	22	3
395	а то	2	3
396	поскольку в	2	3
397	поэтому в	2	3
398	на то	12	3
399	представляется нам	2	3
400	поскольку он	2	3
401	оно не	6	3
402	и с	12	3
403	на почве	2	3
404	если не	6	3
405	тогда когда	4	3
406	раз и	13	3
407	он сам	2	3
408	из этого	2	3
409	сам по	7	3
410	пока еще	12	3
411	как на	3	3
412	же самое	9	3
413	но с	2	3
414	этих двух	2	3
415	и без	6	3
416	мы могли	2	3
417	указание на	6	3
418	но он	3	3
419	смысла и	2	3
420	этих случаях	4	3
421	первый взгляд	2	2
422	между которыми	2	2
423	оно и	3	2
424	при помощи	21	2
425	о которых	6	2
426	от всего	4	2
427	но мы	3	2
428	так же	12	2
429	для нас	11	2
430	как человек	2	2
431	не имеют	6	2
432	на эту	2	2
433	ю м	2	2
434	для всего	2	2
435	зачем же	3	2
436	бы мы	5	2
437	даже не	3	2
438	или из	4	2
439	общения людей	3	2
440	и должно	2	2
441	является в	3	2
442	вообще и	6	2
443	в чистом	3	2
444	только по	2	2
445	и эстетики	3	2
446	сосредоточиться на	2	2
447	это только	4	2
448	определенным образом	4	2
449	в одно	5	2
450	и при	4	2
451	логического анализа	3	2
452	когда мы	10	2
453	к понятию	3	2
454	или менее	7	2
455	же касается	3	2
456	от нас	6	2
457	что ни	3	2
458	что может	4	2
459	от других	3	2
460	в отдельности	4	2
461	не являются	8	2
462	так например	2	2
463	тот кто	2	2
464	тому что	6	2
465	не приходится	2	2
466	на этой	4	2
467	только с	3	2
468	а только	9	2
469	она есть	5	2
470	и свою	2	2
471	более или	7	2
472	собой и	3	2
473	слово о	2	2
474	что этот	2	2
475	между прочим	3	2
476	для чего	2	2
477	по этому	6	2
478	а скорее	3	2
479	с нею	2	2
480	не требует	2	2
481	тогда не	2	2
482	сознания с	2	2
483	и др	2	2
484	тем или	4	2
485	что с	2	2
486	как нечто	10	2
487	в нас	2	2
488	говоря уже	6	2
489	войти в	3	2
490	во всей	4	2
491	уже и	6	2
492	требует от	2	2
493	для обозначения	4	2
494	некоторого рода	9	2
495	по существу	2	2
496	но эта	3	2
497	не возникает	2	2
498	но зато	3	2
499	до последнего	2	2
500	мы видим	2	2
501	под этим	4	2
502	не столь	2	2
503	к другим	2	2
504	что это	4	2
505	или не	5	2
506	т е	2	2
507	во многих	4	2
508	бы он	2	2
509	есть ни	8	2
510	но отнюдь	4	2
511	не будем	5	2
512	с этими	4	2
513	то и	7	2
514	утверждать что	2	2
515	однако здесь	3	2
516	нет ничего	12	2
517	таких случаях	2	2
518	из рассмотренных	2	2
519	не обязательно	3	2
520	время и	2	2
521	и конечно	2	2
522	думать что	2	2
523	мы можем	8	2
524	до тех	4	2
525	своего собственного	5	2
526	и та	2	2
527	значение в	4	2
528	прежде чем	3	2
529	на первый	5	2
530	но ведь	6	2
531	у нас	31	2
532	все равно	7	2
533	со всеми	2	2
534	от всех	2	2
535	сих пор	6	2
536	но если	6	2
537	которая является	2	2
538	текст и	2	2
539	но всегда	2	2
540	только его	4	2
541	нет и	5	2
542	не имеет	8	2
543	в дальнейшем	5	2
544	о самом	2	2
545	вообще не	5	2
546	самое время	4	2
547	в самой	3	2
548	частности в	2	2
549	отношения в	2	2
550	уже по	2	2
551	их в	6	2
552	не вполне	4	2
553	языка в	3	2
554	что при	2	2
555	отношения между	2	2
556	этот вопрос	2	2
557	бы дать	2	2
558	значения и	11	2
559	есть чисто	2	2
560	что между	2	2
561	было и	2	2
562	не можем	2	2
563	и должны	3	2
564	учение о	5	2
565	ближе к	2	2
566	которой он	4	2
567	не для	3	2
568	мы и	8	2
569	не просто	30	2
570	и только	7	2
571	как его	2	2
572	до сих	6	2
573	же нам	2	2
574	мы будем	3	2
575	и внутреннее	2	2
576	тем же	2	2
577	в системе	3	2
