N	2gram	Tiupa_Anal	Tvorches
335	и того	4	2
336	в литературу	2	2
337	к миру	2	2
338	по поводу	5	2
339	не от	2	2
340	известном смысле	2	2
341	читателя к	2	2
342	в данном	12	2
343	во всех	4	2
344	о своем	4	2
345	уже говорилось	3	2
346	с самим	3	2
347	тем не	3	2
348	в глаза	2	2
349	войне и	3	2
350	должен был	2	2
351	как о	3	2
352	где он	2	2
353	на смену	5	2
354	в результате	6	2
355	указывает на	3	2
356	ни к	3	2
357	наконец в	3	2
358	жизнь и	3	2
359	в глазах	6	2
360	с одной	3	2
361	о своих	3	2
362	человека с	2	2
363	и является	3	2
364	за пределами	2	2
365	от всех	2	2
366	этом он	2	2
367	столь же	7	2
368	и здесь	4	2
369	сам автор	2	2
370	все что	2	2
371	я в	15	2
372	представляется нам	2	2
373	и свою	2	2
374	и мире	2	2
375	в произведении	3	2
376	входит в	4	2
377	ключ к	4	2
378	к его	2	2
379	путь к	4	2
380	в эту	2	2
381	в диалоге	2	2
382	со своим	2	2
383	на первом	2	2
384	произведения в	4	2
385	мог бы	3	2
386	ко всему	2	2
387	внимание на	4	2
388	свободу от	3	2
389	от жизни	2	2
390	с их	3	2
391	пока еще	3	2
392	что во	2	2
393	о которой	2	2
394	в глубине	3	2
395	глубине души	2	2
396	как раз	8	2
397	мы уже	2	2
398	нам представляется	2	2
