N	2gram	Voloshinov	TeoriaLi
223	одно слово	2	2
224	– и	8	2
225	с их	2	2
226	за пределы	8	2
227	до известной	2	2
228	случае это	2	2
229	это было	2	2
230	язык –	5	2
231	и даже	4	2
232	в конце	5	2
233	к более	2	2
234	и здесь	9	2
235	сама по	2	2
236	противном случае	2	2
237	и прежде	4	2
238	таком случае	5	2
239	это и	3	2
240	превращается в	2	2
241	внутреннего мира	2	2
242	форм высказывания	3	2
243	жизни –	2	2
244	это делает	2	2
245	жизни в	5	2
246	в значительной	3	2
247	от своего	2	2
248	к нашему	2	2
249	высказывания как	7	2
250	ни было	15	2
251	у нас	4	2
252	к своему	2	2
253	только на	7	2
254	и другие	2	2
255	и иных	3	2
256	у него	2	2
257	самом деле	18	2
258	его внешней	2	2
259	в чем	2	2
260	вместе с	2	2
261	не могло	3	2
262	в какой	5	2
263	– как	6	2
264	здесь мы	7	2
265	творческий акт	2	2
266	одной из	5	2
267	для понимания	4	2
268	жизни но	2	2
269	к нему	5	2
270	как такой	6	2
271	и является	4	2
272	числе и	3	2
273	и это	6	2
274	ее в	2	2
275	тому что	6	2
276	высказывания –	7	2
277	о том	4	2
278	зрения и	2	2
279	знаков в	3	2
280	данном контексте	3	2
281	что такое	3	2
282	могли бы	2	2
283	всех подобных	2	2
284	принадлежит только	2	2
285	если мы	17	2
286	должен быть	2	2
287	коем случае	2	2
288	и на	8	2
289	вступает в	2	2
290	значения и	4	2
291	из которых	2	2
292	он и	2	2
293	по себе	5	2
294	здесь не	2	2
295	в следующей	3	2
296	в той	6	2
297	– то	5	2
298	к жизни	2	2
299	что и	5	2
300	в данный	2	2
301	к другому	7	2
302	с ними	5	2
303	в противном	2	2
304	высказывания и	11	2
305	во внутренней	3	2
306	то ни	12	2
307	имеет дело	2	2
308	себя и	2	2
309	данный момент	2	2
310	и особенно	2	2
311	не просто	2	2
312	все это	4	2
313	делает его	3	2
314	в первом	3	2
315	в большинстве	7	2
316	во внешнем	2	2
317	из виду	2	2
318	бы то	11	2
319	xix века	4	2
320	как система	11	2
321	на основе	4	2
322	тем же	4	2
323	быть и	9	2
324	первой части	2	2
325	в системе	3	2
