N	2gram	Vygotskiy_	Vladivir
216	что здесь	2	6
217	есть не	2	6
218	и тут	2	6
219	и всегда	2	6
220	к своему	2	6
221	на основании	2	6
222	в виду	6	6
223	и очень	3	6
224	что на	4	6
225	тому что	10	6
226	в общем	4	6
227	жизнь и	2	6
228	здесь в	4	6
229	то как	4	6
230	по своему	6	6
231	время как	6	6
232	другой стороны	5	6
233	тем более	2	6
234	указать на	3	6
235	что она	34	6
236	по мнению	2	6
237	на него	3	6
238	мысли и	2	6
239	должен был	4	6
240	и наконец	2	6
241	для того	18	6
242	такой же	2	6
243	но только	10	6
244	мы не	7	6
245	не с	2	6
246	она была	5	6
247	в жизни	6	6
248	или иначе	2	6
249	если мы	19	6
250	той же	6	6
251	главным образом	6	6
252	по его	3	6
253	но мы	4	5
254	на эту	2	5
255	и прежде	2	5
256	на все	2	5
257	и тем	4	5
258	в их	3	5
259	в частности	3	5
260	утверждает что	3	5
261	эти три	2	5
262	она не	10	5
263	с самого	10	5
264	он в	3	5
265	заметить что	2	5
266	и без	2	5
267	весь этот	3	5
268	один из	7	5
269	место в	6	5
270	что с	4	5
271	и до	4	5
272	что они	9	5
273	во время	4	5
274	однако и	3	5
275	и больше	2	5
276	ее в	7	5
277	увидим ниже	2	5
278	все то	15	5
279	он как	2	5
280	мы имеем	2	5
281	только то	3	5
282	и еще	2	5
283	во всех	4	5
284	говорит что	17	5
285	по преимуществу	2	5
286	и часто	2	5
287	где он	3	5
288	которой мы	4	5
289	с с	2	5
290	есть все	2	5
291	и так	4	5
292	далеко не	3	5
293	что у	7	5
294	еще более	2	5
295	в свою	6	5
296	с которым	2	5
297	из них	10	5
298	со своей	3	5
299	говорит о	6	5
300	всей этой	3	5
301	это был	2	5
302	и только	8	5
303	как на	9	5
304	не к	5	5
305	все дело	2	4
306	на самом	3	4
307	перед нами	12	4
308	всех этих	2	4
309	тем самым	4	4
310	о которых	10	4
311	не могут	2	4
312	для нее	2	4
313	в тех	5	4
314	оказывается что	2	4
315	ясно что	11	4
316	наряду с	4	4
317	которых мы	6	4
318	как к	6	4
319	то мы	2	4
320	на свою	2	4
321	и вместе	3	4
322	это и	4	4
323	не могли	5	4
324	и других	5	4
325	только одно	3	4
326	совершенно не	8	4
327	как у	2	4
328	у них	2	4
329	после этого	5	4
330	что даже	2	4
331	бы на	2	4
332	нам кажется	2	4
333	и т	19	4
334	он говорит	9	4
335	одной стороны	6	4
336	как именно	2	4
337	не то	7	4
338	в такой	5	4
339	и во	3	4
340	в сущности	16	4
341	больше чем	5	4
342	кажется что	2	4
343	с которыми	2	4
344	или не	3	4
345	когда мы	5	4
346	с этими	2	4
347	и эта	3	4
348	независимо от	2	4
349	время в	5	4
350	не так	4	4
351	которые не	2	4
352	мы можем	12	4
353	в глаза	3	4
354	т д	6	4
355	только что	10	4
356	чтобы он	3	4
357	мы увидим	14	4
358	в нас	7	4
359	и другие	3	4
360	уже давно	3	4
361	с и	6	4
362	с одной	7	4
363	заключается в	13	4
364	это конечно	3	4
365	и более	4	4
366	можно найти	2	4
367	том чтобы	2	4
368	и сейчас	2	4
369	их в	4	4
370	что сам	2	4
371	знаем что	4	4
372	на этом	6	4
373	это можно	2	4
374	только не	3	4
375	сам по	2	4
376	же самое	14	4
377	но с	2	4
378	по своим	2	4
379	и всю	2	4
380	как с	2	4
381	так сказать	6	3
382	с таким	4	3
383	ясно и	3	3
384	к этим	2	3
385	указывает на	8	3
386	не имеют	4	3
387	от него	2	3
388	на всю	2	3
389	которого я	2	3
390	и ее	4	3
391	это будет	3	3
392	без всяких	3	3
393	в другом	6	3
394	свою очередь	3	3
395	в силу	2	3
396	остановиться на	3	3
397	роль в	2	3
398	и никогда	2	3
399	бы его	2	3
400	но эта	3	3
401	казалось бы	7	3
402	от своего	2	3
403	и вся	2	3
404	самом деле	33	3
405	и такие	2	3
406	так например	5	3
407	общего с	2	3
408	его к	2	3
409	гораздо более	2	3
410	тех пор	2	3
411	что не	5	3
412	не могла	2	3
413	и она	4	3
414	имеет никакого	3	3
415	с такой	7	3
416	с теми	4	3
417	ли он	4	3
418	же как	3	3
419	самого начала	10	3
420	когда в	4	3
421	по одному	2	3
422	и этот	6	3
423	был бы	4	3
424	и кажется	2	3
425	того как	4	3
426	очень часто	2	3
427	одно и	4	3
428	ее на	2	3
429	только как	2	3
430	это в	3	3
431	больше и	3	3
432	дело не	3	3
433	бы в	3	3
434	том случае	4	3
435	указывал на	4	3
436	которое мы	4	3
437	отличается от	2	3
438	к тем	3	3
439	это делает	2	3
440	как говорит	2	3
441	одним из	2	3
442	том и	3	3
443	как известно	2	3
444	хотел бы	2	3
445	что по	3	3
446	в мире	3	3
447	думать что	3	3
448	он сказал	4	3
449	что такое	2	3
450	здравого смысла	2	3
451	все что	2	3
452	ним в	2	3
453	в какой	8	3
454	будто бы	3	3
455	в которых	9	3
456	у меня	2	3
457	был не	2	3
458	и действительно	2	3
459	в сторону	2	3
460	сейчас же	9	3
461	это является	2	3
462	но когда	2	3
463	и который	2	3
464	это же	2	3
465	как будто	13	3
466	начала и	2	3
467	согласии с	2	3
468	была бы	5	3
469	заставляет нас	2	3
470	он все	4	2
471	однако он	2	2
472	она должна	3	2
473	здесь с	3	2
474	в действительности	3	2
475	всего этого	3	2
476	же после	3	2
477	слова а	2	2
478	утверждать что	2	2
479	это то	4	2
480	том как	5	2
481	не является	2	2
482	еще раз	3	2
483	в известных	2	2
484	только для	3	2
485	эту мысль	2	2
486	одна из	6	2
487	к себе	2	2
488	с той	8	2
489	смысла и	3	2
490	не могу	3	2
491	или же	2	2
492	здесь дело	3	2
493	не по	3	2
494	превратилась в	3	2
495	он будет	2	2
496	и начал	2	2
497	уже с	2	2
498	к чему	6	2
499	почти не	2	2
500	которое он	2	2
501	это все	2	2
502	но сам	2	2
503	но по	2	2
504	что ни	3	2
505	же мы	2	2
506	от других	2	2
507	если он	5	2
508	со всеми	2	2
509	нее в	3	2
510	и совершенно	9	2
511	но так	2	2
512	без всякой	2	2
513	для всех	2	2
514	они не	2	2
515	могло бы	4	2
516	одного из	2	2
517	и те	2	2
518	очень легко	7	2
519	и самая	2	2
520	из этой	2	2
521	истинный смысл	5	2
522	в предисловии	2	2
523	поэзии и	3	2
524	в ее	9	2
525	воли и	2	2
526	как я	2	2
527	первый раз	3	2
528	почти всегда	3	2
529	и может	5	2
530	не иначе	2	2
531	должна быть	5	2
532	с каждым	2	2
533	например в	5	2
534	что эти	5	2
535	этого слова	5	2
536	в двух	11	2
537	тем больше	2	2
538	и затем	3	2
539	в основе	5	2
540	в которую	3	2
541	на их	3	2
542	выходит что	2	2
543	если в	2	2
544	имеет в	2	2
545	интересно что	3	2
546	говорил о	3	2
547	с такими	2	2
548	ни по	2	2
549	в нашей	2	2
550	все было	2	2
551	что только	3	2
552	в первой	2	2
553	на это	6	2
554	если она	2	2
555	о котором	5	2
556	случае если	4	2
557	с ее	5	2
558	от этого	4	2
559	до тех	2	2
560	дело с	5	2
561	бы это	5	2
562	и которая	4	2
563	почти в	2	2
564	как не	3	2
565	в первый	2	2
566	та же	6	2
567	все они	3	2
568	и которые	3	2
569	то здесь	2	2
570	нам в	3	2
571	со всей	3	2
572	она в	4	2
573	и их	2	2
574	время с	2	2
575	бросается в	2	2
576	сих пор	6	2
577	во всей	3	2
578	которые мы	2	2
579	ссылается на	6	2
580	я говорю	4	2
581	и вместо	3	2
582	в порядке	4	2
583	в самой	9	2
584	почему он	4	2
585	из которых	6	2
586	кто из	2	2
587	в русской	4	2
588	уже знаем	2	2
589	он прямо	3	2
590	развития и	2	2
591	это совершенно	2	2
592	тогда когда	2	2
593	не можем	4	2
594	и поэтому	3	2
595	внимание на	4	2
596	вместо этого	2	2
597	в той	8	2
598	что оба	2	2
599	можно назвать	2	2
600	и уже	5	2
601	что эта	8	2
602	только после	4	2
603	говорить о	3	2
604	в некоторых	2	2
605	и своим	2	2
606	пор пока	2	2
607	относится к	2	2
608	тем и	2	2
609	до сих	7	2
