N	2gram	Losev_Vlad	Psycholo
545	то для	2	3
546	и такие	2	3
547	чем у	2	3
548	с а	13	3
549	жизнь в	2	3
550	мы хотели	3	3
551	тем более	4	3
552	и я	7	3
553	и можно	4	3
554	в которую	2	3
555	он сам	3	3
556	и психологии	7	3
557	а к	24	3
558	же с	22	3
559	хотя в	2	3
560	в этот	5	3
561	как я	2	3
562	на земле	2	3
563	него в	4	3
564	не столько	4	3
565	нее в	2	3
566	не могло	2	3
567	это конечно	4	3
568	первый план	4	3
569	впечатление и	2	3
570	но уже	3	3
571	я хотел	2	3
572	время с	2	3
573	или иначе	3	3
574	это время	7	3
575	там же	24	3
576	к своей	2	3
577	он и	8	3
578	и который	2	3
579	то ни	2	3
580	есть для	2	3
581	в высшей	2	3
582	последнее время	2	3
583	что сам	3	3
584	очень мало	2	2
585	жизни в	3	2
586	ему не	2	2
587	на свою	3	2
588	что бы	2	2
589	в следующем	3	2
590	он будет	2	2
591	в стихотворении	3	2
592	и начал	2	2
593	просто не	2	2
594	своей жизни	5	2
595	настоящей работы	4	2
596	через несколько	3	2
597	и ту	2	2
598	как уже	2	2
599	однако эта	2	2
600	и философии	2	2
601	связи со	2	2
602	с того	2	2
603	времени в	2	2
604	для них	2	2
605	ни малейшего	2	2
606	всего на	4	2
607	в те	12	2
608	на всю	2	2
609	во многих	2	2
610	тех же	3	2
611	все было	2	2
612	не знаю	2	2
613	только к	3	2
614	и толстой	2	2
615	его точки	2	2
616	отца и	4	2
617	иной раз	8	2
618	но во	2	2
619	полностью в	2	2
620	с нами	3	2
621	чем не	2	2
622	в письме	16	2
623	свидетельствуют о	4	2
624	эти последние	4	2
625	с каждым	2	2
626	уже на	3	2
627	это была	3	2
628	на одной	3	2
629	а через	2	2
630	не вполне	3	2
631	назад к	2	2
632	и глубоко	3	2
633	на такой	2	2
634	которая была	2	2
635	это был	5	2
636	и своим	2	2
637	именно с	2	2
638	на ту	2	2
639	но его	4	2
640	никакого отношения	3	2
641	в будущем	2	2
642	против этого	2	2
643	которого я	2	2
644	не раз	5	2
645	по своей	4	2
646	оба они	3	2
647	не был	6	2
648	со своим	5	2
649	нам представляется	3	2
650	тут же	7	2
651	в науке	3	2
652	и представить	2	2
653	в свое	6	2
654	несколько дней	2	2
655	был глубоко	2	2
656	философии и	14	2
657	именно к	2	2
658	от нее	3	2
659	ко всему	4	2
660	даже и	12	2
661	и вы	2	2
662	наконец в	3	2
663	и постоянно	2	2
664	чего он	2	2
665	воли и	2	2
666	ему только	2	2
667	мы сказали	2	2
668	тем больше	2	2
669	еще один	2	2
670	себе представить	2	2
671	в россии	7	2
672	ума и	2	2
673	в начале	7	2
674	именно здесь	2	2
675	виде в	2	2
676	человека как	3	2
677	себя к	2	2
678	него не	4	2
679	с какой	2	2
680	в англию	2	2
681	время и	3	2
682	был не	3	2
683	люди как	2	2
684	куда он	2	2
685	казалось что	2	2
686	речи с	2	2
687	друг друга	3	2
688	часто и	2	2
689	так или	3	2
690	учение о	2	2
