N	2gram	Vygotskiy_	Stilisti
173	его и	4	3
174	может стать	2	3
175	как в	7	3
176	не знает	6	3
177	для него	9	3
178	не с	2	3
179	по своему	4	3
180	и для	3	3
181	ни на	3	3
182	нам в	2	3
183	видели что	2	3
184	что у	4	3
185	что всякое	3	3
186	что слова	2	3
187	в котором	2	3
188	их в	3	3
189	и тому	2	3
190	ответ на	3	3
191	что оно	9	3
192	как таковой	2	3
193	если не	3	3
194	между ними	5	3
195	из которых	3	3
196	но что	6	3
197	из них	6	3
198	если он	4	3
199	представить себе	2	3
200	несмотря на	3	3
201	жизни и	2	3
202	что и	11	3
203	мы в	2	3
204	все эти	9	3
205	связи с	9	3
206	что было	2	3
207	до того	4	3
208	отношения к	2	3
209	что эти	4	3
210	этом случае	5	3
211	между тем	5	3
212	в основе	12	3
213	что иное	2	2
214	мы имели	4	2
215	еще и	3	2
216	до конца	3	2
217	в каком	2	2
218	в отношении	18	2
219	для этого	3	2
220	вопрос о	15	2
221	речи не	4	2
222	очевидно что	2	2
223	и потому	3	2
224	которые в	4	2
225	с этим	9	2
226	для всех	2	2
227	слова не	2	2
228	относится к	3	2
229	мы имеем	4	2
230	из этих	2	2
231	но как	6	2
232	речи то	2	2
233	в первой	2	2
234	должно быть	10	2
235	на одном	2	2
236	к этому	7	2
237	эти три	2	2
238	с ней	3	2
239	по отношению	19	2
240	не нужно	2	2
241	с развитием	3	2
242	иное как	2	2
243	должны были	3	2
244	отношение к	12	2
245	а этот	2	2
246	ли не	2	2
247	есть не	3	2
248	к которому	7	2
249	слово в	3	2
250	на первый	2	2
251	кроме того	2	2
252	речь есть	3	2
253	к полному	2	2
254	тем что	12	2
255	этом отношении	7	2
256	находятся в	3	2
257	из двух	2	2
258	речи но	3	2
259	в их	4	2
260	и при	4	2
261	в этих	7	2
262	что он	40	2
263	по своей	7	2
264	в наших	2	2
265	отношению к	19	2
266	быть понято	2	2
267	на отдельные	2	2
268	сих пор	3	2
269	в пределах	6	2
270	значений слов	5	2
271	совершенно иначе	2	2
272	нашего исследования	4	2
273	в какой	8	2
274	на развитие	6	2
275	различие в	3	2
276	который мы	2	2
277	только тогда	5	2
278	одной из	5	2
279	в жизни	2	2
280	на этот	9	2
281	но не	13	2
282	как уже	5	2
283	также и	2	2
284	к нему	4	2
285	тому же	3	2
286	но мы	7	2
287	видим что	3	2
288	прежде чем	2	2
289	он говорит	3	2
290	связанные с	6	2
291	бы нам	2	2
292	зависит от	4	2
293	в своих	5	2
294	еще более	5	2
295	ту же	5	2
296	не есть	4	2
297	этот вопрос	8	2
298	в которых	2	2
299	которые являются	2	2
300	находит свое	2	2
301	и те	2	2
302	представляет собой	11	2
303	между собой	17	2
304	и он	3	2
305	развития в	14	2
306	место в	2	2
307	о чем	3	2
308	смысле этого	2	2
309	между двумя	4	2
310	но это	4	2
311	культурного развития	2	2
312	в своей	5	2
313	или даже	2	2
314	ответить на	4	2
315	только одним	2	2
316	в связи	6	2
317	таким же	3	2
318	он не	13	2
319	друг другу	2	2
320	перейти к	4	2
321	эти вопросы	2	2
322	с ним	6	2
323	мы говорили	5	2
324	тот же	7	2
325	вовсе не	2	2
326	этот процесс	5	2
327	оно является	4	2
328	тем и	2	2
329	как с	5	2
330	ясно что	2	2
331	это слово	3	2
