N	2gram	Losev_Vesc	Myslijsy
577	но тогда	5	3
578	первом случае	2	3
579	в свое	2	3
580	ничем не	4	3
581	я вижу	2	3
582	как это	4	3
583	который мы	4	3
584	с которой	3	3
585	значит что	32	3
586	и совершенно	2	3
587	совсем не	2	3
588	здесь не	2	3
589	и когда	5	3
590	знать что	2	3
591	это значит	30	3
592	случае не	3	3
593	признать что	2	3
594	одном и	2	3
595	в результате	9	3
596	как о	5	3
597	или иначе	5	3
598	для всякого	6	3
599	о значении	2	3
600	так то	4	3
601	он сам	2	3
602	бы что	3	3
603	не значит	11	3
604	однако не	4	3
605	еще и	11	2
606	свое время	2	2
607	ее и	2	2
608	и кто	2	2
609	себе как	2	2
610	состоит из	3	2
611	и эти	3	2
612	действительно есть	2	2
613	человека по	2	2
614	на ее	3	2
615	совсем другое	2	2
616	нужно чтобы	2	2
617	ли в	3	2
618	ни к	3	2
619	а а	2	2
620	отличаются от	2	2
621	же не	4	2
622	себя от	2	2
623	переходит в	4	2
624	то с	3	2
625	же оно	3	2
626	того и	2	2
627	а есть	5	2
628	мы получим	3	2
629	быть и	5	2
630	на их	2	2
631	о божественном	2	2
632	если они	2	2
633	слов а	2	2
634	же есть	3	2
635	и эта	4	2
636	в первой	2	2
637	только к	2	2
638	только а	4	2
639	есть но	2	2
640	требует чтобы	5	2
641	и образ	3	2
642	если я	6	2
643	говорить что	4	2
644	и необходимо	2	2
645	и формы	2	2
646	д и	11	2
647	по своей	3	2
648	сущности есть	2	2
649	было и	2	2
650	в с	2	2
651	это что	5	2
652	ее образ	4	2
653	образ в	2	2
654	нужно для	4	2
655	понимание и	3	2
656	вещь и	18	2
657	вбирает в	3	2
658	есть лишь	2	2
659	мы еще	2	2
660	можно говорить	2	2
661	от всех	5	2
662	этом в	2	2
663	когда он	2	2
664	или есть	3	2
665	то необходимо	3	2
666	если он	3	2
667	она могла	2	2
668	есть или	4	2
669	ближе к	2	2
670	раз и	2	2
671	in der	2	2
672	действительность и	8	2
673	и другой	2	2
674	понимание в	3	2
675	или другое	2	2
676	но еще	3	2
677	в это	2	2
678	хотя это	2	2
679	в сфере	6	2
680	существует и	2	2
681	она еще	2	2
682	ему не	3	2
683	и заставляет	2	2
684	еще один	2	2
685	есть образ	2	2
686	нуждается в	2	2
687	когда же	2	2
688	какого бы	2	2
689	со мною	2	2
690	вопроса о	3	2
691	что из	3	2
692	является в	2	2
693	в природу	4	2
694	это и	12	2
695	существует только	2	2
696	нас не	2	2
697	на две	2	2
698	может ли	2	2
699	из предыдущего	2	2
700	значит не	4	2
701	его от	2	2
702	оно только	3	2
703	бы на	3	2
704	мы ее	5	2
705	только это	4	2
706	может и	3	2
707	только с	3	2
708	к природе	2	2
709	же как	3	2
710	на более	2	2
711	необходимые для	3	2
712	чем то	2	2
713	из его	2	2
714	я не	7	2
715	не годится	2	2
716	не зависит	2	2
717	и нет	3	2
718	истории и	2	2
719	ее на	2	2
720	же это	5	2
721	и еще	4	2
722	чего бы	2	2
723	себя в	11	2
724	если она	11	2
725	дело не	4	2
726	не нужно	3	2
727	с ее	10	2
728	как я	6	2
729	к делу	2	2
730	то или	5	2
731	отличается от	8	2
732	всем прочим	3	2
733	тут же	4	2
734	и сам	3	2
735	его и	4	2
736	есть тоже	5	2
737	нет и	4	2
738	что сущность	2	2
739	говорится о	2	2
740	на меня	3	2
741	которую я	2	2
742	самой сущности	3	2
743	оно может	3	2
744	от чего	3	2
745	той и	2	2
746	есть прежде	4	2
747	без этого	3	2
748	отличны от	4	2
749	как с	7	2
750	знания и	5	2
751	к его	2	2
752	к чему	2	2
753	из которых	3	2
754	действительности не	2	2
755	не понимает	3	2
756	вообще но	6	2
757	которые бы	3	2
758	смысле и	4	2
759	но когда	3	2
760	замечаем что	3	2
761	вопрос как	3	2
762	из основных	3	2
763	этих двух	2	2
764	имеем дело	3	2
765	а следовательно	4	2
766	не сама	2	2
