N	2gram	Bakhtin_Pr	TeoriaLi
121	даже в	6	3
122	в художественной	2	3
123	перед нами	12	3
124	герой не	2	3
125	и потому	7	3
126	во всех	4	3
127	из этих	3	3
128	в которой	2	3
129	в противоположность	2	3
130	и для	7	3
131	тем не	2	3
132	и как	9	3
133	если бы	12	3
134	к которому	2	3
135	в узком	2	3
136	или в	7	3
137	мира в	5	3
138	он должен	2	3
139	подобно тому	3	3
140	в таком	3	3
141	слова как	3	3
142	одним из	7	3
143	с этой	2	3
144	а именно	2	3
145	была бы	5	3
146	в романе	12	3
147	между собой	2	3
148	и др	7	3
149	а с	2	3
150	есть в	2	3
151	в жизни	5	3
152	в произведении	7	3
153	для себя	3	3
154	в точке	2	3
155	в контексте	2	3
156	их в	8	3
157	именно в	5	3
158	потому что	8	3
159	в сторону	2	3
160	тому как	3	3
161	прежде всего	16	3
162	и к	5	3
163	на языке	2	3
164	этом смысле	12	3
165	только не	2	3
166	с точки	21	3
167	все эти	13	3
168	иного рода	2	3
169	связи с	3	3
170	таким образом	15	3
171	нового времени	3	3
172	во всей	3	3
173	известной степени	2	3
174	например в	5	3
175	в этой	5	3
176	в одном	20	3
177	как раз	9	3
178	вовсе не	12	3
179	одного сознания	9	3
180	может служить	3	2
181	к одному	7	2
182	не могут	10	2
183	то в	2	2
184	идет о	5	2
185	слова не	2	2
186	так же	8	2
187	но как	4	2
188	каждая из	2	2
189	не всегда	2	2
190	автора как	5	2
191	человека и	2	2
192	ни был	2	2
193	дело в	2	2
194	при всей	2	2
195	что она	7	2
196	с их	7	2
197	за пределы	7	2
198	о своем	3	2
199	отличается от	5	2
200	об этом	3	2
201	но на	3	2
202	и даже	5	2
203	в конце	8	2
204	к более	2	2
205	и здесь	6	2
206	сама по	5	2
207	лишь один	2	2
208	я и	2	2
209	это и	5	2
210	превращается в	5	2
211	времени и	2	2
212	от своего	2	2
213	ни было	4	2
214	у нас	3	2
215	к своему	2	2
216	только на	3	2
217	вследствие этого	2	2
218	в формах	3	2
219	своей жизни	2	2
220	у него	11	2
221	самом деле	10	2
222	в рассказе	2	2
223	автора и	7	2
224	на вопрос	2	2
225	в одно	4	2
226	не могло	2	2
227	в какой	2	2
228	на фоне	5	2
229	на котором	3	2
230	здесь мы	4	2
231	в структуре	3	2
232	самим собою	3	2
233	для понимания	4	2
234	к нему	11	2
235	и является	2	2
236	всей его	2	2
237	и это	8	2
238	ее в	3	2
239	тому что	3	2
240	о том	5	2
241	в произведениях	6	2
242	зрения и	5	2
243	в самой	9	2
244	что такое	2	2
245	могли бы	2	2
246	о себе	19	2
247	героя как	2	2
248	если мы	3	2
249	образом и	4	2
250	оно не	3	2
251	к чужому	8	2
252	и на	16	2
253	на себя	4	2
254	не входит	5	2
255	в диалоге	3	2
256	этой точки	2	2
257	из тех	2	2
258	на этом	2	2
259	из которых	3	2
260	он и	8	2
261	один из	3	2
262	внешнего мира	3	2
263	в них	5	2
264	в поэзии	2	2
265	по себе	16	2
266	что может	4	2
267	несмотря на	7	2
268	здесь не	7	2
269	в литературной	2	2
270	на мир	6	2
271	жизни а	3	2
272	в той	5	2
273	что и	7	2
274	тем или	2	2
275	для автора	4	2
276	к другому	6	2
277	с ними	2	2
278	высказывания и	3	2
279	то ни	3	2
280	себя и	5	2
281	могут оказаться	2	2
282	и особенно	2	2
283	в пространстве	3	2
284	все это	9	2
285	как будто	4	2
286	в первом	2	2
287	в большинстве	11	2
288	совершенно иной	2	2
289	бы то	3	2
290	я не	6	2
291	тем же	3	2
292	быть и	2	2
293	при условии	2	2
