N	2gram	Tiupa_Anal	Vladivir
411	о своих	3	2
412	при условии	2	2
413	человека с	2	2
414	и является	3	2
415	поэтому в	2	2
416	в церковь	2	2
417	он же	2	2
418	из которых	2	2
419	в русской	9	2
420	и свою	2	2
421	личности и	4	2
422	о в	2	2
423	таком случае	2	2
424	этих двух	2	2
425	личности в	5	2
426	внимание на	4	2
427	в той	3	2
428	не для	2	2
429	тем кто	2	2
430	к числу	4	2
431	здесь и	3	2
432	и того	4	2
433	что во	2	2
434	говорить о	6	2
435	жизни но	4	2
436	а тем	2	2
437	в себя	6	2
438	жизнь в	2	2
