N	2gram	Losev_Prob	formyVre
318	ни с	4	3
319	что здесь	8	3
320	человека но	2	3
321	в человека	3	3
322	он хочет	2	3
323	в трагедии	9	3
324	всякого рода	2	3
325	как это	5	3
326	самого начала	3	3
327	здесь конечно	3	3
328	почти всегда	3	3
329	тому что	2	3
330	это уже	4	3
331	жизнь в	3	3
332	все прочие	2	3
333	нет никакого	6	3
334	ему в	3	3
335	в отвлеченном	3	3
336	не входит	2	3
337	но это	7	3
338	здесь является	2	3
339	на землю	7	3
340	из всех	2	3
341	это значит	3	3
342	под влиянием	3	3
343	с самого	3	3
344	и так	3	3
345	не могли	2	3
346	он как	2	3
347	бы в	2	3
348	все время	5	3
349	дело в	4	3
350	это было	2	3
351	к ней	2	3
352	в значительной	3	3
353	борьбы с	2	3
354	в таких	2	3
355	и весь	2	3
356	бы не	4	3
357	в заключение	3	3
358	на земле	11	3
359	этот образ	3	3
360	но только	5	3
361	ни к	2	3
362	этих образов	2	3
363	нас в	5	3
364	при всем	3	3
365	по своему	3	3
366	дело здесь	2	3
367	можно сказать	10	3
368	если мы	2	3
369	в свою	4	3
370	если не	6	3
371	что мы	4	3
372	внимание на	4	3
373	в борьбе	2	3
374	к другому	5	3
375	дается в	2	3
376	и есть	4	3
377	не к	3	3
378	с такою	2	3
379	однако не	2	3
380	у гесиода	4	3
381	без всякого	3	3
382	не мог	5	3
383	тем же	4	3
384	находим в	4	2
385	не о	2	2
386	здесь вовсе	2	2
387	данном случае	5	2
388	или даже	4	2
389	и об	2	2
390	этой жизни	2	2
391	на себя	2	2
392	человек и	2	2
393	для всего	2	2
394	приходит к	2	2
395	и поэтому	2	2
396	если в	2	2
397	само собой	3	2
398	в духе	4	2
399	оказывается что	5	2
400	а потом	4	2
401	собой разумеется	2	2
402	в каждом	2	2
403	этого произведения	2	2
404	и притом	8	2
405	свою очередь	2	2
406	остановиться на	2	2
407	свои страдания	3	2
408	между прочим	2	2
409	и каждый	2	2
410	должен быть	2	2
411	в новой	3	2
412	богов и	4	2
413	в тебе	4	2
414	каждом из	2	2
415	характерное для	2	2
416	самом деле	3	2
417	слова но	2	2
418	но по	3	2
419	и вместе	3	2
420	его не	3	2
421	и очень	3	2
422	в искусстве	2	2
423	значит что	3	2
424	от них	2	2
425	в буквальном	2	2
426	к нему	3	2
427	бросается в	3	2
428	а только	5	2
429	они и	2	2
430	была бы	3	2
431	разного рода	4	2
432	во втором	2	2
433	этом же	2	2
434	форме как	2	2
435	этот мотив	4	2
436	жизни это	2	2
437	слова то	2	2
438	но как	3	2
439	видит в	3	2
440	с трудом	2	2
441	по этому	5	2
442	и людей	3	2
443	можно назвать	2	2
444	значительной мере	3	2
445	до того	3	2
446	жизни то	2	2
447	только один	2	2
448	правда в	3	2
449	на небе	2	2
450	не столь	3	2
451	в мир	3	2
452	мы видели	2	2
453	тут же	7	2
454	и нет	4	2
455	то в	4	2
456	то и	7	2
457	его с	2	2
458	что люди	2	2
459	то он	2	2
460	и тогда	4	2
461	его как	2	2
462	о котором	4	2
463	себя самого	3	2
464	иной раз	4	2
465	именно о	2	2
466	и всего	4	2
467	где он	2	2
468	для нас	14	2
469	между собою	2	2
470	этот мир	3	2
471	у боккаччо	4	2
472	к своему	3	2
473	и своей	2	2
474	которого мы	2	2
475	но уже	3	2
476	у вольтера	2	2
477	что у	6	2
478	нет никакой	6	2
479	но к	2	2
480	эта схема	2	2
481	в мировой	3	2
482	как с	2	2
483	но для	2	2
484	там же	2	2
485	тогда когда	4	2
486	еще в	6	2
487	которые как	3	2
488	весь этот	3	2
489	и всех	2	2
490	действительность в	2	2
491	я не	3	2
492	от жизни	2	2
493	от нее	2	2
494	он сам	3	2
495	что во	2	2
496	него и	2	2
497	и сама	4	2
498	является не	2	2
499	только о	3	2
500	всю эту	2	2
501	и сам	5	2
502	тому же	5	2
503	и после	4	2
504	представление о	2	2
505	ясно что	11	2
