N	2gram	Voloshinov	Hudozhes
218	должен быть	2	2
219	за пределы	8	2
220	коем случае	2	2
221	быть и	9	2
222	до известной	2	2
223	совпадает с	3	2
224	для которого	2	2
225	не как	5	2
226	значения и	4	2
227	так же	10	2
228	свою очередь	5	2
229	из которых	2	2
230	данный момент	2	2
231	между собой	3	2
232	он и	2	2
233	отнюдь не	14	2
234	по себе	5	2
235	мышления и	2	2
236	к более	2	2
237	сама по	2	2
238	не могло	3	2
239	противном случае	2	2
240	таком случае	5	2
241	к жизни	2	2
242	в данный	2	2
243	это и	3	2
244	слова и	8	2
245	все это	4	2
246	внутреннего мира	2	2
247	форм высказывания	3	2
248	к другому	7	2
249	с ними	5	2
250	между двумя	4	2
251	бы не	2	2
252	из этого	2	2
253	числе и	3	2
254	что и	5	2
255	в противном	2	2
256	принадлежит только	2	2
257	в коем	2	2
258	в значительной	3	2
259	речи а	2	2
260	во внутренней	3	2
261	то ни	12	2
262	от своего	2	2
263	к нашему	2	2
264	имеет дело	2	2
265	ни было	15	2
266	и особенно	2	2
267	xix века	4	2
268	одним из	4	2
269	не просто	2	2
270	к своему	2	2
271	и другие	2	2
272	нового времени	2	2
273	делает его	3	2
274	самом деле	18	2
275	и более	6	2
276	этого слова	7	2
277	в нашем	4	2
278	в этой	3	2
279	ни к	3	2
280	из виду	2	2
281	превращается в	2	2
282	в какой	5	2
283	вовсе не	15	2
284	как система	11	2
285	если мы	17	2
286	во внешнем	2	2
287	на основе	4	2
288	у него	2	2
289	бы то	11	2
290	первой части	2	2
291	не с	2	2
292	здесь не	2	2
