N	2gram	Losev_Vlad	Problemy
153	в результате	6	8
154	о том	13	8
155	и у	4	8
156	и так	3	8
157	из них	3	8
158	его к	3	7
159	от него	3	7
160	в этих	5	7
161	но эта	2	7
162	с которым	4	7
163	в их	2	7
164	в виде	4	7
165	к своему	4	7
166	его и	2	7
167	он в	4	7
168	только на	3	7
169	между ними	2	7
170	из своего	3	7
171	что все	2	7
172	то ни	2	7
173	что они	4	7
174	тот же	7	7
175	бы то	2	7
176	сказать что	14	7
177	кажется что	3	7
178	в жизни	4	7
179	что она	2	7
180	мысли и	5	7
181	т д	3	7
182	во всех	4	7
183	на этот	9	7
184	но на	3	7
185	не было	12	7
186	он все	2	6
187	как он	4	6
188	на вопрос	2	6
189	и вы	2	6
190	а с	5	6
191	по существу	4	6
192	выражение в	2	6
193	не менее	9	6
194	на его	7	6
195	он говорил	2	6
196	себя в	6	6
197	и во	3	6
198	во время	4	6
199	и здесь	3	6
200	но зато	2	6
201	с этим	3	6
202	в начале	7	6
203	во всем	4	6
204	кроме того	12	6
205	и вот	5	6
206	него в	4	6
207	человека как	3	6
208	друг друга	3	6
209	для его	2	6
210	на меня	3	6
211	в этой	4	6
212	на то	7	6
213	я в	4	6
214	в своих	7	6
215	на этом	3	6
216	жизни и	8	6
217	конечно не	5	6
218	как на	2	6
219	не мог	10	6
220	отношения к	4	6
221	знаю что	2	6
222	нисколько не	4	5
223	и то	13	5
224	он как	4	5
225	бы его	2	5
226	том же	4	5
227	здесь мы	4	5
228	по своему	5	5
229	с тем	4	5
230	в общем	4	5
231	того же	11	5
232	на себя	3	5
233	в чем	4	5
234	один из	4	5
235	меня не	2	5
236	мы не	2	5
237	и самого	2	5
238	того и	3	5
239	те же	2	5
240	отношением к	2	5
241	его как	2	5
242	то есть	5	5
243	по своим	3	5
244	совершенно не	2	5
245	где он	5	5
246	нет и	2	5
247	человека с	2	5
248	него не	4	5
249	тому же	3	5
250	именно в	4	5
251	когда он	6	5
252	не могу	2	5
253	я и	2	5
254	в высшей	2	5
255	в ней	5	5
256	вместе с	9	5
257	бы с	2	4
258	тем не	8	4
259	от того	2	4
260	под влиянием	6	4
261	у вас	2	4
262	которого он	2	4
263	полемика с	2	4
264	или менее	5	4
265	и кажется	3	4
266	не то	3	4
267	но только	3	4
268	а то	2	4
269	более или	5	4
270	тоже не	2	4
271	даже и	12	4
272	и без	2	4
273	то это	4	4
274	на котором	2	4
275	здесь в	2	4
276	связи с	7	4
277	он был	20	4
278	мы сказали	2	4
279	которую он	6	4
280	уже и	4	4
281	время как	3	4
282	то в	6	4
283	что с	3	4
284	то и	3	4
285	это в	2	4
286	него и	2	4
287	особенно в	2	4
288	всех этих	3	4
289	в которой	8	4
290	о своем	3	4
291	это было	9	4
292	к концу	7	4
293	но этот	3	4
294	только что	2	4
295	что если	3	4
296	об этом	13	4
297	этом отношении	2	4
298	он уже	7	4
299	с этой	4	4
300	жизнь и	3	4
301	то он	7	4
302	также и	13	4
303	что такое	3	4
304	все что	2	4
305	еще более	3	4
306	и если	8	4
307	не есть	4	4
308	со своим	5	4
309	если не	4	4
310	еще в	5	4
311	и действительно	3	4
312	мы и	4	4
313	о чем	6	3
314	в настоящее	2	3
315	является как	2	3
316	которые в	2	3
317	по своей	4	3
318	есть нечто	2	3
319	и всегда	4	3
320	что вы	2	3
321	в письме	16	3
322	этого не	2	3
323	в основном	5	3
324	мы знаем	5	3
325	что даже	2	3
326	в последний	3	3
327	я очень	2	3
328	как я	2	3
329	значение для	2	3
330	вас и	2	3
331	он говорит	2	3
332	что этот	4	3
333	что на	2	3
334	меня и	3	3
335	настоящее время	2	3
336	почти не	2	3
337	теми же	2	3
338	в эти	14	3
339	совсем не	7	3
340	того чтобы	4	3
341	именно к	2	3
342	и по	10	3
343	же в	3	3
344	е в	7	3
345	можно сказать	10	3
346	еще один	2	3
347	того как	2	3
348	очень часто	2	3
349	и вообще	12	3
350	с которыми	2	3
351	и мы	6	3
352	одной из	2	3
353	из этих	5	3
354	а к	24	3
355	была для	4	3
356	как вы	2	3
357	и еще	3	3
358	дело в	7	3
359	то время	6	3
360	и больше	3	3
361	сказать о	2	3
362	с вами	3	3
363	и при	2	3
364	чем у	2	3
365	мы здесь	2	3
366	и есть	2	3
367	у нас	11	3
368	себе не	2	3
369	что его	8	3
370	а он	2	3
371	сам с	2	3
372	а за	3	3
373	но уже	3	3
374	не удалось	2	3
375	вы не	2	3
376	со своими	4	3
377	им в	3	3
378	которых он	2	3
379	жизнь в	2	3
380	но что	5	3
381	только не	2	3
382	не из	2	3
383	правда в	3	3
384	которой он	7	3
385	которая как	2	3
386	уже после	2	3
387	и особенно	6	3
388	в таком	2	3
389	будто бы	2	3
390	мы будем	4	3
391	без всякого	2	3
392	чем в	2	3
393	еще и	10	2
394	и почти	2	2
395	указывает на	2	2
396	его на	4	2
397	что дело	2	2
398	а вот	3	2
399	и сама	2	2
400	на всю	2	2
401	в ответ	2	2
402	ними и	2	2
403	за границей	3	2
404	без всяких	2	2
405	вот что	7	2
406	я его	3	2
407	но она	4	2
408	не раз	5	2
409	к этому	11	2
410	не был	6	2
411	он дает	2	2
412	с начала	2	2
413	для вас	2	2
414	сравнительно с	3	2
415	того в	2	2
416	тех кто	2	2
417	и других	2	2
418	от своего	2	2
419	свою очередь	2	2
420	мы с	4	2
421	и был	6	2
422	своей жизни	5	2
423	и ни	2	2
424	же касается	8	2
425	не успел	2	2
426	письме к	14	2
427	своего времени	2	2
428	был очень	2	2
429	чем не	2	2
430	из письма	3	2
431	в особенности	4	2
432	для своего	2	2
433	в г	2	2
434	она была	2	2
435	заметить что	2	2
436	он пишет	5	2
437	с которой	2	2
438	ответ на	2	2
439	он так	2	2
440	не могла	3	2
441	этих двух	2	2
442	отнюдь не	3	2
443	и совершенно	2	2
444	на слово	2	2
445	для них	2	2
446	и очень	5	2
447	с теми	2	2
448	он тут	2	2
449	этот раз	7	2
450	всю жизнь	4	2
451	известной степени	2	2
452	образом в	2	2
453	этом не	3	2
454	и свое	2	2
455	к его	5	2
456	прямо и	2	2
457	в россии	7	2
458	к которой	2	2
459	его личности	2	2
460	ее на	3	2
461	не знаю	2	2
462	и весь	2	2
463	его жизни	12	2
464	но даже	3	2
465	во второй	3	2
466	с ней	3	2
467	в этот	5	2
468	он писал	5	2
469	что здесь	2	2
470	известно что	2	2
471	иной раз	8	2
472	в статье	2	2
473	и вполне	4	2
474	в качестве	7	2
475	для того	4	2
476	отрывок из	2	2
477	в истории	4	2
478	и другие	2	2
479	а именно	4	2
480	для нас	9	2
481	не столько	4	2
482	к ней	7	2
483	не могло	2	2
484	после того	2	2
485	к той	2	2
486	всего на	4	2
487	больше всего	3	2
488	только его	2	2
489	у которого	3	2
490	не имеет	2	2
491	всей своей	2	2
492	я хотел	2	2
493	всей его	2	2
494	не к	2	2
495	в нашем	5	2
496	что для	5	2
497	я этого	2	2
498	и глубоко	3	2
499	ему не	2	2
500	пока еще	2	2
501	в свою	3	2
502	весь этот	2	2
503	вся эта	3	2
504	но я	4	2
505	был не	3	2
506	и навсегда	2	2
507	на первом	4	2
508	во многом	3	2
509	от нее	3	2
510	из этого	6	2
511	начала и	2	2
512	эти последние	4	2
513	произведения как	2	2
514	них не	2	2
515	один и	2	2
516	и речи	3	2
517	что сам	3	2
518	меня в	2	2
519	что касается	6	2
520	и тут	2	2
