N	2gram	Voloshinov	PoTuStor
207	все то	3	2
208	что это	5	2
209	во фрейдизме	2	2
210	всей последующей	2	2
211	не имеющие	4	2
212	другими словами	5	2
213	пробиться в	2	2
214	этой теории	4	2
215	его все	2	2
216	оно и	8	2
217	и фрейдисты	3	2
218	и по	5	2
219	для психоанализа	3	2
220	так называемый	4	2
221	положение зародыша	3	2
222	таким путем	5	2
223	вообще не	2	2
224	а на	2	2
225	что и	5	2
226	материнского лона	3	2
227	не менее	6	2
228	ее в	5	2
229	желаний и	6	2
230	на первый	5	2
231	не существует	4	2
232	во сне	3	2
233	сновидения и	3	2
234	было бы	8	2
235	не могут	7	2
236	образов сна	2	2
237	как не	3	2
238	рассеяно по	2	2
239	в систему	4	2
240	сводится к	4	2
241	от матери	2	2
242	на следующих	2	2
243	метод свободного	4	2
244	чувства и	2	2
245	в историю	2	2
246	о том	3	2
247	снов и	3	2
248	свободного фантазирования	5	2
249	то же	12	2
250	они не	3	2
251	с этим	8	2
252	организма и	8	2
253	него только	3	2
254	как и	13	2
255	что он	12	2
256	все снова	2	2
257	бессознательного т.е	2	2
258	эдипова комплекса	17	2
259	так же	4	2
260	говорить о	5	2
261	потому и	5	2
262	того же	3	2
263	бессознательное можно	2	2
264	но ведь	4	2
265	в науке	2	2
266	и таким	3	2
267	психоаналитических сеансов	2	2
268	в своей	14	2
269	влечений и	4	2
270	мы не	9	2
271	остальной психологии	2	2
272	себя и	4	2
273	мир по	2	2
274	объективных методов	2	2
275	ни было	2	2
276	из этих	6	2
277	но как	2	2
278	в самом	12	2
279	сам фрейд	8	2
280	находится в	3	2
281	скрытым мыслям	2	2
282	не стали	2	2
283	знаем что	8	2
284	эти понятия	2	2
285	в детской	3	2
286	исторического и	2	2
287	принципом наслаждения	2	2
288	войти в	4	2
289	от врача	2	2
290	сознания и	6	2
291	связанные с	4	2
292	он не	10	2
293	в голову	4	2
294	т.е в	5	2
295	у него	4	2
296	не нуждается	2	2
297	всю жизнь	2	2
298	между собою	2	2
299	во всей	3	2
300	если мы	7	2
301	со всеми	5	2
302	вытесненных влечений	3	2
303	как с	4	2
304	и о	6	2
305	оно не	3	2
306	не есть	2	2
307	фрейдизма как	2	2
308	к другим	2	2
309	об эрогенных	3	2
310	и исторического	2	2
311	чистого познания	2	2
312	в душе	13	2
313	за пределы	10	2
314	к этому	9	2
315	организме и	2	2
316	человеческого поведения	9	2
317	конечном счете	3	2
318	из тех	4	2
319	о бессознательном	6	2
320	испытание с	2	2
321	последующей жизни	2	2
322	подавленных энергий	2	2
323	его целом	2	2
324	в развитии	4	2
325	в постель	2	2
326	и образы	4	2
327	нет и	4	2
328	и через	2	2
329	по всему	2	2
330	можем сказать	5	2
331	с помощью	20	2
332	сплошная сексуализация	2	2
333	связанных с	4	2
334	и чувств	3	2
335	не знает	5	2
336	в пределах	6	2
337	что оно	4	2
338	шутки и	2	2
339	их цель	2	2
340	бессознательное не	2	2
341	и т.п	4	2
342	компромиссные образования	4	2
343	является по	3	2
344	и так	2	2
345	всех других	2	2
346	и этим	3	2
347	громадный запас	2	2
348	протяжении всей	6	2
349	явные образы	3	2
350	в этот	4	2
351	мы уже	10	2
352	цели и	2	2
353	о психическом	2	2
354	только то	5	2
355	сексуального момента	2	2
356	влечет к	2	2
357	на основе	3	2
358	с ним	14	2
359	на протяжении	7	2
360	об его	3	2
361	между собой	4	2
362	но это	4	2
363	эрогенных зонах	3	2
