N	2gram	Losev_Prob	Vladivir
165	в истории	6	10
166	можно было	8	10
167	еще не	18	10
168	но не	13	10
169	что для	4	10
170	в самом	10	10
171	отнюдь не	15	10
172	года в	2	10
173	он и	8	10
174	с точки	3	10
175	здесь не	9	10
176	с ним	4	10
177	это не	7	9
178	но как	11	9
179	о чем	11	9
180	и притом	6	9
181	можно судить	2	9
182	смысле слова	11	9
183	а только	9	9
184	этот раз	2	9
185	и можно	3	9
186	по существу	2	9
187	что если	5	9
188	с этим	7	9
189	и сам	3	9
190	с другой	8	9
191	не будет	11	9
192	истории философии	4	9
193	именно в	5	9
194	этом смысле	8	9
195	а ф	5	9
196	что мы	23	9
197	из этого	2	9
198	отношения к	2	9
199	мы будем	3	9
200	но он	3	9
201	никакого отношения	2	8
202	это мы	2	8
203	только и	5	8
204	тоже не	12	8
205	в чем	3	8
206	как бы	18	8
207	тот же	4	8
208	из этих	5	8
209	должно быть	3	8
210	тем что	10	8
211	это значит	4	8
212	в этих	7	8
213	как в	5	8
214	и для	10	8
215	со стороны	2	8
216	в это	2	8
217	которой он	4	8
218	значит что	6	8
219	конечно не	3	8
220	в смысле	2	8
221	и особенно	4	8
222	в каком	7	7
223	к его	2	7
224	другими словами	8	7
225	но даже	3	7
226	как он	4	7
227	при помощи	21	7
228	и ни	7	7
229	нас выше	2	7
230	не имеет	8	7
231	никак нельзя	5	7
232	к этой	2	7
233	мы бы	3	7
234	себе и	2	7
235	а а	6	7
236	по этому	6	7
237	на его	2	7
238	нисколько не	3	7
239	точно так	7	7
240	того чтобы	10	7
241	о его	2	7
242	же в	5	7
243	но вот	2	7
244	бы и	5	7
245	то и	7	7
246	за пределы	6	7
247	даже не	3	7
248	если бы	8	7
249	ничего общего	14	7
250	или как	4	7
251	но если	6	7
252	но все	5	7
253	что этот	2	7
254	на первый	5	7
255	в таком	18	7
256	и есть	7	7
257	первый план	3	7
258	в нашем	3	7
259	в них	8	7
260	мы и	8	7
261	данном случае	10	6
262	его в	9	6
263	на себя	2	6
264	в настоящее	17	6
265	само собой	3	6
266	что здесь	4	6
267	а это	5	6
268	от того	2	6
269	есть и	4	6
270	есть не	10	6
271	уже на	3	6
272	и всегда	3	6
273	к своему	2	6
274	в виду	10	6
275	и очень	3	6
276	что на	4	6
277	тому что	6	6
278	так или	7	6
279	в общем	5	6
280	не говоря	8	6
281	настоящее время	17	6
282	в в	2	6
283	нельзя сказать	3	6
284	здесь в	4	6
285	можно говорить	3	6
286	свидетельствует о	5	6
287	по своему	14	6
288	время как	2	6
289	другой стороны	7	6
290	тем более	13	6
291	что она	8	6
292	не раз	2	6
293	мысли и	2	6
294	и вполне	6	6
295	и наконец	3	6
296	для того	10	6
297	же и	4	6
298	м а	6	6
299	но только	3	6
300	мы не	6	6
301	в жизни	3	6
302	сказать о	2	6
303	или иначе	7	6
304	если мы	16	6
305	той же	2	6
306	видно что	2	6
307	он сам	2	6
308	поскольку в	2	6
309	по его	3	6
310	и речи	3	6
311	но она	3	5
312	но мы	3	5
313	на эту	2	5
314	однако здесь	3	5
315	вопрос о	4	5
316	что бы	2	5
317	а наоборот	3	5
318	подобного рода	8	5
319	и тем	16	5
320	в их	7	5
321	а м	2	5
322	в частности	5	5
323	для своего	3	5
324	она не	5	5
325	с самого	3	5
326	а то	2	5
327	он в	2	5
328	можно только	2	5
329	и без	6	5
330	не содержит	2	5
331	мы находим	2	5
332	один из	7	5
333	место в	2	5
334	эти последние	2	5
335	что с	2	5
336	и до	3	5
337	как нечто	10	5
338	то ни	3	5
339	говоря уже	6	5
340	что они	5	5
341	однако и	4	5
342	в области	8	5
343	и больше	2	5
344	сводится к	3	5
345	ее в	2	5
346	бы то	2	5
347	увидим ниже	2	5
348	что пишет	2	5
349	мы имеем	3	5
350	только то	6	5
351	нет ничего	12	5
352	и еще	3	5
353	во всех	9	5
354	по преимуществу	4	5
355	и часто	2	5
356	самого же	2	5
357	н г	4	5
358	и так	2	5
359	но уже	9	5
360	далеко не	9	5
361	им в	2	5
362	не вполне	4	5
363	из них	3	5
364	говорит о	4	5
365	всей этой	3	5
366	и только	7	5
367	как на	3	5
368	без всякого	5	5
369	не о	7	4
370	на самом	9	4
371	перед нами	7	4
372	всех этих	11	4
373	тем самым	11	4
374	о которых	6	4
375	не могут	6	4
376	крайней мере	8	4
377	в тех	2	4
378	но для	3	4
379	в науке	4	4
380	не будем	5	4
381	оказывается что	4	4
382	ясно что	7	4
383	иное как	5	4
384	не что	5	4
385	которых мы	2	4
386	то мы	2	4
387	есть нечто	13	4
388	он всегда	3	4
389	совершенно не	7	4
390	после этого	4	4
391	настоящей работы	4	4
392	нам кажется	2	4
393	и т	13	4
394	только с	3	4
395	он говорит	2	4
396	это тоже	4	4
397	с большим	2	4
398	уже о	5	4
399	она есть	5	4
400	одной стороны	4	4
401	как именно	5	4
402	не то	4	4
403	с которой	3	4
404	есть его	2	4
405	ведь если	5	4
406	в такой	3	4
407	не имел	2	4
408	и во	4	4
409	нужно сказать	3	4
410	в сущности	2	4
411	больше чем	2	4
412	уже и	6	4
413	относиться к	2	4
414	но зато	3	4
415	что иное	5	4
416	представление о	6	4
417	кажется что	2	4
418	с которыми	4	4
419	или не	5	4
420	вообще говоря	5	4
421	есть просто	2	4
422	когда мы	10	4
423	с этими	4	4
424	независимо от	2	4
425	же это	3	4
426	это вовсе	3	4
427	не все	4	4
428	которые не	5	4
429	в теории	4	4
430	мы можем	8	4
431	т д	12	4
432	и вовсе	7	4
433	только что	2	4
434	чтобы он	2	4
435	мы увидим	3	4
436	должны сказать	2	4
437	и весь	4	4
438	лишь в	4	4
439	этом отношении	2	4
440	не на	4	4
441	если оно	2	4
442	в нас	2	4
443	уже давно	7	4
444	с и	2	4
445	по крайней	8	4
446	нас в	4	4
447	с одной	4	4
448	заключается в	2	4
449	и более	4	4
450	самое большее	3	4
451	вещь и	3	4
452	эту тему	2	4
453	нет и	5	4
454	их в	6	4
455	тут тоже	3	4
456	знаем что	2	4
457	в последние	3	4
458	поскольку он	2	4
459	заметим что	2	4
460	только не	4	4
461	сам по	7	4
462	пока еще	12	4
463	ровно ничего	4	4
464	же самое	9	4
465	сколько угодно	4	4
466	но с	2	4
467	и всю	2	4
468	может считаться	2	3
469	что их	4	3
470	следовательно и	3	3
471	не стал	2	3
472	ясно и	2	3
473	ни о	8	3
474	которые в	4	3
475	указывает на	16	3
476	время и	2	3
477	вещи в	4	3
478	не имеют	6	3
479	на всю	2	3
480	и ее	9	3
481	это будет	2	3
482	бы мы	5	3
483	вот в	2	3
484	без всяких	2	3
485	не как	2	3
486	даже больше	2	3
487	в другом	2	3
488	вернее сказать	3	3
489	в силу	2	3
490	и нельзя	2	3
491	не хочет	3	3
492	роль в	2	3
493	бы его	3	3
494	но эта	3	3
495	казалось бы	11	3
496	но о	2	3
497	которая и	3	3
498	и при	4	3
499	мы здесь	4	3
500	нет никаких	2	3
501	самом деле	10	3
502	от нас	6	3
503	здесь нет	3	3
504	его от	4	3
505	не больше	3	3
506	без которых	2	3
507	так например	2	3
508	для понимания	2	3
509	только потому	4	3
510	философии то	2	3
511	общего с	10	3
512	это обстоятельство	3	3
513	ни только	4	3
514	гораздо более	6	3
515	тех пор	4	3
516	а если	2	3
517	пока не	3	3
518	ни стало	2	3
519	не нужно	6	3
520	что не	8	3
521	является для	3	3
522	если это	2	3
523	этому поводу	5	3
524	а скорее	3	3
525	имеет никакого	2	3
526	для них	5	3
527	всегда есть	7	3
528	и др	2	3
529	ли он	2	3
530	же как	2	3
531	самого начала	2	3
532	находится в	2	3
533	иметь в	5	3
534	и самого	5	3
535	и этот	4	3
536	был бы	6	3
537	мы сказали	2	3
538	все еще	5	3
539	правда в	3	3
540	том числе	2	3
541	того как	3	3
542	самого себя	2	3
543	не столь	2	3
544	во многих	4	3
545	бы он	2	3
546	в чисто	2	3
547	только как	2	3
548	в литературе	4	3
549	это в	3	3
550	больше и	2	3
551	особенно в	3	3
552	бы в	3	3
553	о своем	4	3
554	том случае	2	3
555	с самим	3	3
556	если нет	2	3
557	которое мы	2	3
558	отличается от	2	3
559	хотели бы	3	3
560	а уже	3	3
561	очень много	3	3
562	является не	4	3
563	только его	4	3
564	я и	2	3
565	как о	4	3
566	одним из	2	3
567	никуда не	2	3
568	себе не	3	3
569	думать что	2	3
570	ни на	5	3
571	можно сколько	2	3
572	что такое	23	3
573	ввиду своей	3	3
574	на почве	2	3
575	в состоянии	2	3
576	во что	2	3
577	все что	2	3
578	будто бы	4	3
579	оно не	6	3
580	петра i	2	3
581	в которых	4	3
582	на что	3	3
583	не существует	12	3
584	был не	2	3
585	о значении	4	3
586	сейчас же	3	3
587	но когда	2	3
588	и который	3	3
589	что к	2	3
590	и чисто	4	3
591	только о	8	3
592	этой области	5	3
593	как будто	6	3
594	была бы	2	3
595	г в	2	3
596	быть и	5	3
597	заставляет нас	3	3
598	просто в	2	2
599	же именно	3	2
600	она должна	3	2
601	но можно	2	2
602	в действительности	5	2
603	нет никакой	3	2
604	утверждать что	2	2
605	и сама	2	2
606	это то	4	2
607	том как	2	2
608	не является	12	2
609	тот кто	2	2
610	для всего	2	2
611	те или	3	2
612	не потому	2	2
613	только для	3	2
614	собой и	3	2
615	что вы	3	2
616	одна из	4	2
617	чем мы	2	2
618	смысла и	2	2
619	который является	2	2
620	вообще и	6	2
621	этой теории	4	2
622	он будет	2	2
623	столько же	2	2
624	уже с	4	2
625	чего он	3	2
626	у вас	2	2
627	которого он	2	2
628	или о	3	2
629	но именно	5	2
630	в одно	5	2
631	от другого	4	2
632	этот последний	2	2
633	в момент	2	2
634	но по	2	2
635	где же	2	2
636	что ни	3	2
637	и вы	2	2
638	же мы	4	2
639	от других	3	2
640	от всякой	2	2
641	со всеми	2	2
642	только тогда	4	2
643	вещи не	5	2
644	даже вообще	3	2
645	для такого	2	2
646	чтобы понять	3	2
647	стороны и	3	2
648	говорить об	2	2
649	может и	3	2
650	без всякой	7	2
651	не приходится	2	2
652	не мешает	2	2
653	на этой	4	2
654	для всех	3	2
655	на том	5	2
656	или по	5	2
657	но оно	2	2
658	то конечно	2	2
659	же тут	2	2
660	и само	3	2
661	времени в	2	2
662	одного из	2	2
663	и заключается	2	2
664	имеет ничего	4	2
665	известного рода	3	2
666	значит и	2	2
667	и те	2	2
668	есть тот	3	2
669	однако в	2	2
670	этот термин	5	2
671	о двух	2	2
672	можно ли	9	2
673	содержания и	2	2
674	в ее	3	2
675	то не	2	2
676	в поисках	2	2
677	той или	10	2
678	говорить только	3	2
679	а ведь	2	2
680	а может	3	2
681	и может	2	2
682	имеет значение	3	2
683	а есть	4	2
684	нами не	4	2
685	все равно	7	2
686	должна быть	2	2
687	известной степени	2	2
688	что а	3	2
689	о каком	2	2
690	например в	2	2
691	что эти	2	2
692	этом случае	6	2
693	и другим	2	2
694	и понятия	2	2
695	в основе	4	2
696	литературы и	5	2
697	будет сказать	3	2
698	если в	2	2
699	особого рода	3	2
700	она является	3	2
701	имел в	2	2
702	и должно	2	2
703	с такими	3	2
704	с другими	6	2
705	в нашей	3	2
706	меньше всего	3	2
707	вывод который	2	2
708	говоря только	2	2
709	под ред	2	2
710	хотя в	3	2
711	с первого	2	2
712	его как	2	2
713	время не	2	2
714	о котором	4	2
715	поэтому и	2	2
716	это за	2	2
717	случае если	2	2
718	еще очень	3	2
719	а главное	3	2
720	от этого	2	2
721	бы даже	2	2
722	и тот	2	2
723	до тех	4	2
724	еще только	2	2
725	от всяких	2	2
726	но еще	2	2
727	для настоящего	2	2
728	все они	2	2
729	и которые	6	2
730	нам в	3	2
731	и их	4	2
732	что такая	2	2
733	и надо	2	2
734	от всякого	2	2
735	думается что	2	2
736	огромное значение	2	2
737	нечто иное	2	2
738	сих пор	6	2
739	во всей	4	2
740	которые мы	3	2
741	нужно понимать	2	2
742	и никакого	2	2
743	и пр	4	2
744	вещей но	2	2
745	или на	3	2
746	не знал	5	2
747	при условии	5	2
748	человека с	2	2
749	и является	9	2
750	потому и	2	2
751	язык и	2	2
752	без которой	2	2
753	является в	3	2
754	поэтому в	2	2
755	то с	9	2
756	в самой	3	2
757	здесь перед	3	2
758	в окончательном	2	2
759	из которых	2	2
760	и свою	2	2
761	очень долго	2	2
762	не чем	2	2
763	он часто	2	2
764	должны быть	2	2
765	обратить внимание	3	2
766	это совершенно	6	2
767	тогда когда	4	2
768	таком случае	14	2
769	этих двух	2	2
770	не можем	2	2
771	настоящего времени	3	2
772	значение не	2	2
773	и поэтому	2	2
774	внимание на	4	2
775	в той	2	2
776	не для	3	2
777	тотчас же	3	2
778	и того	5	2
779	есть прежде	3	2
780	и уже	4	2
781	о самой	2	2
782	во внимание	2	2
783	что эта	2	2
784	только после	3	2
785	говорить о	14	2
786	входить в	3	2
787	не имеющих	4	2
788	а пока	2	2
789	чем оно	2	2
790	а тем	3	2
791	относится к	6	2
792	часто и	2	2
793	а следовательно	2	2
794	тем и	3	2
795	до сих	6	2
