N	2gram	Propp_Isto	Myshleni
200	по этому	2	15
201	в начале	2	15
202	подобно тому	3	15
203	что при	3	15
204	хотя бы	3	15
205	вообще не	2	15
206	как она	2	15
207	ничего не	12	15
208	на все	2	15
209	и это	5	15
210	в них	6	15
211	он должен	3	14
212	только тогда	2	14
213	что у	4	14
214	об этом	8	14
215	содержится в	2	14
216	одним из	4	14
217	к которым	3	14
218	и здесь	8	14
219	не можем	2	14
220	этих двух	2	14
221	она не	4	13
222	на его	5	13
223	но все	5	13
224	и тот	3	13
225	в виде	2	13
226	точно так	8	13
227	с ней	6	13
228	связана с	4	13
229	в состоянии	2	13
230	они не	4	13
231	его к	5	13
232	стороны и	3	13
233	и потому	2	12
234	а затем	6	12
235	тем не	6	12
236	даже в	4	12
237	это и	4	12
238	в самых	3	12
239	это мы	2	12
240	в ней	3	12
241	должны были	4	12
242	еще более	3	12
243	ясно что	2	12
244	в одной	4	12
245	только на	2	12
246	к нему	12	12
247	тому же	4	12
248	но он	8	12
249	на самом	2	11
250	одно из	2	11
251	что этот	4	11
252	с собой	4	11
253	друг другу	2	11
254	есть не	2	11
255	и при	2	11
256	на котором	2	11
257	на том	3	11
258	находится в	4	11
259	например в	3	11
260	в других	6	11
261	в пределах	5	11
262	с ее	2	11
263	мы увидим	6	11
264	наряду с	4	11
265	что на	6	11
266	он в	3	11
267	не знает	2	11
268	вот почему	3	11
269	здесь мы	6	10
270	относится к	3	10
271	у нас	7	10
272	в другой	6	10
273	если не	2	10
274	одного из	2	10
275	представляют собой	5	10
276	что его	2	10
277	но для	2	10
278	указывает на	6	10
279	бы что	2	10
280	во второй	2	10
281	что как	2	10
282	и у	6	10
283	к жизни	2	10
284	но этот	3	10
285	перейти к	2	10
286	видим в	3	9
287	под влиянием	2	9
288	но эта	2	9
289	связано с	4	9
290	к этой	2	9
291	хотя и	4	9
292	и он	2	9
293	совершенно не	2	9
294	как только	2	9
295	в тех	3	9
296	не то	2	9
297	приводят к	2	9
298	частный случай	4	9
299	что же	2	9
300	в ином	6	9
301	не с	2	9
302	установить что	4	9
303	или в	14	9
304	детей в	3	8
305	связь с	12	8
306	что не	3	8
307	во время	8	8
308	себе и	2	8
309	на которой	3	8
310	еще на	2	8
311	со стороны	3	8
312	в современной	2	8
313	главным образом	3	8
314	дело с	2	8
315	и др	4	8
316	почти всегда	2	8
317	увидим что	2	8
318	в этот	6	8
319	как правило	3	8
320	должен был	5	8
321	в животном	2	8
322	нет никаких	2	8
323	не на	2	8
324	все равно	3	8
325	стоит в	2	8
326	что я	2	8
327	не мог	2	8
328	образом в	2	8
329	где они	2	8
330	в течение	6	8
331	на которых	2	8
332	связан с	5	8
333	известно что	3	8
334	при помощи	11	7
335	не имеют	2	7
336	представления о	2	7
337	которая в	2	7
338	здесь в	2	7
339	должна быть	2	7
340	с ними	5	7
341	а также	5	7
342	на одной	4	7
343	образом и	2	7
344	случае в	2	7
345	на один	2	7
346	которой он	3	7
347	же в	6	7
348	это в	2	7
349	всех этих	3	7
350	его и	6	7
351	он сам	2	7
352	но по	4	7
353	следующим образом	3	7
354	имеет свою	3	7
355	принадлежит к	4	7
356	содержит в	2	7
357	в жизни	3	7
358	на него	4	7
359	за ним	4	7
360	но они	2	7
361	но тем	2	7
362	ничем не	2	7
363	его с	2	7
364	знаем что	9	7
365	выражается в	2	7
366	что здесь	8	6
367	что иное	6	6
368	как таковой	3	6
369	роль в	2	6
370	происходит в	4	6
371	на другой	3	6
372	могло бы	2	6
373	уже не	11	6
374	указывают на	2	6
375	его на	6	6
376	в связь	2	6
377	иное как	6	6
378	как к	2	6
379	и эти	5	6
380	из которого	3	6
381	совершенно так	4	6
382	предположить что	11	6
383	и о	2	6
384	одна из	2	6
385	образом мы	2	6
386	останавливаться на	2	6
387	тех же	2	6
388	себе в	2	6
389	и там	6	6
390	что было	3	6
391	очень часто	4	6
392	не говорит	2	6
393	к ней	4	6
394	не что	6	6
395	увидим ниже	4	6
396	к чему	2	6
397	от него	3	5
398	то мы	3	5
399	у нее	4	5
400	как у	2	5
401	после того	5	5
402	если это	4	5
403	совершенно ясно	2	5
404	не дает	3	5
405	есть только	4	5
406	эти два	3	5
407	не видит	2	5
408	о связи	5	5
409	в него	3	5
410	только с	2	5
411	часто в	3	5
412	для них	3	5
413	себя в	2	5
414	чем перейти	2	5
415	ведет к	2	5
416	он является	3	5
417	заметить что	2	5
418	другими словами	2	5
419	оказывается что	2	5
420	видим что	7	5
421	тех случаях	2	5
422	он делает	2	5
423	приходит в	3	5
424	если я	3	5
425	встречается в	2	5
426	никто не	2	5
427	случаях когда	2	5
428	связь и	2	5
429	видеть в	3	5
430	ни один	2	5
431	их с	2	5
432	под этим	2	5
433	затем уже	2	5
434	дело не	3	5
435	что по	2	5
436	человека с	2	5
437	что еще	2	5
438	не просто	4	5
439	связанное с	2	5
440	однако не	2	5
441	все те	2	5
442	и вот	3	4
443	к более	2	4
444	почему в	3	4
445	а как	2	4
446	они имеют	2	4
447	так например	3	4
448	с того	5	4
449	такое же	4	4
450	исходя из	2	4
451	эти формы	2	4
452	в дальнейшем	8	4
453	в одну	3	4
454	или не	3	4
455	на нее	4	4
456	вступает в	4	4
457	если он	2	4
458	из него	3	4
459	и если	3	4
460	не происходит	2	4
461	долгое время	2	4
462	его не	3	4
463	можно ли	3	4
464	из его	2	4
465	также в	2	4
466	связи в	3	4
467	связанной с	2	4
468	она может	2	4
469	для нее	2	4
470	а именно	8	4
471	по линии	2	4
472	превращается в	10	4
473	все три	2	4
474	есть и	7	4
475	этому же	3	4
476	что там	2	4
477	только после	2	4
478	как будто	2	4
479	и становится	2	4
480	в очень	2	4
481	во все	4	4
482	до известного	2	4
483	за счет	2	4
484	или по	5	4
485	ему в	2	4
486	и говорит	10	4
487	здесь не	6	4
488	жизни и	2	4
489	о его	2	4
490	то это	5	4
491	указывает что	3	4
492	уже на	3	4
493	начинается с	3	4
494	здесь и	2	4
495	не было	2	4
496	в некоторых	9	4
497	конечно не	3	4
498	это делает	2	3
499	он видит	3	3
500	ней в	2	3
501	случае мы	4	3
502	к своему	3	3
503	же мы	2	3
504	становится понятным	3	3
505	этой связи	2	3
506	поставить вопрос	2	3
507	на ту	2	3
508	она уже	2	3
509	представления и	2	3
510	время от	2	3
511	эта форма	3	3
512	предположение что	3	3
513	и затем	2	3
514	именно на	2	3
515	вот как	2	3
516	связанных с	4	3
517	есть ли	4	3
518	после этого	2	3
519	в отдельности	3	3
520	говорит и	2	3
521	следует за	2	3
522	тогда как	6	3
523	и всей	2	3
524	это еще	2	3
525	они могут	2	3
526	на это	4	3
527	лет в	4	3
528	он стоит	2	3
529	нельзя было	2	3
530	что ее	3	3
531	как нечто	3	3
532	общих чертах	2	3
533	он и	4	3
534	некоторое время	4	3
535	или нет	2	3
536	уже выше	4	3
537	что за	3	3
538	одном из	3	3
539	становится таким	2	3
540	и этот	2	3
541	с большим	5	3
542	не могла	3	3
543	же не	2	3
544	и новые	2	3
545	во многих	2	3
546	видели выше	4	3
547	что так	2	3
548	указать на	4	3
549	это происходит	2	3
550	и потом	2	3
551	с целью	2	3
552	далеко не	3	3
553	говорит не	2	3
554	имеем в	6	3
555	от них	5	3
556	эта связь	4	3
557	он на	2	3
558	если же	2	3
559	при котором	2	3
560	многих других	2	3
561	можно видеть	2	3
562	в глаза	2	3
563	его от	3	3
564	о нем	2	3
565	мы это	2	3
566	живет в	8	3
567	и наоборот	2	3
568	да и	2	3
569	выше мы	5	3
570	из этой	2	3
571	мы найдем	2	3
572	еще одну	3	3
573	это делается	2	3
574	об этой	2	3
575	совершенно то	3	3
576	и пр	19	3
577	в большинстве	2	3
578	чтобы он	3	3
579	этих случаях	14	3
580	уже с	3	2
581	это показывает	2	2
582	большинстве случаев	3	2
583	но здесь	2	2
584	им и	2	2
585	вступают в	4	2
586	переходит в	4	2
587	действительность но	2	2
588	и они	4	2
589	на ней	5	2
590	над ними	2	2
591	характер этих	2	2
592	должно было	2	2
593	нам важно	3	2
594	мы сейчас	2	2
595	силу и	2	2
596	за него	3	2
597	часто бывает	2	2
598	много примеров	3	2
599	другую сторону	2	2
600	уже видели	4	2
601	просто в	2	2
602	в таких	3	2
603	вплоть до	2	2
604	доходит до	2	2
605	эти черты	2	2
606	не всегда	7	2
607	в руки	3	2
608	нее и	2	2
609	а то	2	2
610	из трех	3	2
611	особенности этого	2	2
612	говорят что	2	2
613	особого рода	3	2
614	особенно в	2	2
615	показывает как	2	2
616	он по	2	2
617	не следует	2	2
618	или наоборот	2	2
619	их и	4	2
620	и действительно	5	2
621	состояла в	2	2
622	в иной	2	2
623	когда его	2	2
624	понятным почему	2	2
625	его из	3	2
626	однако это	4	2
627	не хочет	3	2
628	на голову	5	2
629	играют в	2	2
630	где он	2	2
631	что ни	3	2
632	вопрос не	2	2
633	все еще	7	2
634	могло быть	3	2
635	в точности	4	2
636	а если	3	2
637	напоминает о	2	2
638	и она	5	2
639	в поисках	2	2
640	и т	33	2
641	оказалось что	2	2
642	дает нам	3	2
643	состоят в	2	2
644	можно только	3	2
645	формы с	2	2
646	как не	2	2
647	становится ясным	2	2
648	из земли	4	2
649	образом на	2	2
650	в сторону	3	2
651	чтобы быть	3	2
652	слишком далеко	2	2
653	не совсем	5	2
654	другом случае	3	2
655	который был	2	2
656	даже не	2	2
657	не раз	2	2
658	к себе	3	2
659	пришел к	2	2
660	здесь на	3	2
661	и очень	2	2
662	они и	3	2
663	на себя	5	2
664	нет ничего	3	2
665	бы она	2	2
666	на них	2	2
667	свете этих	4	2
668	но она	2	2
669	идет на	3	2
670	в человеческом	2	2
671	и уже	2	2
672	или несколько	2	2
673	одном случае	5	2
674	попадают в	3	2
675	и так	3	2
676	на нем	4	2
677	нет еще	2	2
678	в малой	2	2
