N	2gram	Vygotskiy_	Myslijsy
240	такое же	2	8
241	тот же	7	8
242	одно и	2	8
243	отношений между	4	8
244	не как	3	8
245	что они	8	8
246	все равно	2	8
247	и более	8	8
248	но все	2	8
249	их в	3	8
250	именно в	8	8
251	в которых	2	8
252	только не	7	8
253	во всем	2	8
254	слова не	2	8
255	вслед за	3	8
256	говоря о	2	8
257	влияние на	2	8
258	и той	3	8
259	между ними	5	8
260	на все	7	8
261	с ними	4	8
262	этом случае	5	8
263	словом и	2	8
264	которые не	5	8
265	остается только	2	8
266	мы в	2	8
267	говорить о	3	8
268	на другие	2	8
269	но мы	7	7
270	не имеют	4	7
271	к другим	2	7
272	к мысли	6	7
273	на основании	2	7
274	самого начала	8	7
275	она не	2	7
276	чем более	2	7
277	с самого	8	7
278	во втором	2	7
279	и во	2	7
280	себя и	2	7
281	место в	2	7
282	только один	4	7
283	развития и	21	7
284	или не	2	7
285	все эти	9	7
286	в собственном	2	7
287	за пределы	4	7
288	и тот	5	7
289	находятся в	3	7
290	с этой	8	7
291	что у	4	7
292	в своих	5	7
293	но что	6	7
294	как она	3	7
295	из него	3	7
296	один и	5	7
297	его к	2	7
298	но как	6	7
299	мысли но	4	7
300	образом мы	2	7
301	что именно	4	7
302	на котором	3	7
303	самое слово	2	7
304	в данном	4	7
305	к этому	7	7
306	сама по	4	7
307	своей мысли	2	7
308	в памяти	2	7
309	не с	2	7
310	в жизни	2	7
311	этом смысле	5	7
312	несмотря на	3	7
313	его на	2	6
314	но если	7	6
315	связанное с	2	6
316	в виду	4	6
317	как он	7	6
318	оно должно	2	6
319	друг от	5	6
320	мысли с	2	6
321	из сказанного	2	6
322	на его	4	6
323	предположить что	3	6
324	состоит не	2	6
325	в своей	5	6
326	должна быть	7	6
327	в этой	8	6
328	вопрос об	4	6
329	никак не	6	6
330	слово и	2	6
331	в речи	3	6
332	у нас	4	6
333	представления и	2	6
334	после того	2	6
335	прежде чем	2	6
336	на нее	2	6
337	от друга	5	6
338	из виду	2	6
339	с таким	4	6
340	что между	5	6
341	друг другу	2	6
342	все более	4	6
343	каким образом	2	6
344	и к	7	6
345	для всех	2	6
346	заключить что	4	6
347	представлений и	3	6
348	понятия и	11	6
349	к которому	7	6
350	в их	4	6
351	в виде	3	6
352	может стать	2	6
353	известным образом	2	6
354	между двумя	4	6
355	это будет	2	6
356	сознание и	2	6
357	что с	7	6
358	в сущности	17	6
359	показывает что	9	6
360	восприятия и	3	6
361	к ним	2	6
362	хотя в	2	6
363	мысли как	4	6
364	что его	2	6
365	же самое	7	6
366	заключается в	15	6
367	мысли которая	2	6
368	язык и	2	6
369	представляется нам	4	6
370	но на	2	6
371	принять что	2	6
372	жизни и	2	6
373	ничего общего	6	6
374	у него	8	6
375	мы уже	4	6
376	и сами	2	6
377	но он	8	6
378	из того	12	5
379	в процессе	37	5
380	уже по	5	5
381	оба эти	5	5
382	как же	2	5
383	а с	3	5
384	можно было	11	5
385	общего с	3	5
386	они не	7	5
387	состоит в	11	5
388	и другим	2	5
389	если в	4	5
390	можно только	2	5
391	переход от	7	5
392	но только	4	5
393	отношение к	12	5
394	вытекает из	4	5
395	том чтобы	3	5
396	предмета и	2	5
397	с понятием	2	5
398	в представлении	2	5
399	языка не	2	5
400	этот вопрос	8	5
401	о которых	2	5
402	что само	2	5
403	во внимание	4	5
404	в нашем	5	5
405	чем в	6	5
406	отношения между	3	5
407	не подлежит	2	5
408	понятие о	3	5
409	а это	3	5
410	в области	19	5
411	следует сказать	2	5
412	на том	4	5
413	ответ на	3	5
414	мы его	4	5
415	не столько	3	5
416	говорим что	2	5
417	с каким	2	5
418	что эти	4	5
419	слов и	3	5
420	ли мы	2	5
421	но при	2	5
422	оно имеет	4	5
423	мы имеем	4	5
424	в начале	2	5
425	к другой	2	5
426	по мнению	2	5
427	в единстве	2	5
428	одним из	4	5
429	отношении к	2	5
430	в какой	8	5
431	время как	4	5
432	на этот	9	5
433	но уже	2	5
434	и здесь	2	5
435	в той	8	5
436	к другому	3	5
437	образом что	2	5
438	данном случае	3	4
439	в образовании	7	4
440	иное как	2	4
441	не что	2	4
442	в другом	7	4
443	формы мысли	2	4
444	когда оно	2	4
445	в такой	5	4
446	на который	2	4
447	ту же	5	4
448	не на	5	4
449	иначе как	4	4
450	не иначе	3	4
451	в наших	2	4
452	что иное	2	4
453	мы различаем	2	4
454	положение что	2	4
455	видели что	2	4
456	он может	5	4
457	еще более	5	4
458	из этого	3	4
459	в деятельности	5	4
460	или даже	2	4
461	и хотя	2	4
462	а тем	2	4
463	но с	2	4
464	не дает	2	4
465	он должен	9	4
466	ничего не	6	4
467	между этими	3	4
468	не знает	6	4
469	связанная с	3	4
470	по своему	4	4
471	что первое	2	4
472	что к	2	4
473	говорит он	3	4
474	что сознание	4	4
475	он в	3	4
476	ему в	2	4
477	этой точки	7	4
478	тех и	6	4
479	мысли к	3	4
480	чего не	2	4
481	в связи	6	4
482	это есть	5	4
483	бы то	2	4
484	имеет место	4	4
485	с его	3	4
486	различия в	2	4
487	и между	7	4
488	более и	3	4
489	только то	4	4
490	из нее	5	4
491	стороны и	3	4
492	мыслью и	2	4
493	сознания и	3	4
494	этом отношении	7	4
495	имеет свою	5	4
496	такой же	4	4
497	ведет к	2	4
498	к которым	2	4
499	он говорит	3	4
500	из двух	2	4
501	этот предмет	2	4
502	этой последней	2	4
503	перейти к	4	4
504	этой теории	9	4
505	на этом	8	4
506	влияния на	4	4
507	не говорит	3	4
508	мы могли	16	4
509	отношения к	2	4
510	собственном смысле	2	4
511	взгляд на	3	4
512	что сила	2	3
513	что ему	2	3
514	с первого	2	3
515	к этим	2	3
516	имел бы	2	3
517	различие между	4	3
518	нисколько не	2	3
519	что уже	3	3
520	и ее	2	3
521	в отношении	18	3
522	и поэтому	2	3
523	мы и	6	3
524	случае мы	2	3
525	каким мы	2	3
526	самый процесс	3	3
527	в другую	3	3
528	быть в	3	3
529	же мы	2	3
530	отличие от	3	3
531	мы знаем	5	3
532	может иметь	3	3
533	одной из	5	3
534	для одного	4	3
535	а если	2	3
536	в известной	3	3
537	по законам	3	3
538	в известном	9	3
539	на слово	2	3
540	для развития	9	3
541	перехода от	3	3
542	именно то	3	3
543	ответить на	4	3
544	каждом шагу	3	3
545	что значит	3	3
546	речи есть	2	3
547	самое понятие	2	3
548	для этого	3	3
549	в развитии	45	3
550	в теории	4	3
551	о влиянии	2	3
552	на каждом	3	3
553	что понятие	5	3
554	кроме того	2	3
555	и наконец	3	3
556	и из	2	3
557	для ребенка	6	3
558	различие в	3	3
559	развития в	14	3
560	от одной	2	3
561	чтобы понять	2	3
562	мысли от	3	3
563	что всякое	3	3
564	на свою	2	3
565	с психологической	2	3
566	связанные с	6	3
567	речь и	4	3
568	действие на	2	3
569	всем остальным	2	3
570	нечто такое	2	3
571	которую мы	3	3
572	это объяснение	3	3
573	что эта	7	3
574	не совсем	2	3
575	к развитию	2	3
576	как будто	2	3
577	в себя	4	3
578	мы будем	4	3
579	без всякого	2	3
580	к таким	2	3
581	ясно что	2	3
582	в различных	3	3
583	которые в	4	3
584	в одной	2	3
585	ближайшим образом	2	3
586	но для	3	3
587	идет от	2	3
588	и человека	2	3
589	при исследовании	2	3
590	нам возможность	2	3
591	первом случае	2	3
592	в свое	2	3
593	как это	11	3
594	от известного	2	3
595	частный случай	4	3
596	понятий в	24	3
597	более сложные	5	3
598	происходит в	3	3
599	который мы	2	3
600	дело с	2	3
601	к этой	3	3
602	развития как	6	3
603	с которой	2	3
604	уже о	2	3
605	значит что	6	3
606	мы выше	2	3
607	как вообще	2	3
608	это значит	5	3
609	случае не	2	3
610	и отношения	3	3
611	на образование	2	3
612	с которыми	2	3
613	это в	2	3
614	на словах	2	3
615	на одном	2	3
616	слова к	3	3
617	в результате	9	3
618	мы увидим	3	3
619	должен был	3	3
620	и которые	2	3
621	ничего кроме	3	3
622	в самых	4	3
623	ее в	3	3
624	лежащие в	2	3
625	для образования	3	3
626	нам остается	2	3
627	с которым	2	3
628	их и	2	3
629	вопрос что	2	3
630	с пониманием	2	3
631	он сам	2	3
632	на первый	2	3
633	бы что	2	3
634	и развития	21	2
635	еще и	3	2
636	свое время	2	2
637	развития но	8	2
638	что понятия	3	2
639	более сложных	3	2
640	как из	2	2
641	самое что	2	2
642	без всяких	2	2
643	образования и	2	2
644	уже на	3	2
645	и эти	2	2
646	которого он	2	2
647	бы оно	3	2
648	этих предметов	2	2
649	на друга	2	2
650	начинается с	2	2
651	закон развития	3	2
652	развития на	4	2
653	и постепенно	2	2
654	положения что	3	2
655	для другого	4	2
656	понятий но	2	2
657	значение для	4	2
658	повторяет в	2	2
659	тому чтобы	4	2
660	которая в	3	2
661	есть процесс	2	2
662	что те	3	2
663	говорим о	2	2
664	отличаются от	2	2
665	нам известно	3	2
666	исходя из	2	2
667	по одному	5	2
668	к неизвестному	2	2
669	принадлежит к	2	2
670	приходит в	2	2
671	который в	2	2
672	на их	3	2
673	общего между	2	2
674	научной мысли	2	2
675	если даже	3	2
676	лежит в	5	2
677	речи то	2	2
678	в систему	2	2
679	необходимо должно	3	2
680	в первой	2	2
681	только к	4	2
682	с их	4	2
683	решения и	2	2
684	понять что	2	2
685	речи в	7	2
686	если я	4	2
687	целый ряд	5	2
688	что когда	2	2
689	во второй	4	2
690	сознания в	3	2
691	уже из	2	2
692	должны были	3	2
693	процессов в	2	2
694	по своей	7	2
695	нами в	4	2
696	или на	2	2
697	что внимание	2	2
698	тому же	3	2
699	понятия мы	3	2
700	и понятие	3	2
701	этот закон	3	2
702	когда он	3	2
703	если он	4	2
704	чего я	2	2
705	раз и	3	2
706	друг к	3	2
707	почему в	2	2
708	и другой	2	2
709	животных и	2	2
710	находящихся в	2	2
711	деятельность и	2	2
712	в сфере	9	2
713	его собственной	2	2
714	что слова	2	2
715	нуждается в	3	2
716	иначе чем	2	2
717	вопроса о	5	2
718	едва ли	2	2
719	как совокупность	2	2
720	является в	2	2
721	на которые	3	2
722	это и	3	2
723	высшего понятия	2	2
724	мы постараемся	4	2
725	существует только	2	2
726	котором она	2	2
727	в обратном	2	2
728	может ли	2	2
729	непосредственно не	2	2
730	самым мы	2	2
731	в прошлом	2	2
732	дальше и	2	2
733	выше что	2	2
734	вообще в	2	2
735	его мысли	3	2
736	которому мы	2	2
737	же как	9	2
738	на которое	2	2
739	мы относим	3	2
740	своего развития	11	2
741	из его	2	2
742	своем развитии	8	2
743	я не	6	2
744	может объяснить	2	2
745	слов как	2	2
746	показать что	4	2
747	объяснение не	2	2
748	этот процесс	5	2
749	себя в	4	2
750	дело не	2	2
751	не нужно	2	2
752	что должно	4	2
753	и отношение	2	2
754	как я	3	2
755	но этот	3	2
756	и история	2	2
757	отличается от	2	2
758	когда это	2	2
759	понятие как	4	2
760	его и	4	2
761	это положение	2	2
762	пути развития	8	2
763	переход к	3	2
764	друг на	2	2
765	развития а	2	2
766	эту мысль	2	2
767	точек зрения	4	2
768	оно может	2	2
769	знаем что	2	2
770	как с	5	2
771	знания и	2	2
772	к его	4	2
773	к другу	4	2
774	переходит от	2	2
775	из которых	3	2
776	даже для	2	2
777	ходом развития	2	2
778	теории и	4	2
779	и образование	2	2
780	зависимости от	3	2
781	к их	2	2
782	но когда	2	2
783	как его	2	2
784	вопрос как	4	2
785	из основных	7	2
786	этих двух	4	2
787	имеем дело	2	2
788	до самого	2	2
789	в системе	4	2
