N	2gram	Bakhtin_Pr	Komedia
194	и если	4	5
195	это не	10	5
196	для всех	2	5
197	в каждом	5	5
198	одним из	6	5
199	в развитии	5	5
200	все время	2	5
201	по существу	7	5
202	от них	2	5
203	к ним	5	5
204	и без	4	5
205	мы имеем	4	5
206	что на	2	5
207	же не	2	5
208	в ее	3	5
209	все остальные	2	5
210	сказать что	12	5
211	представление о	3	5
212	и от	4	5
213	для этого	2	5
214	что это	2	5
215	в сознании	2	5
216	любовь к	4	5
217	в мире	8	5
218	в первой	2	5
219	за пределы	7	5
220	каждого из	2	5
221	к своему	4	5
222	раз в	2	5
223	да еще	2	5
224	именно в	3	5
225	что я	2	5
226	здесь нет	2	5
227	он и	2	5
228	со своей	2	5
229	жизни и	13	5
230	здесь и	7	5
231	а на	2	5
232	конечно не	11	5
233	той же	6	5
234	но он	3	5
235	с помощью	4	5
236	чем в	2	5
237	не о	2	4
238	все более	2	4
239	которые в	3	4
240	или к	2	4
241	в духе	10	4
242	наконец в	3	4
243	для ее	3	4
244	по своей	12	4
245	не всегда	3	4
246	всякого рода	3	4
247	ничем не	3	4
248	или менее	3	4
249	там и	2	4
250	образом в	2	4
251	к человеку	2	4
252	по сравнению	6	4
253	и этим	3	4
254	может служить	2	4
255	в более	5	4
256	все его	3	4
257	между ними	14	4
258	сравнению с	6	4
259	здесь мы	3	4
260	из самых	3	4
261	например в	8	4
262	в основе	6	4
263	в риме	2	4
264	одна из	9	4
265	в последних	2	4
266	нет ничего	3	4
267	его творчества	12	4
268	с их	3	4
269	я не	6	4
270	и их	6	4
271	у нас	2	4
272	времени и	4	4
273	и другие	14	4
274	в пределах	8	4
275	далеко не	4	4
276	прежде чем	2	4
277	их в	3	4
278	новое время	4	4
279	что мы	2	4
280	в той	2	4
281	нам по	3	4
282	правда в	5	4
283	этой области	2	4
284	все равно	6	4
285	как его	2	4
286	в себя	8	4
287	на площади	7	4
288	в античной	3	3
289	если мы	5	3
290	по фрагментам	2	3
291	нет ни	2	3
292	в соответствии	3	3
293	и потому	6	3
294	не могут	4	3
295	указывает на	2	3
296	от него	3	3
297	в одной	4	3
298	вплоть до	5	3
299	при всей	3	3
300	и притом	2	3
301	затем в	2	3
302	не был	3	3
303	его творчество	2	3
304	остается в	2	3
305	что именно	2	3
306	на все	4	3
307	а как	4	3
308	казалось бы	4	3
309	в году	2	3
310	друг от	2	3
311	только на	3	3
312	представления о	3	3
313	в какой-то	5	3
314	мы в	2	3
315	для понимания	3	3
316	в эту	3	3
317	для этой	2	3
318	она не	4	3
319	к этой	3	3
320	они не	5	3
321	или по	3	3
322	с другом	6	3
323	он в	2	3
324	людей и	6	3
325	в известной	3	3
326	внешней и	2	3
327	почти не	2	3
328	на них	2	3
329	для них	2	3
330	на землю	4	3
331	с ними	2	3
332	из своей	3	3
333	все еще	3	3
334	всего этого	4	3
335	между двумя	4	3
336	конечно в	2	3
337	мы видели	2	3
338	числе и	13	3
339	этой сцены	3	3
340	в эпоху	12	3
341	но при	2	3
342	его с	2	3
343	в новое	4	3
344	и уже	2	3
345	могли быть	2	3
346	друг с	6	3
347	мы находим	8	3
348	выходят за	2	3
349	и одновременно	6	3
350	и мысли	4	3
351	совершенно не	4	3
352	и внутренней	2	3
353	и из	3	3
354	жизнь и	3	3
355	и более	3	3
356	более или	3	3
357	в самой	2	3
358	или на	3	3
359	связанные с	3	3
360	быть даже	2	3
361	время и	3	3
362	в большинстве	9	3
363	но там	2	3
364	ни у	3	3
365	соответствии с	2	3
366	по себе	3	3
367	а у	2	3
368	в один	3	3
369	первого и	2	3
370	в таком	3	3
371	во всем	5	3
372	не к	3	3
373	этих двух	5	3
374	выходит из	2	3
375	от друга	2	3
376	образом и	3	2
377	находим в	3	2
378	площади и	2	2
379	еще и	4	2
380	перед нами	17	2
381	к одному	2	2
382	тем самым	2	2
383	одному и	2	2
384	еще раз	6	2
385	человека и	10	2
386	приравнивается к	3	2
387	не как	5	2
388	связанных с	2	2
389	и любовь	2	2
390	и формы	2	2
391	где в	2	2
392	земле и	2	2
393	одному из	2	2
394	в произведениях	2	2
395	слово в	5	2
396	для жанра	3	2
397	не могли	2	2
398	в свое	4	2
399	почти до	3	2
400	и при	2	2
401	они должны	3	2
402	отца с	2	2
403	со всеми	8	2
404	о нем	2	2
405	что все	3	2
406	его творчестве	4	2
407	в общем	2	2
408	жизнь в	4	2
409	зависимости от	3	2
410	ту же	2	2
411	на свой	2	2
412	войти в	3	2
413	котором он	2	2
414	перед его	2	2
415	большинстве случаев	9	2
416	в жизнь	2	2
417	живет в	3	2
418	и под	4	2
419	здесь не	5	2
420	небом и	2	2
421	не была	2	2
422	главное в	2	2
423	от своей	2	2
424	них в	3	2
425	мы видим	2	2
426	в зависимости	3	2
427	и до	6	2
428	и иногда	2	2
429	все эти	9	2
430	себя и	3	2
431	для творчества	2	2
432	почти всегда	6	2
433	в центре	4	2
434	рядом с	2	2
435	бы и	3	2
436	именно поэтому	2	2
437	особенно в	7	2
438	это еще	2	2
439	по одному	2	2
440	которую можно	4	2
441	они могут	3	2
442	с другими	6	2
443	в литературе	8	2
444	это был	2	2
445	но это	7	2
446	в собственном	3	2
447	и так	4	2
448	только с	3	2
449	с ней	4	2
450	на свете	2	2
451	достаточно сравнить	3	2
452	с ее	3	2
453	я и	2	2
454	слова и	5	2
455	превращается в	5	2
456	на земле	14	2
457	жизни в	4	2
458	в ранних	2	2
459	которой мы	3	2
460	а для	2	2
461	второй половины	2	2
462	но они	5	2
463	отношении к	2	2
464	формы и	3	2
465	платона в	3	2
466	с человеком	3	2
467	в жизни	14	2
468	это уже	2	2
469	его жизни	2	2
470	знает что	2	2
471	человека с	3	2
472	в самых	2	2
473	этот вопрос	3	2
474	ее в	4	2
475	от всех	2	2
476	это была	2	2
477	см например	2	2
478	это были	2	2
479	в смысле	2	2
480	имеем в	3	2
481	каждом из	3	2
482	и тому	2	2
483	человека из	2	2
484	этом смысле	5	2
485	к самому	5	2
486	в жанре	3	2
487	ко всем	2	2
488	и она	2	2
489	между людьми	5	2
490	к жизни	2	2
491	говорит о	2	2
492	связь с	4	2
493	и жизнь	2	2
494	мы уже	9	2
495	в форме	6	2
496	именно на	2	2
497	если же	5	2
