N	2gram	Nazirov_Tv	Literetu
178	эти слова	3	5
179	место в	6	5
180	хотя бы	5	5
181	в россии	5	5
182	по выражению	2	5
183	мы не	3	5
184	на свете	3	5
185	тем не	2	5
186	а я	3	5
187	во имя	3	5
188	как у	3	5
189	русской литературы	3	5
190	но уже	2	5
191	в себя	3	5
192	и если	3	5
193	к жизни	4	5
194	не к	2	5
195	в свою	8	4
196	нуждается в	2	4
197	не является	3	4
198	только для	2	4
199	как к	2	4
200	за собой	4	4
201	но без	2	4
202	по сути	6	4
203	все время	3	4
204	только на	2	4
205	и все	6	4
206	на том	2	4
207	на его	4	4
208	в творческом	4	4
209	ту же	4	4
210	могут быть	4	4
211	духовной жизни	2	4
212	более не	4	4
213	во всей	2	4
214	хотя и	5	4
215	во всяком	2	4
216	мышления и	2	4
217	одной из	7	4
218	то это	2	4
219	но это	10	4
220	к этому	4	4
221	сводится к	2	4
222	во второй	3	4
223	и вот	2	4
224	такой же	4	4
225	со всеми	3	4
226	что его	4	4
227	ни к	2	4
228	можно сказать	2	4
229	жизни не	2	4
230	а по	3	4
231	приводит к	4	4
232	не могу	2	4
233	свидетельствует о	2	4
234	от жизни	2	4
235	вовсе не	5	4
236	и что	2	4
237	таким образом	14	4
238	и есть	2	4
239	не мог	3	4
240	о которой	2	4
241	на самом	3	3
242	ничего не	3	3
243	части романа	2	3
244	и потому	4	3
245	так же	6	3
246	по себе	2	3
247	крайней мере	4	3
248	свободы и	2	3
249	вот в	2	3
250	герой в	3	3
251	есть не	2	3
252	в первом	3	3
253	нам представляется	2	3
254	том же	3	3
255	т п	4	3
256	а во	2	3
257	xx века	3	3
258	а с	4	3
259	о нем	2	3
260	и о	2	3
261	в душе	4	3
262	как уже	2	3
263	это уже	7	3
264	но только	3	3
265	во главе	2	3
266	особое место	3	3
267	времени в	13	3
268	как некий	2	3
269	в образах	2	3
270	же как	3	3
271	и до	2	3
272	все эти	3	3
273	и тогда	2	3
274	он был	2	3
275	в истории	2	3
276	во время	2	3
277	свою очередь	2	3
278	и т	14	3
279	и еще	2	3
280	который в	4	3
281	тот же	3	3
282	ее в	3	3
283	же году	2	3
284	если в	3	3
285	и от	8	3
286	творческого процесса	4	3
287	в первой	4	3
288	не так	5	3
289	дело в	4	3
290	отказа от	2	3
291	мысли и	5	3
292	в этот	3	3
293	мысль о	3	3
294	если бы	4	3
295	превращается в	2	3
296	был бы	3	3
297	героя и	4	3
298	в этих	2	3
299	себе не	3	3
300	не по	3	3
301	по крайней	4	3
302	отношении к	2	3
303	что для	3	3
304	восходит к	2	3
305	в ту	4	3
306	не имеет	2	3
307	он говорит	3	3
308	в чем	4	3
309	в творчестве	10	3
310	когда он	4	3
311	не есть	2	3
312	если не	4	3
313	живой жизни	2	3
314	всяком случае	2	3
315	жизни с	2	3
316	между людьми	3	3
317	и того	2	3
318	лирическим героем	2	3
319	же и	2	3
320	с ним	4	3
321	перед нами	3	2
322	начиная с	2	2
323	сам себе	3	2
324	индивидуальном сознании	2	2
325	у достоевского	51	2
326	от него	2	2
327	приходит к	4	2
328	человека и	6	2
329	как было	2	2
330	и притом	2	2
331	не был	4	2
332	и у	3	2
333	литературной традиции	5	2
334	он же	2	2
335	по словам	2	2
336	роль в	2	2
337	это и	4	2
338	к человеку	3	2
339	а как	2	2
340	героя в	4	2
341	была бы	2	2
342	стремится к	3	2
343	в такой	2	2
344	воздействие на	2	2
345	и будет	2	2
346	так например	3	2
347	в него	2	2
348	тому что	2	2
349	за то	2	2
350	она не	2	2
351	гораздо более	2	2
352	и без	2	2
353	за два	2	2
354	что на	3	2
355	от других	2	2
356	войне и	2	2
357	о жизни	4	2
358	себя как	2	2
359	жизнь и	2	2
360	в сферу	2	2
361	для них	2	2
362	переходит в	2	2
363	творческий процесс	2	2
364	людей в	2	2
365	героя с	2	2
366	на лестнице	2	2
367	с ними	3	2
368	и по	5	2
369	писателя в	2	2
370	дело не	3	2
371	что они	3	2
372	человек и	2	2
373	и более	2	2
374	только как	2	2
375	здесь мы	2	2
376	сказать что	3	2
377	в лице	4	2
378	к достижению	2	2
379	в нашей	2	2
380	время в	3	2
381	так сказать	4	2
382	человеческой личности	5	2
383	с каким	2	2
384	этой связи	2	2
385	по мнению	4	2
386	человек с	2	2
387	действительности в	2	2
388	время не	2	2
389	процесса в	4	2
390	своего собственного	2	2
391	значение в	2	2
392	автора в	2	2
393	я от	2	2
394	в статье	2	2
395	для этой	2	2
396	он писал	2	2
397	та же	4	2
398	в xix	3	2
399	ибо в	2	2
400	него в	2	2
401	евгения онегина	3	2
402	не означает	4	2
403	xix веке	3	2
404	в финале	4	2
405	на протяжении	3	2
406	как известно	3	2
407	культуры и	2	2
408	с другим	3	2
409	что у	5	2
410	от всех	2	2
411	нет не	2	2
412	утверждал что	3	2
413	в котором	8	2
414	что ты	2	2
415	еще более	3	2
416	со своими	2	2
417	своего я	2	2
418	со своим	2	2
419	романа и	4	2
420	всякий раз	2	2
421	это прежде	3	2
422	на первом	2	2
423	представлений о	2	2
424	вокруг себя	2	2
425	в таком	4	2
426	на эту	4	2
427	эта мысль	3	2
428	жизни но	2	2
429	слова из	2	2
430	но он	3	2
431	xviii века	2	2
432	но зато	3	2
