N	2gram	Tiupa_Narr	Myshleni
267	иное как	2	6
268	как к	2	6
269	от одной	2	6
270	одна из	3	6
271	нет и	2	6
272	не что	2	6
273	от одного	2	6
274	всей своей	2	6
275	оно может	2	6
276	имеем дело	2	6
277	в полном	2	5
278	к самому	2	5
279	совершенно очевидно	2	5
280	у нее	2	5
281	всей его	2	5
282	от всех	2	5
283	идет по	2	5
284	в область	2	5
285	выступает в	2	5
286	себя в	5	5
287	в противоположность	2	5
288	в памяти	2	5
289	сами по	2	5
290	именно это	2	5
291	встречается в	2	5
292	значительной степени	2	5
293	на протяжении	6	5
294	что по	2	5
295	данного понятия	2	5
296	в форме	5	5
297	все те	4	5
298	которого он	2	4
299	однако в	2	4
300	исходя из	2	4
301	время в	2	4
302	зрения на	2	4
303	совершенно иной	2	4
304	и после	2	4
305	нет у	2	4
306	быть может	2	4
307	и когда	2	4
308	бы то	3	4
309	хотя в	2	4
310	постольку поскольку	2	4
311	ни было	3	4
312	может оказаться	2	4
313	она может	2	4
314	но сама	2	4
315	а именно	3	4
316	процесса и	2	4
317	обозначить как	2	4
318	себя и	2	4
319	того или	2	4
320	в роли	2	4
321	в общей	2	4
322	как будто	3	4
323	ему в	2	4
324	здесь не	4	4
325	жизни и	3	4
326	и одновременно	2	4
327	здесь и	2	4
328	не было	2	4
329	с чем	2	3
330	как ни	2	3
331	ту или	2	3
332	бы быть	3	3
333	поведения в	2	3
334	каждый из	2	3
335	со словами	2	3
336	говорит и	2	3
337	тогда как	12	3
338	что касается	2	3
339	в структуре	2	3
340	зрения и	2	3
341	и сейчас	2	3
342	же не	4	3
343	это все	2	3
344	в любом	2	3
345	далеко не	5	3
346	сводится к	3	3
347	о нем	4	3
348	структуры в	2	3
349	основные свойства	2	3
350	не отличается	2	3
351	да и	4	3
352	или иного	2	3
353	то ни	3	3
354	в прошлом	3	3
355	бы не	2	3
356	сути дела	2	3
357	или иначе	3	3
358	же время	4	3
359	только о	2	3
360	мира и	2	3
361	а во	3	2
362	например как	2	2
363	поскольку оно	2	2
364	и самого	3	2
365	без исключения	2	2
366	себе не	2	2
367	рода но	2	2
368	в присутствии	3	2
369	значении этого	3	2
370	вплоть до	2	2
371	по сути	2	2
372	не всегда	2	2
373	том или	2	2
374	не предполагает	5	2
375	все их	2	2
376	все то	2	2
377	подход к	2	2
378	особенно в	3	2
379	в мире	9	2
380	при всем	2	2
381	даже самое	2	2
382	точкой зрения	2	2
383	во времени	8	2
384	в иной	2	2
385	как справедливо	2	2
386	а если	2	2
387	не будет	3	2
388	существенным образом	2	2
389	во внешнем	2	2
390	на чем	2	2
391	его личности	2	2
392	происходит и	2	2
393	его как	2	2
394	по всей	2	2
395	всех его	2	2
396	этот способ	2	2
397	или иную	2	2
398	в будущем	2	2
399	даже не	3	2
400	к себе	5	2
401	в принципе	4	2
402	они и	2	2
403	складывается из	2	2
404	на себя	3	2
405	личности в	2	2
406	жизни а	2	2
407	и возможность	2	2
