N	2gram	Bakhtin_Pr	Stilisti
177	сознания не	4	3
178	что у	2	3
179	в котором	7	3
180	их в	8	3
181	заметить что	2	3
182	зрения как	3	3
183	и само	2	3
184	зрения на	8	3
185	что оно	2	3
186	как таковой	2	3
187	выражение в	6	3
188	между ними	6	3
189	из которых	3	3
190	из них	3	3
191	для нас	2	3
192	хотя и	5	3
193	несмотря на	7	3
194	жизни и	3	3
195	что и	7	3
196	в ее	2	3
197	и уже	3	3
198	все эти	13	3
199	высказывания и	3	3
200	конечно не	4	3
201	связи с	3	3
202	что было	6	3
203	отношения к	5	3
204	слова о	3	3
205	между тем	7	3
206	в основе	4	3
207	здесь мы	4	3
208	до конца	10	2
209	в отношении	5	2
210	для этого	3	2
211	вопрос о	3	2
212	все то	5	2
213	и потому	7	2
214	как например	2	2
215	с этим	3	2
216	бытия в	3	2
217	слова не	2	2
218	с другими	8	2
219	на два	3	2
220	из этих	3	2
221	но как	4	2
222	человека и	2	2
223	в первой	3	2
224	бы и	6	2
225	времени и	2	2
226	должно быть	8	2
227	и нет	6	2
228	человек с	2	2
229	по отношению	12	2
230	с самим	3	2
231	не нужно	2	2
232	при условии	2	2
233	отношение к	4	2
234	да ведь	2	2
235	друг друга	4	2
236	к которому	2	2
237	словами в	2	2
238	слово в	10	2
239	я и	2	2
240	кроме того	5	2
241	но эта	5	2
242	тем что	6	2
243	человека в	8	2
244	бы не	2	2
245	этом отношении	3	2
246	в их	6	2
247	другого человека	7	2
248	том же	4	2
249	не всегда	2	2
250	в кругозор	6	2
251	ее с	2	2
252	и при	2	2
253	в этих	5	2
254	что он	15	2
255	из героев	2	2
256	и сам	6	2
257	должна была	4	2
258	отношению к	12	2
259	себе и	5	2
260	сих пор	9	2
261	в пределах	24	2
262	в какой	2	2
263	ведь и	4	2
264	в жизни	5	2
265	в мире	7	2
266	на этот	4	2
267	но не	12	2
268	в него	6	2
269	нуждаются в	2	2
270	про себя	2	2
271	установки на	5	2
272	также и	3	2
273	и речь	2	2
274	к нему	11	2
275	тому же	2	2
276	он говорит	2	2
277	не из	3	2
278	в своих	4	2
279	еще более	2	2
280	одну и	2	2
281	с собой	3	2
282	почему же	2	2
283	ту же	2	2
284	слово или	2	2
285	не есть	4	2
286	этот вопрос	4	2
287	в которых	4	2
288	ни один	3	2
289	находит свое	2	2
290	однако в	3	2
291	между собой	2	2
292	и он	5	2
293	слова мы	2	2
294	не было	5	2
295	как не	9	2
296	здесь не	7	2
297	но это	6	2
298	что вся	2	2
299	голоса и	2	2
300	в своей	11	2
301	или даже	2	2
302	или в	7	2
303	таким же	3	2
304	был бы	6	2
305	войти в	2	2
306	он не	14	2
307	друг другу	3	2
308	с ним	8	2
309	тот же	2	2
310	вовсе не	12	2
311	оно является	2	2
312	к миру	3	2
313	это слово	6	2
