N	2gram	Bakhtin_Fr	Psycholo
102	и вот	3	21
103	в конце	9	21
104	но только	2	21
105	ни в	7	21
106	в котором	4	21
107	в которых	3	21
108	той же	9	21
109	все эти	24	20
110	в то	14	20
111	тот же	3	20
112	это не	7	20
113	несмотря на	3	20
114	мы имеем	2	20
115	другой стороны	2	20
116	на этом	6	20
117	в ее	6	19
118	он говорит	2	19
119	у него	13	19
120	в одном	5	19
121	мы уже	25	19
122	на самом	2	18
123	перед нами	5	18
124	видим что	2	18
125	но в	12	18
126	в которой	3	18
127	с этой	4	18
128	есть не	2	18
129	можно было	4	18
130	действующих лиц	2	18
131	и есть	3	18
132	в виду	4	17
133	одна из	7	17
134	во всяком	2	17
135	у нас	4	17
136	но это	3	17
137	и о	2	17
138	так и	13	16
139	та же	7	16
140	не имеет	4	16
141	говорит о	2	16
142	и к	6	16
143	и тем	3	16
144	из которых	2	16
145	к этому	5	16
146	с самого	2	16
147	и потому	6	15
148	еще не	3	15
149	не могут	3	15
150	далеко не	2	15
151	которых мы	2	15
152	что именно	2	15
153	только на	2	15
154	в частности	2	15
155	в них	14	15
156	во всех	13	15
157	в результате	7	15
158	для него	7	15
159	и так	2	15
160	о котором	5	15
161	не просто	3	15
162	должна быть	3	14
163	по существу	8	14
164	с ним	6	14
165	есть только	3	14
166	прежде всего	18	14
167	в области	3	14
168	того как	7	14
169	бы в	3	14
170	этом отношении	3	14
171	такой же	3	14
172	те же	3	14
173	или в	5	14
174	в совершенно	2	14
175	но он	8	14
176	как он	4	13
177	точка зрения	2	13
178	именно в	4	13
179	и он	4	13
180	в той	8	13
181	того же	7	12
182	в этих	6	12
183	их в	5	12
184	конце концов	5	12
185	сам по	2	12
186	в свою	3	12
187	ничего не	4	12
188	и очень	2	12
189	и другие	3	12
190	в основу	2	12
191	и до	14	12
192	и может	2	12
193	например в	8	12
194	я не	3	12
195	что по	2	12
196	это в	4	12
197	об этом	2	12
198	что его	2	12
199	и с	17	12
200	образом и	2	11
201	и из	2	11
202	так например	2	11
203	понятно что	2	11
204	и других	3	11
205	его в	3	11
206	на все	2	11
207	мы видели	7	11
208	с его	5	11
209	есть в	9	11
210	раз в	2	11
211	уже в	9	11
212	не было	4	11
213	конечно не	2	11
214	от него	3	10
215	все те	2	10
216	в состоянии	2	10
217	в другом	4	10
218	том и	2	10
219	это было	4	10
220	и их	5	10
221	во всем	5	10
222	в одной	5	10
223	и у	7	10
224	в их	5	10
225	совсем не	3	10
226	в данном	3	10
227	должно быть	4	10
228	именно на	2	10
229	и от	10	10
230	мы в	2	10
231	тем самым	3	9
232	и ее	2	9
233	оказывается что	3	9
234	ту же	3	9
235	и по	4	9
236	мы найдем	4	9
237	внимание на	2	9
238	на него	2	9
239	и наконец	6	9
240	но все	5	9
241	не есть	2	9
242	должен быть	4	9
243	роль в	4	9
244	о чем	2	9
245	в виде	2	9
246	в чем	3	9
247	по своему	3	9
248	в него	4	9
249	так сказать	5	9
250	по этому	4	9
251	с ее	3	9
252	в нее	3	8
253	в процессе	3	8
254	из всех	2	8
255	в трех	2	8
256	такое же	2	8
257	и во	4	8
258	одно и	2	8
259	и эта	4	8
260	себе и	2	8
261	имеет дело	2	8
262	представление о	3	8
263	он может	3	8
264	том как	3	8
265	о нем	3	8
266	он в	2	8
267	место в	4	8
268	во время	12	8
269	к нему	7	8
270	жизнь и	3	8
271	и вообще	3	8
272	не как	2	7
273	и эти	2	7
274	бы его	2	7
275	свою очередь	3	7
276	же мы	2	7
277	одно из	2	7
278	в руках	4	7
279	от этого	3	7
280	они не	2	7
281	для всех	3	7
282	к самому	2	7
283	здесь в	9	7
284	связи с	5	7
285	время в	3	7
286	дело в	2	7
287	нас в	3	7
288	все что	5	7
289	же в	2	7
290	в нашем	2	7
291	во все	3	7
292	и заставляет	3	7
293	в глаза	2	7
294	а на	4	7
295	от этой	2	7
296	и те	5	7
297	на другой	2	7
298	в качестве	11	7
299	мысли и	3	7
300	в особенности	5	7
301	времени и	2	7
302	со всеми	4	7
303	в течение	2	7
304	на том	2	7
305	к жизни	4	7
306	в отношении	6	6
307	находятся в	2	6
308	в плане	7	6
309	к этим	3	6
310	отношение к	3	6
311	еще более	4	6
312	которое он	2	6
313	людей и	3	6
314	а только	2	6
315	не могла	2	6
316	из самых	4	6
317	почти все	2	6
318	слова и	2	6
319	мы сейчас	2	6
320	в себя	3	6
321	от всех	3	6
322	рядом с	9	6
323	оно не	2	6
324	или менее	3	6
325	у всех	2	6
326	у меня	2	6
327	даже в	4	6
328	таким путем	2	6
329	которые в	2	6
330	каждый из	2	6
331	и вся	3	6
332	ничем не	3	6
333	только с	2	6
334	он был	7	6
335	образом в	2	6
336	очень часто	5	6
337	всех этих	2	6
338	никто не	11	6
339	одного и	2	6
340	что есть	2	6
341	более или	3	6
342	уже не	2	6
343	к его	2	6
344	уже совершенно	2	6
345	одного из	3	5
346	еще и	2	5
347	в область	3	5
348	нет никакой	2	5
349	человека и	3	5
350	и всегда	2	5
351	между ними	2	5
352	у них	3	5
353	в каждой	2	5
354	в других	2	5
355	связь с	2	5
356	между собой	2	5
357	одновременно и	2	5
358	принадлежит к	2	5
359	в одну	4	5
360	и самый	2	5
361	это очень	2	5
362	все они	7	5
363	но они	3	5
364	и самым	2	5
365	не мог	2	5
366	в другой	2	5
367	им в	2	5
368	слов и	6	5
369	он только	2	5
370	не знает	4	5
371	здесь с	3	5
372	его к	3	5
373	он дает	5	5
374	к которому	2	5
375	вместо того	2	5
376	образом все	2	5
377	нас не	5	5
378	он хочет	6	5
379	в романе	10	5
380	мы находим	3	5
381	во всей	2	5
382	и еще	2	5
383	хотя и	5	5
384	конечно в	2	5
385	он как	2	5
386	себя в	3	5
387	дело не	2	5
388	в словах	2	5
389	на одном	7	5
390	человека в	3	5
391	нет ни	3	5
392	и сам	2	5
393	находит себе	2	5
394	и смысл	2	5
395	в эту	2	5
396	дано в	2	5
397	так чтобы	3	5
398	нигде не	2	4
399	сейчас увидим	2	4
400	начала и	4	4
401	также и	6	4
402	одном из	5	4
403	на место	4	4
404	но по	3	4
405	может и	2	4
406	всех других	2	4
407	в ту	3	4
408	благодаря этому	3	4
409	страх и	3	4
410	в истории	3	4
411	из одного	4	4
412	характер и	2	4
413	значение в	2	4
414	не на	5	4
415	как у	3	4
416	после того	6	4
417	остановимся на	3	4
418	где она	2	4
419	с собой	2	4
420	имеем в	2	4
421	для его	2	4
422	что между	2	4
423	мы говорим	2	4
424	что образ	4	4
425	находится в	2	4
426	уже говорили	13	4
427	за то	4	4
428	и всякий	2	4
429	с помощью	11	4
430	он заставляет	2	4
431	по отношению	3	4
432	в это	3	4
433	но эта	2	4
434	может стать	2	4
435	в свете	3	4
436	борьбу с	2	4
437	один раз	2	4
438	не знаем	2	4
439	весь этот	2	4
440	здесь не	2	4
441	с ними	4	4
442	и смерти	4	4
443	в связи	3	4
444	в первой	4	4
445	одной из	5	4
446	как во	3	4
447	в мире	3	4
448	форму и	2	4
449	природы и	3	4
450	же время	12	4
451	заложены в	2	4
452	эпизод с	12	3
453	и самая	3	3
454	одним из	3	3
455	он знает	2	3
456	ни было	2	3
457	или ином	2	3
458	в новой	7	3
459	они были	5	3
460	в более	4	3
461	в большей	2	3
462	этому вопросу	2	3
463	как нечто	2	3
464	связаны с	7	3
465	смерти в	4	3
466	в центре	2	3
467	на другом	2	3
468	а также	8	3
469	в последней	6	3
470	его как	3	3
471	всего этого	3	3
472	и нет	2	3
473	к себе	3	3
474	на первый	2	3
475	кроме того	6	3
476	по своим	2	3
477	превращается в	2	3
478	в заключение	2	3
479	они как	3	3
480	сцены в	3	3
481	то он	2	3
482	человеческого тела	11	3
483	мы еще	3	3
484	вещей и	2	3
485	еще в	4	3
486	по прямой	2	3
487	которой он	2	3
488	эпохи в	2	3
489	но с	3	3
490	что их	2	3
491	и прежде	2	3
492	и об	2	3
493	своего героя	4	3
494	уже указывали	2	3
495	героя в	2	3
496	здесь на	3	3
497	оно было	3	3
498	места в	2	3
499	связано с	3	3
500	здесь нет	3	3
501	во времена	2	3
502	в разных	2	3
503	в отдельности	3	3
504	здесь же	2	3
505	на них	3	3
506	том или	2	3
507	и др	12	3
508	здесь как	2	3
509	он сам	4	3
510	котором мы	4	3
511	как я	4	3
512	в таких	2	3
513	на земле	5	3
514	него в	2	3
515	объединяет в	3	3
516	каждый раз	3	3
517	отношению к	3	3
518	первый план	2	3
519	но уже	3	3
520	явлений и	2	3
521	романа в	2	3
522	уже здесь	3	3
523	повод для	2	3
524	их и	2	3
525	он и	2	3
526	ином виде	2	3
527	в форме	6	3
528	переходим к	2	3
529	для этой	3	2
530	находим в	2	2
531	в книге	2	2
532	другими словами	2	2
533	во времени	2	2
534	для нашего	2	2
535	в построении	2	2
536	в голове	2	2
537	в эпосе	2	2
538	это явление	2	2
539	ему не	2	2
540	какую роль	2	2
541	с более	2	2
542	в следующем	3	2
543	следовательно и	2	2
544	бы оно	2	2
545	в самый	2	2
546	но именно	3	2
547	всего в	5	2
548	ведь и	3	2
549	явление в	3	2
550	рассказ о	3	2
551	на этой	4	2
552	времени в	2	2
553	мотивов и	2	2
554	находит свое	2	2
555	в образах	8	2
556	всего романа	2	2
557	до наших	2	2
558	переходит в	2	2
559	убийства и	2	2
560	отметить что	2	2
561	сказать и	2	2
562	до того	3	2
563	из четырех	2	2
564	интерес к	2	2
565	на всю	2	2
566	во многих	2	2
567	тех же	2	2
568	и времени	2	2
569	изобразительных искусств	3	2
570	фактов и	2	2
571	в значительной	5	2
572	большим и	2	2
573	отца и	2	2
574	иной раз	2	2
575	слово это	2	2
576	видели в	3	2
577	дает ему	2	2
578	и со	2	2
579	между собою	3	2
580	существенное значение	3	2
581	было и	2	2
582	о происхождении	2	2
583	связи и	3	2
584	в некоторой	2	2
585	является и	4	2
586	это была	4	2
587	мы встречаем	3	2
588	на которой	3	2
589	же что	2	2
590	которая была	2	2
591	этой же	3	2
592	все свои	2	2
593	на глазах	2	2
594	есть с	2	2
595	не был	2	2
596	и т.д	3	2
597	есть то	2	2
598	ведь это	3	2
599	в свое	2	2
600	норм и	2	2
601	которым он	4	2
602	вино и	2	2
603	они и	4	2
604	тенденция к	2	2
605	тело и	2	2
606	тела и	7	2
607	дело обстоит	2	2
608	как один	2	2
609	и силы	2	2
610	еще один	2	2
611	там и	3	2
612	никому не	2	2
613	от них	2	2
614	в начале	4	2
615	поэтому и	5	2
616	так много	4	2
617	его за	2	2
618	новые и	2	2
619	именно здесь	2	2
620	образов в	4	2
621	все его	3	2
622	его так	2	2
623	он есть	2	2
624	как о	5	2
625	а для	2	2
626	здесь он	3	2
627	вперед по	3	2
628	входят в	3	2
629	в литературе	5	2
630	говорили о	3	2
631	так называемый	3	2
632	язык и	2	2
633	к новому	2	2
634	они в	3	2
635	новое и	2	2
636	роль играет	3	2
637	в изображении	4	2
638	таким же	4	2
639	рта в	2	2
640	чем же	2	2
641	учение о	2	2
642	а следовательно	2	2
