N	2gram	Trubetskoy	Formalny
260	та же	4	4
261	в таком	4	4
262	но если	2	4
263	а наоборот	3	4
264	что для	4	4
265	знаем что	8	4
266	или иначе	5	4
267	этот вопрос	2	4
268	между людьми	2	4
269	же что	2	4
270	только при	2	4
271	между этими	2	4
272	все в	2	4
273	мы и	2	4
274	и если	6	3
275	все они	6	3
276	каждый из	3	3
277	всех других	2	3
278	а и	8	3
279	одну из	2	3
280	есть только	2	3
281	об эволюции	4	3
282	и при	6	3
283	вследствие этого	3	3
284	так что	6	3
285	они должны	3	3
286	от них	2	3
287	но как	2	3
288	для этой	2	3
289	в в	4	3
290	так или	5	3
291	с другом	9	3
292	широком смысле	2	3
293	что на	2	3
294	из одного	2	3
295	к такому	2	3
296	же касается	2	3
297	касается до	8	3
298	исторического развития	2	3
299	тот же	3	3
300	культуры и	11	3
301	в сознании	7	3
302	тем более	3	3
303	этими двумя	2	3
304	всех тех	2	3
305	борьбы с	2	3
306	друг с	9	3
307	во всем	3	3
308	теперь мы	2	3
309	на первый	2	3
310	что как	4	3
311	эволюции в	2	3
312	и из	2	3
313	и развитие	2	3
314	на нее	2	3
315	том чтобы	2	3
316	пришлось бы	2	3
317	на то	9	3
318	если это	2	3
319	в которых	2	3
320	из себя	10	3
321	со своей	2	3
322	можно назвать	3	3
323	ту же	2	3
324	что эта	4	3
325	и особенно	2	3
326	не то	3	3
327	ничего общего	3	3
328	лишь тогда	2	3
329	развиваться в	3	3
330	что при	7	3
331	для всякого	2	3
332	без того	4	2
333	только тогда	2	2
334	лишь о	2	2
335	из того	4	2
336	по тем	2	2
337	в тех	3	2
338	то из	3	2
339	в другом	2	2
340	не потому	2	2
341	что если	3	2
342	в виде	4	2
343	ко всем	3	2
344	друг от	6	2
345	при помощи	3	2
346	тем как	2	2
347	или вовсе	2	2
348	одной и	2	2
349	не знает	2	2
350	а с	4	2
351	к ним	2	2
352	общего с	2	2
353	но так	2	2
354	в точке	2	2
355	части в	2	2
356	и без	5	2
357	и социальной	2	2
358	в эти	3	2
359	по этому	2	2
360	же не	3	2
361	в силу	7	2
362	с ними	2	2
363	в общий	2	2
364	заключается в	3	2
365	и некоторые	2	2
366	никто не	2	2
367	этом случае	4	2
368	как для	3	2
369	культуры с	2	2
370	для самого	2	2
371	представление о	3	2
372	все то	2	2
373	он считает	2	2
374	из этой	2	2
375	что она	2	2
376	из нее	2	2
377	может лежать	2	2
378	своем развитии	4	2
379	между отдельными	2	2
380	на земле	3	2
381	совершенно иной	2	2
382	как у	3	2
383	что его	4	2
384	а для	2	2
385	при таких	2	2
386	рассматривать как	2	2
387	как известно	3	2
388	именно потому	2	2
389	ни для	2	2
390	и так	2	2
391	очень много	3	2
392	своем целом	2	2
393	далеко не	5	2
394	целом ряде	3	2
395	от друга	6	2
396	только один	2	2
397	том случае	4	2
398	однако это	2	2
399	в эпохи	2	2
400	этих двух	2	2
401	не понимают	2	2
402	что мы	4	2
403	несмотря на	6	2
404	все что	10	2
405	эти элементы	3	2
406	и того	3	2
407	слагается из	3	2
408	из него	2	2
409	данный момент	4	2
410	из элементов	7	2
411	эти последние	2	2
412	но с	2	2
413	его собственной	5	2
414	чем в	3	2
