N	2gram	Ircho_Kome	FransuaR
225	что они	3	11
226	в отличие	3	11
227	образом и	2	10
228	в доме	17	10
229	для понимания	3	10
230	все остальные	2	10
231	на земле	2	10
232	в изображении	3	10
233	на этот	6	10
234	человека и	2	10
235	конце концов	3	10
236	к тому	11	10
237	целый ряд	5	10
238	во второй	2	10
239	что для	7	10
240	выражение в	3	10
241	по отношению	6	10
242	в целом	4	10
243	да и	3	10
244	все его	2	10
245	что не	5	9
246	говорит о	2	9
247	вплоть до	2	9
248	как это	5	9
249	отношению к	4	9
250	для нас	7	9
251	и со	2	9
252	в тех	4	9
253	как к	3	9
254	том же	2	9
255	не имеет	6	9
256	в которых	7	9
257	же в	3	9
258	известной степени	2	9
259	под названием	3	9
260	конечно в	2	9
261	мы можем	7	9
262	роль играет	2	9
263	отношения к	2	9
264	чем же	2	9
265	от него	2	8
266	с этой	5	8
267	так что	7	8
268	людей и	2	8
269	с тем	6	8
270	с самого	5	8
271	и без	2	8
272	под влиянием	2	8
273	для этого	3	8
274	если бы	18	8
275	после того	3	8
276	нуждается в	2	8
277	в это	2	8
278	всякого рода	3	8
279	более или	2	8
280	сам он	3	8
281	или менее	2	8
282	не менее	9	8
283	дело не	2	8
284	как о	3	8
285	тому же	11	8
286	человека с	2	8
287	то время	3	8
288	а как	2	7
289	времени в	2	7
290	никак не	2	7
291	не как	2	7
292	что у	2	7
293	в свою	12	7
294	должен быть	2	7
295	его не	3	7
296	одного из	4	7
297	по этому	3	7
298	во всяком	3	7
299	себя в	3	7
300	к ним	5	7
301	к концу	3	7
302	по всему	3	7
303	из которых	7	7
304	в таком	2	7
305	как его	4	7
306	том как	5	7
307	был бы	4	7
308	в развитии	3	7
309	на него	6	7
310	и если	3	7
311	от них	2	7
312	но его	2	7
313	площади и	2	7
314	к себе	9	7
315	а на	3	7
316	в наиболее	2	7
317	и там	3	7
318	нет ничего	4	7
319	представление о	2	7
320	мы найдем	3	7
321	что по	2	7
322	нет и	4	7
323	и этим	3	7
324	же и	2	7
325	возможно что	4	6
326	что здесь	2	6
327	такого рода	2	6
328	свою очередь	10	6
329	мы знаем	2	6
330	в центре	2	6
331	и тот	6	6
332	нет ни	2	6
333	что эта	2	6
334	это время	2	6
335	не дает	5	6
336	при виде	3	6
337	могут быть	3	6
338	было в	2	6
339	что она	10	6
340	совершенно не	2	6
341	к его	4	6
342	и мысли	3	6
343	его на	5	6
344	его и	3	6
345	друг друга	7	6
346	и был	2	6
347	самого начала	5	6
348	в руках	3	6
349	до того	4	6
350	хотя бы	5	6
351	от того	2	6
352	имеем в	2	6
353	как она	2	6
354	как будто	3	6
355	за то	2	6
356	на что	2	6
357	основе своей	2	6
358	тем же	3	6
359	не остается	3	6
360	тех же	3	6
361	себе в	6	6
362	видно что	2	6
363	не столько	3	6
364	еще один	2	6
365	говорить о	6	6
366	таким же	2	6
367	он понимает	2	5
368	к своему	4	5
369	в г	3	5
370	нисколько не	3	5
371	в первом	2	5
372	должна быть	2	5
373	которую он	3	5
374	в риме	4	5
375	к началу	3	5
376	тем более	9	5
377	из его	3	5
378	друг с	3	5
379	с собой	4	5
380	когда он	5	5
381	в другой	5	5
382	не является	5	5
383	что мы	4	5
384	своего отца	2	5
385	чем в	5	5
386	ему не	4	5
387	ему и	3	5
388	ничем не	4	5
389	с другими	2	5
390	с другом	3	5
391	и когда	2	5
392	как например	2	5
393	должен был	6	5
394	ни было	3	5
395	для всей	2	5
396	его за	3	5
397	сравнению с	3	5
398	если мы	2	5
399	всяком случае	3	5
400	по его	2	5
401	же самое	3	5
402	бы не	3	5
403	во втором	2	5
404	не могла	3	5
405	себя и	2	5
406	которой мы	2	5
407	тут же	8	5
408	на волю	2	5
409	по сравнению	3	5
410	видеть в	2	5
411	стороны и	4	5
412	один раз	2	5
413	он так	4	5
414	он с	2	5
415	мы в	3	5
416	независимо от	4	5
417	мы имеем	4	5
418	больше чем	4	5
419	на свете	2	5
420	человека в	4	5
421	перед лицом	2	5
422	на то	3	5
423	времени не	2	5
424	и речи	4	5
425	он знает	4	5
426	как ее	2	4
427	в каждом	3	4
428	такое же	2	4
429	в уста	2	4
430	чувствует себя	3	4
431	он называет	4	4
432	у нее	2	4
433	этих слов	2	4
434	но если	3	4
435	г в	2	4
436	я не	4	4
437	о которой	2	4
438	в античной	3	4
439	чтобы не	3	4
440	друг другу	3	4
441	что из	2	4
442	дело с	4	4
443	к этой	2	4
444	представляется нам	2	4
445	этой связи	3	4
446	меньше чем	2	4
447	ее на	2	4
448	на это	3	4
449	также в	2	4
450	дошедших до	3	4
451	да еще	3	4
452	что касается	5	4
453	при всем	5	4
454	если же	2	4
455	память о	2	4
456	уверен что	2	4
457	не хочет	6	4
458	не так	4	4
459	же не	3	4
460	этому вопросу	2	4
461	который в	3	4
462	не случайно	3	4
463	его жизни	2	4
464	этот вопрос	2	4
465	что между	2	4
466	не совсем	3	4
467	на рубеже	2	4
468	что я	5	4
469	один и	3	4
470	у меня	5	4
471	без всякого	2	4
472	если в	4	4
473	и тем	4	4
474	которым он	2	4
475	его от	5	4
476	отрывок из	2	4
477	о его	4	4
478	там и	3	4
479	из этой	2	4
480	к ней	9	4
481	которого они	2	4
482	не по	7	4
483	она и	2	4
484	в смысле	2	4
485	принадлежат к	2	4
486	в свой	2	3
487	при всей	2	3
488	само собой	5	3
489	должно было	3	3
490	она не	3	3
491	у кого	2	3
492	не о	3	3
493	должны были	2	3
494	чем не	2	3
495	именно потому	2	3
496	к одной	2	3
497	персонажей в	4	3
498	ближе к	3	3
499	и после	2	3
500	и всякий	2	3
501	в каждой	2	3
502	ни одной	2	3
503	в произведениях	2	3
504	его для	2	3
505	со стороны	16	3
506	не всегда	2	3
507	после этого	2	3
508	не находит	2	3
509	тому что	5	3
510	даже при	2	3
511	из которой	2	3
512	равно как	7	3
513	найдем мы	2	3
514	в храме	2	3
515	для обозначения	2	3
516	бы то	3	3
517	к человеку	2	3
518	но при	2	3
519	бы к	2	3
520	всех трех	2	3
521	него в	3	3
522	которого и	2	3
523	что его	10	3
524	найдем в	3	3
525	время как	3	3
526	правда он	3	3
527	рассказывает о	2	3
528	сходство между	2	3
529	похож на	2	3
530	из того	3	3
531	в силу	2	3
532	наряду с	4	3
533	что их	4	3
534	человеческой натуры	2	3
535	из рук	2	3
536	от своего	2	3
537	начинается с	2	3
538	между собой	5	3
539	а с	2	3
540	действующих лиц	7	3
541	а для	2	3
542	друг за	2	3
543	что тот	2	3
544	не будет	2	3
545	между двумя	2	3
546	то ни	4	3
547	этой сцены	3	3
548	за ним	3	3
549	отца и	4	3
550	том чтобы	4	3
551	в городе	2	3
552	со своей	2	3
553	но еще	2	3
554	в уже	2	3
555	и хотя	3	3
556	ясно что	12	3
557	таким путем	2	3
558	остается в	3	3
559	чтобы они	2	3
560	в глаза	3	3
561	г и	2	3
562	тем как	2	3
563	бы он	3	3
564	с которой	2	3
565	котором он	2	3
566	ней и	3	3
567	что с	4	3
568	и может	2	3
569	признать что	5	3
570	и мы	5	3
571	то это	5	3
572	больше всего	4	3
573	приводит к	4	3
574	в устах	2	3
575	в лучшем	2	3
576	к их	2	3
577	есть для	2	3
578	этих двух	2	3
579	как же	2	2
580	в построении	4	2
581	действия и	2	2
582	и поэтому	5	2
583	всего это	2	2
584	то мы	2	2
585	что ему	4	2
586	которой не	2	2
587	ни одно	3	2
588	он сумел	2	2
589	не надо	2	2
590	за свое	2	2
591	в комедии	22	2
592	материал для	2	2
593	к своим	2	2
594	у того	6	2
595	от своей	2	2
596	для развития	2	2
597	домашней утвари	2	2
598	по тому	4	2
599	только один	2	2
600	человека а	2	2
601	пока он	2	2
602	античной литературы	2	2
603	все к	2	2
604	и я	3	2
605	из себя	3	2
606	за другом	2	2
607	если не	7	2
608	и снова	2	2
609	если он	3	2
610	такую же	3	2
611	к числу	2	2
612	то ли	4	2
613	лишь бы	2	2
614	именно таким	2	2
615	особый интерес	2	2
616	и новой	2	2
617	речь идет	5	2
618	не считая	3	2
619	на вопрос	5	2
620	городов и	2	2
621	к сожалению	2	2
622	на сцене	7	2
623	до этого	3	2
624	хотя в	3	2
625	в двух	7	2
626	на помощь	4	2
627	и жизнь	2	2
628	если она	2	2
629	не приходится	5	2
630	мы встретим	2	2
631	с радостью	2	2
632	в какой	4	2
633	у женщин	3	2
634	комедии в	4	2
635	однако по	3	2
636	после чего	2	2
637	в первую	2	2
638	для человека	2	2
639	или к	2	2
640	того в	3	2
641	из уст	2	2
642	знает что	2	2
643	а его	2	2
644	от ее	3	2
645	что ни	7	2
646	можем судить	2	2
647	общего с	2	2
648	ним в	2	2
649	он готов	2	2
650	и дальше	2	2
651	комедии и	5	2
652	в честь	2	2
653	чтобы в	3	2
654	любовь к	4	2
655	в которые	2	2
656	в обоих	2	2
657	пор не	3	2
658	пути к	2	2
659	это делает	2	2
660	на новую	3	2
661	за пределами	3	2
662	прежде чем	4	2
663	по ее	2	2
664	дома и	3	2
665	хочет быть	2	2
666	только после	3	2
667	в конечном	2	2
668	не делает	2	2
669	в комедиях	4	2
670	в сопровождении	3	2
671	могло быть	2	2
672	характера в	2	2
673	в плен	4	2
674	на которые	3	2
675	можно предполагать	2	2
676	достаточно вспомнить	2	2
677	не без	2	2
678	что вы	2	2
679	больше того	2	2
680	же объясняется	2	2
681	главное в	2	2
682	этом случае	2	2
683	обращается к	4	2
684	и отец	2	2
685	этой комедии	9	2
686	первой половине	2	2
687	конечном счете	3	2
688	бы на	2	2
689	на сцену	2	2
690	а о	2	2
691	с участием	4	2
692	что к	4	2
693	как только	2	2
694	не с	2	2
695	найти в	2	2
696	характерные для	2	2
697	ii в	3	2
698	только как	2	2
699	он дал	2	2
700	чем они	3	2
701	по содержанию	3	2
702	ни был	2	2
703	за плату	2	2
