N	2gram	Vygotskiy_	Myshleni
424	не то	7	9
425	по одному	2	9
426	то как	4	9
427	больше чем	5	9
428	та же	6	9
429	в самой	9	9
430	но с	2	9
431	частный случай	3	9
432	место в	6	9
433	и до	4	9
434	что же	3	9
435	в первой	2	9
436	не с	2	9
437	должен быть	4	9
438	говорить о	3	9
439	или в	6	9
440	наших глазах	2	8
441	нисколько не	3	8
442	же самого	2	8
443	всех остальных	2	8
444	совершенно в	3	8
445	связь с	5	8
446	что не	5	8
447	во время	4	8
448	что только	3	8
449	мы старались	2	8
450	со стороны	4	8
451	главным образом	6	8
452	эти три	2	8
453	дело с	5	8
454	почти всегда	3	8
455	увидим что	11	8
456	более и	4	8
457	из двух	4	8
458	должен был	4	8
459	тому чтобы	4	8
460	стоит только	3	8
461	это понятие	2	8
462	в эту	2	8
463	стоит в	2	8
464	сам по	2	8
465	к анализу	2	8
466	не мог	4	8
467	том как	5	8
468	и те	2	8
469	обратиться к	4	8
470	только то	3	8
471	к другой	2	8
472	о котором	5	8
473	и которая	4	8
474	в течение	5	8
475	на которых	4	8
476	при помощи	7	7
477	не имеют	4	7
478	и вместе	3	7
479	у них	2	7
480	лучшем случае	2	7
481	здесь в	4	7
482	должна быть	5	7
483	переходит к	2	7
484	находятся в	2	7
485	образом и	3	7
486	к совершенно	2	7
487	самое что	2	7
488	раньше всего	2	7
489	том виде	2	7
490	в общем	4	7
491	он говорит	9	7
492	с теми	4	7
493	же в	2	7
494	имеет в	2	7
495	это в	3	7
496	всех этих	2	7
497	благодаря тому	2	7
498	из нее	3	7
499	все больше	2	7
500	из области	4	7
501	в таком	6	7
502	но по	2	7
503	больше и	3	7
504	общего с	2	7
505	при анализе	2	7
506	которой мы	4	7
507	принадлежит к	3	7
508	за шагом	3	7
509	исследования мы	2	7
510	в жизни	6	7
511	на него	3	7
512	но они	2	7
513	своему значению	2	7
514	шаг за	3	7
515	ничем не	3	7
516	от действительности	4	7
517	признать что	2	7
518	знаем что	4	7
519	что оба	2	7
520	само собой	3	6
521	что здесь	2	6
522	с и	6	6
523	только один	2	6
524	это было	4	6
525	себе что	2	6
526	с другим	2	6
527	роль в	2	6
528	верно что	2	6
529	это же	2	6
530	она должна	3	6
531	идет от	2	6
532	применительно к	2	6
533	том смысле	2	6
534	на ее	2	6
535	и больше	2	6
536	как два	2	6
537	и самый	2	6
538	в двух	11	6
539	говорит о	6	6
540	бы и	2	6
541	могло бы	4	6
542	целым рядом	4	6
543	уже не	2	6
544	и который	2	6
545	указывают на	2	6
546	до самого	2	6
547	еще и	2	6
548	как к	6	6
549	слов в	2	6
550	и эти	2	6
551	по самому	3	6
552	но так	2	6
553	том и	3	6
554	и о	6	6
555	от одной	2	6
556	что всякое	2	6
557	этот закон	2	6
558	одна из	6	6
559	образом мы	4	6
560	каждой новой	2	6
561	и там	2	6
562	относительно того	4	6
563	и другими	2	6
564	это противоречие	2	6
565	очень часто	2	6
566	он как	2	6
567	и мы	19	6
568	в словах	2	6
569	к ней	3	6
570	только одно	3	6
571	увидим ниже	2	6
572	эту мысль	2	6
573	этими двумя	2	6
574	с которым	2	6
575	к чему	6	6
576	в лучшем	2	6
577	от него	2	5
578	в полном	4	5
579	противоречие между	2	5
580	нам о	3	5
581	то мы	2	5
582	к самому	4	5
583	совершенно иначе	2	5
584	видит в	3	5
585	на их	3	5
586	совершенно очевидно	3	5
587	по аналогии	2	5
588	у нее	2	5
589	все они	3	5
590	как у	2	5
591	свою мысль	2	5
592	формы в	2	5
593	совершенно ясно	19	5
594	бы для	2	5
595	есть только	3	5
596	эти два	4	5
597	эти слова	5	5
598	от той	2	5
599	ее на	2	5
600	к ним	3	5
601	который не	7	5
602	как если	3	5
603	сами по	3	5
604	заметить что	2	5
605	оказывается что	2	5
606	видим что	8	5
607	именно это	3	5
608	мы хотим	4	5
609	аналогии с	2	5
610	с такой	7	5
611	был бы	4	5
612	будем иметь	2	5
613	какой мере	3	5
614	в предисловии	2	5
615	поэтому он	2	5
616	из всего	3	5
617	и столь	2	5
618	плана в	4	5
619	на две	3	5
620	утверждает что	3	5
621	может служить	8	5
622	остановились на	2	5
623	когда в	4	5
624	под этим	2	5
625	по мнению	2	5
626	дело не	3	5
627	что по	3	5
628	есть все	2	5
629	сейчас же	9	5
630	только как	2	5
631	не просто	7	5
632	кроме того	2	5
633	однако не	3	5
634	все те	5	5
635	и вот	6	4
636	нашу мысль	2	4
637	нас на	2	4
638	которые она	2	4
639	и другом	2	4
640	от других	2	4
641	так например	5	4
642	мы узнаем	3	4
643	всю свою	2	4
644	почти не	2	4
645	и та	3	4
646	такое же	3	4
647	со всем	2	4
648	которую он	2	4
649	в одну	2	4
650	на всю	2	4
651	или не	3	4
652	была в	2	4
653	время в	5	4
654	так сказать	6	4
655	мечты и	2	4
656	свой смысл	2	4
657	но совершенно	4	4
658	думать что	3	4
659	заключенное в	2	4
660	по которым	2	4
661	если он	5	4
662	в море	2	4
663	из него	4	4
664	и остается	2	4
665	и если	13	4
666	одновременно и	3	4
667	нам не	2	4
668	предисловии к	2	4
669	совсем не	3	4
670	когда она	4	4
671	и когда	8	4
672	и я	3	4
673	но при	2	4
674	все другие	2	4
675	нам в	3	4
676	она в	4	4
677	уяснить себе	2	4
678	совершенно прав	4	4
679	много раз	2	4
680	не к	5	4
681	деле если	2	4
682	все дело	2	4
683	она может	4	4
684	для нее	2	4
685	на эту	2	4
686	не могу	3	4
687	из ее	2	4
688	с целым	2	4
689	того или	2	4
690	не до	2	4
691	и эта	3	4
692	однако и	3	4
693	то здесь	2	4
694	или как	2	4
695	с совершенно	3	4
696	только после	4	4
697	имеет дело	2	4
698	как будто	13	4
699	он начинает	3	4
700	это одно	3	4
701	заставляет нас	2	4
702	на который	2	4
703	одним словом	2	4
704	в известных	2	4
705	мы попытаемся	2	4
706	и вся	2	4
707	в обратном	3	4
708	была бы	5	4
709	действительно не	3	4
710	и говорит	4	4
711	здесь не	3	4
712	жизни и	6	4
713	о его	2	4
714	сослаться на	2	4
715	свою особую	2	4
716	всего этого	3	4
717	к самой	2	4
718	то это	5	4
719	развивается в	2	4
720	указывает что	2	4
721	и одновременно	2	4
722	этот новый	2	4
723	за ней	2	4
724	можем не	2	4
725	его основе	4	4
726	не было	4	4
727	чтобы показать	2	4
728	в некоторых	2	4
729	конечно не	6	4
730	нельзя не	2	4
731	бы назвать	2	4
732	это делает	2	3
733	он видит	2	3
734	которое он	2	3
735	к своему	2	3
736	противоречие с	4	3
737	как же	2	3
738	же мы	2	3
739	о мире	2	3
740	же самый	2	3
741	материал и	2	3
742	первое что	2	3
743	в различной	2	3
744	бы быть	2	3
745	при таком	4	3
746	и часто	2	3
747	и ничего	2	3
748	двух планов	2	3
749	те два	4	3
750	собой все	2	3
751	из себя	3	3
752	по смыслу	2	3
753	спросить себя	2	3
754	и затем	3	3
755	всей этой	3	3
756	благодаря чему	2	3
757	именно на	3	3
758	это верно	2	3
759	вот как	2	3
760	и психологическое	2	3
761	параллельно с	3	3
762	каждый из	3	3
763	после этого	5	3
764	не надо	2	3
765	что самое	2	3
766	в отдельности	2	3
767	же самая	4	3
768	как я	2	3
769	одна и	2	3
770	совершенно новый	2	3
771	дело идет	2	3
772	очень легко	7	3
773	себя как	3	3
774	и совершенно	9	3
775	перейти от	2	3
776	с этими	2	3
777	а к	2	3
778	и еще	2	3
779	на это	6	3
780	если она	2	3
781	словами и	2	3
782	в первый	2	3
783	что ее	3	3
784	других авторов	2	3
785	что касается	2	3
786	когда речь	2	3
787	надо сказать	4	3
788	в порядке	4	3
789	бы совершенно	6	3
790	и муравей	3	3
791	двух противоположных	6	3
792	это является	2	3
793	по его	3	3
794	до крайности	4	3
795	и без	2	3
796	отражение в	2	3
797	без всяких	3	3
798	доказать что	2	3
799	и всегда	2	3
800	что за	4	3
801	что даже	2	3
802	всего того	3	3
803	даны в	3	3
804	не так	4	3
805	и этот	6	3
806	без всякой	2	3
807	и сейчас	2	3
808	как именно	2	3
809	не могла	2	3
810	и всю	2	3
811	имеет никакого	3	3
812	ли он	4	3
813	и дальше	3	3
814	это все	2	3
815	из своей	2	3
816	не сумел	2	3
817	что так	2	3
818	указать на	3	3
819	уже из	6	3
820	для нашей	3	3
821	или во	2	3
822	узнаем что	2	3
823	далеко не	3	3
824	говорит не	2	3
825	имеем в	3	3
826	в житейском	3	3
827	не знаем	2	3
828	в противоречие	3	3
829	если же	3	3
830	эта фраза	2	3
831	в глаза	3	3
832	решение вопроса	2	3
833	этот разговор	2	3
834	он хочет	3	3
835	о нем	2	3
836	он с	2	3
837	которое имеет	3	3
838	нам кажется	2	3
839	старались показать	2	3
840	своей задачей	2	3
841	конечно в	3	3
842	или иного	2	3
843	могла бы	6	3
844	из этой	2	3
845	прибегать к	3	3
846	мы найдем	2	3
847	бы не	5	3
848	или иначе	2	3
849	по своим	2	3
850	а другая	2	3
851	чтобы он	3	3
852	сказал бы	2	3
853	что всякий	2	3
854	быть не	2	3
855	говорит один	2	2
856	о человеке	2	2
857	за этим	3	2
858	при такой	2	2
859	уже с	2	2
860	это имеет	2	2
861	своей жизни	2	2
862	для чего	2	2
863	и кажется	2	2
864	никак нельзя	2	2
865	на которую	2	2
866	к психологии	2	2
867	все прочие	2	2
868	тогда мы	2	2
869	поэзии и	3	2
870	с каждым	2	2
871	что чем	3	2
872	реакции на	2	2
873	бы это	5	2
874	что когда	2	2
875	и точно	2	2
876	так то	2	2
877	говорит нам	2	2
878	мы сейчас	2	2
879	когда я	3	2
880	с с	2	2
881	есть как	2	2
882	самом конце	3	2
883	чтобы увидеть	5	2
884	бы нам	2	2
885	места в	2	2
886	это можно	2	2
887	начинает с	3	2
888	действительность и	4	2
889	ко второй	2	2
890	в которую	3	2
891	однако он	2	2
892	совершенно правильно	2	2
893	слова а	2	2
894	более чем	2	2
895	этими словами	3	2
896	однако мы	3	2
897	сам себя	2	2
898	но сам	2	2
899	на свою	2	2
900	нам удалось	2	2
901	именно как	3	2
902	это будет	3	2
903	или вернее	2	2
904	прав когда	3	2
905	все их	2	2
906	самого конца	2	2
907	тем больше	2	2
908	все то	15	2
909	показать ниже	2	2
910	из анализа	2	2
911	не следует	3	2
912	в мире	3	2
913	автора и	2	2
914	ним в	2	2
915	это совершенно	2	2
916	общего правила	2	2
917	и действительно	2	2
918	что сам	2	2
919	и исследования	2	2
920	действий и	2	2
921	нам придется	2	2
922	вывести из	2	2
923	художественное произведение	2	2
924	совершенно другой	4	2
925	и формы	2	2
926	с каждой	2	2
927	заставляет его	3	2
928	этом примере	2	2
929	где он	3	2
930	что ни	3	2
931	ссылается на	6	2
932	две части	3	2
933	следует что	2	2
934	и она	4	2
935	не будет	2	2
936	же самым	2	2
937	и т	19	2
938	следует отнести	2	2
939	хотел бы	2	2
940	характер и	2	2
941	сам собой	3	2
942	двух совершенно	2	2
943	как не	3	2
944	каждого из	4	2
945	из одного	3	2
946	всех прочих	2	2
947	говоря мы	4	2
948	сам автор	5	2
949	напротив того	9	2
950	внутреннее противоречие	2	2
951	в сторону	2	2
952	видит причину	2	2
953	своим собственным	2	2
954	мы условно	4	2
955	ее основе	3	2
956	с самой	2	2
957	не более	3	2
958	было показать	2	2
959	на свете	2	2
960	рассказывает о	3	2
961	согласии с	2	2
962	к себе	2	2
963	с уверенностью	4	2
964	той степени	2	2
965	что кроме	2	2
966	стрекоза и	2	2
967	и очень	3	2
968	над ним	2	2
969	тем в	3	2
970	на той	2	2
971	бы она	2	2
972	увидеть что	7	2
973	он был	3	2
974	если взять	3	2
975	которых она	2	2
976	собственным законам	2	2
977	с здесь	2	2
978	для иллюстрации	2	2
979	что та	2	2
980	на словах	3	2
981	том случае	4	2
982	случае если	4	2
983	так много	2	2
984	и уже	5	2
985	и никогда	2	2
986	от анализа	2	2
987	в драме	2	2
988	нее в	3	2
989	объединяет в	2	2
990	разговор с	2	2
991	легко показать	8	2
992	и так	4	2
993	разве не	3	2
994	мы остановились	2	2
995	почти в	2	2
996	совершенно различных	2	2
997	в точном	2	2
998	можно назвать	2	2
999	но когда	2	2
1000	если так	2	2
1001	в малой	2	2
1002	все решительно	2	2
